"DATE","NEIGHBORHOOD_NAME","BOROUGH","MODZCTA","Label","AGE_GROUP","POP_DENOMINATOR","COUNT_PARTIALLY_CUMULATIVE","COUNT_FULLY_CUMULATIVE","COUNT_1PLUS_CUMULATIVE","PERC_PARTIALLY","PERC_FULLY","PERC_1PLUS"
2021-06-11,"Lighthouse Hill/Midland Beach/New Dorp/Oakwood","Staten Island","10306","10306","18+",42372.41,2877,24966,27843,6.79,58.92,65.71
2021-06-11,"Tottenville","Staten Island","10307","10307","18+",11247.29,617,5243,5860,5.49,46.62,52.1
2021-06-11,"Great Kills","Staten Island","10308","10308","18+",23778.46,1317,11862,13179,5.54,49.89,55.42
2021-06-11,"Charleston/Prince's Bay/Woodrow","Staten Island","10309","10309","18+",25505.78,1556,12539,14095,6.1,49.16,55.26
2021-06-11,"Port Richmond/Randall Manor/West Brighton","Staten Island","10310","10310","18+",17381.07,1266,10020,11286,7.28,57.65,64.93
2021-06-11,"Annadale/Rossville","Staten Island","10312","10312","18+",48423.66,2780,25949,28729,5.74,53.59,59.33
2021-06-11,"Bloomfield/Freshkills Park","Staten Island","10314","10314","18+",73874.68,4511,39977,44488,6.11,54.11,60.22
2021-06-11,"Concourse/Melrose","Bronx","10451","10451","18+",35946.71,2803,18699,21502,7.8,52.02,59.82
2021-06-11,"Concourse/Highbridge","Bronx","10452","10452","18+",54805.81,4747,27495,32242,8.66,50.17,58.83
2021-06-11,"Morris Heights/Mount Hope/University Heights","Bronx","10453","10453","18+",57359.96,5068,26000,31068,8.84,45.33,54.16
2021-06-11,"Mott Haven/Port Morris","Bronx","10454","10454","18+",27397.39,2203,12725,14928,8.04,46.45,54.49
2021-06-11,"Mott Haven","Bronx","10455","10455","18+",30573.43,2565,14122,16687,8.39,46.19,54.58
2021-06-11,"Claremont/Morrisania","Bronx","10456","10456","18+",66839.64,5518,28866,34384,8.26,43.19,51.44
2021-06-11,"Belmont/Claremont/Mount Hope/Tremont","Bronx","10457","10457","18+",53117.58,4707,23639,28346,8.86,44.5,53.36
2021-06-11,"Belmont/Fordham University/Kingsbridge","Bronx","10458","10458","18+",60560.21,5144,26834,31978,8.49,44.31,52.8
2021-06-11,"Charlotte Gardens/Hunts Point","Bronx","10459","10459","18+",34636.24,2918,16114,19032,8.42,46.52,54.95
2021-06-11,"Charlotte Gardens/Tremont/Van Nest/West Farms","Bronx","10460","10460","18+",42448,3355,18662,22017,7.9,43.96,51.87
2021-06-11,"Morris Park/Pelham Bay/Westchester Square","Bronx","10461","10461","18+",38803.26,3105,24777,27882,8,63.85,71.85
2021-06-11,"Parkchester/Pelham Parkway/Van Nest/Westchester Square","Bronx","10462","10462","18+",58726.65,5292,33630,38922,9.01,57.27,66.28
2021-06-11,"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil","Bronx","10463","10463","18+",56284.98,4266,32561,36827,7.58,57.85,65.43
2021-06-11,"City Island","Bronx","10464","10464","18+",3510.49,200,2388,2588,5.7,68.02,73.72
2021-06-11,"Country Club/Throgs Neck","Bronx","10465","10465","18+",33825.65,2043,17795,19838,6.04,52.61,58.65
2021-06-11,"Edenwald/Wakefield","Bronx","10466","10466","18+",54731.54,3205,22106,25311,5.86,40.39,46.25
2021-06-11,"Allerton/Norwood/Pelham Parkway/Williamsbridge","Bronx","10467","10467","18+",77336.23,5845,35646,41491,7.56,46.09,53.65
2021-06-11,"Fordham/Kingsbridge/University Heights","Bronx","10468","10468","18+",58195.5,4975,26732,31707,8.55,45.93,54.48
2021-06-11,"Allerton/Baychester/Pelham Gardens/Williamsbridge","Bronx","10469","10469","18+",56415.64,3536,25342,28878,6.27,44.92,51.19
2021-06-11,"Wakefield/Woodlawn","Bronx","10470","10470","18+",11835.69,644,6309,6953,5.44,53.3,58.75
2021-06-11,"Fieldston/North Riverdale/Riverdale","Bronx","10471","10471","18+",17715.36,1191,12222,13413,6.72,68.99,75.71
2021-06-11,"Soundview","Bronx","10472","10472","18+",50865.6,4416,23548,27964,8.68,46.29,54.98
2021-06-11,"Castle Hill/Clason Point/Soundview","Bronx","10473","10473","18+",45025.1,2974,21425,24399,6.61,47.58,54.19
2021-06-11,"Hunts Point","Bronx","10474","10474","18+",8716.2,647,3575,4222,7.42,41.02,48.44
2021-06-11,"Co-op City/Edenwald","Bronx","10475","10475","18+",36101.58,1599,18934,20533,4.43,52.45,56.88
2021-06-11,"Bellerose/Douglaston-Little Neck","Queens","11004","11004, 11005","18+",16322.92,1068,10278,11346,6.54,62.97,69.51
2021-06-11,"Astoria (South)/Long Island City/Sunnyside","Queens","11101","11101","18+",30635.13,3304,25321,28625,10.79,82.65,93.44
2021-06-11,"Astoria (North)","Queens","11102","11102","18+",24950.08,2388,18276,20664,9.57,73.25,82.82
2021-06-11,"Astoria (North)/Astoria (South)","Queens","11103","11103","18+",29828.42,2717,19111,21828,9.11,64.07,73.18
2021-06-11,"Sunnyside","Queens","11104","11104","18+",21569.04,1889,15524,17413,8.76,71.97,80.73
2021-06-11,"Ditmars Steinway","Queens","11105","11105","18+",30844.19,2179,18082,20261,7.06,58.62,65.69
2021-06-11,"Astoria (South)","Queens","11106","11106","18+",31753.42,3021,21255,24276,9.51,66.94,76.45
2021-06-11,"Long Island City","Queens","11109","11109","18+",5343.22,419,4187,4606,7.84,78.36,86.2
2021-06-11,"Brooklyn Heights/DUMBO/Downtown Brooklyn","Brooklyn","11201","11201","18+",53066.26,3787,40392,44179,7.14,76.12,83.25
2021-06-11,"East Flatbush (North)/East Flatbush (South)","Brooklyn","11203","11203","18+",59978.9,4102,26000,30102,6.84,43.35,50.19
2021-06-11,"Bensonhurst/Mapleton","Brooklyn","11204","11204","18+",56436.82,4604,29073,33677,8.16,51.51,59.67
2021-06-11,"Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene","Brooklyn","11205","11205","18+",33743.15,1968,16353,18321,5.83,48.46,54.3
2021-06-11,"Williamsburg (South)","Brooklyn","11206","11206","18+",62134.07,4421,30452,34873,7.12,49.01,56.13
2021-06-11,"Cypress Hills/East New York","Brooklyn","11207","11207","18+",66642.05,5149,27432,32581,7.73,41.16,48.89
2021-06-11,"Cypress Hills/East New York","Brooklyn","11208","11208","18+",70401.64,5920,30661,36581,8.41,43.55,51.96
