"DATE","ADMIN_DOSE1_DAILY","ADMIN_DOSE1_CUMULATIVE","ADMIN_DOSE2_DAILY","ADMIN_DOSE2_CUMULATIVE","ADMIN_SINGLE_DAILY","ADMIN_SINGLE_CUMULATIVE","ADMIN_ADDITIONAL1_DAILY","ADMIN_ADDITIONAL1_CUMULATIVE","ADMIN_ADDITIONAL2_DAILY","ADMIN_ADDITIONAL2_CUMULATIVE","ADMIN_ADDITIONAL_DAILY","ADMIN_ADDITIONAL_CUMULATIVE","ADMIN_BIVALENT_ADDITIONAL_DAILY","ADMIN_BIVALENT_ADDITIONAL_CUMULATIVE","ADMIN_ALLDOSES_DAILY","ADMIN_ALLDOSES_7DAYAVG","ADMIN_ALLDOSES_CUMULATIVE","ADMIN_ALLDOSES_PRIMARY","INCOMPLETE"
2022-02-18,4424,7093252,4792,6190845,190,580468,21564,2986719,469,52259,22056,3046196,1,44,31463,20817.86,16910868,13871846,0
2022-02-19,3232,7096484,2186,6193031,65,580533,11205,2997924,220,52479,11436,3057632,0,44,16919,20843.14,16927787,13877340,0
2022-02-20,1843,7098327,1446,6194477,59,580592,6599,3004523,115,52594,6721,3064353,0,44,10069,21124.29,16937856,13880695,0
2022-02-21,3070,7101397,2697,6197174,93,580685,8369,3012892,236,52830,8618,3072971,0,44,14478,20663,16952334,13886568,0
2022-02-22,4358,7105755,4266,6201440,174,580859,10852,3023744,258,53088,11127,3084098,0,44,19925,20526.71,16972259,13895383,0
2022-02-23,4230,7109985,3792,6205232,145,581004,10694,3034438,243,53331,10955,3095053,1,45,19123,19854.71,16991382,13903568,0
2022-02-24,3779,7113764,3663,6208895,108,581112,10203,3044641,242,53573,10463,3105516,1,46,18014,18570.14,17009396,13911136,0
2022-02-25,3585,7117349,3637,6212532,135,581247,9999,3054640,248,53821,10260,3115776,0,46,17617,16592.14,17027013,13918506,0
2022-02-26,2816,7120165,2591,6215123,74,581321,9528,3064168,161,53982,9697,3125473,0,46,15178,16343.43,17042191,13923995,0
2022-02-27,1761,7121926,1373,6216496,52,581373,6276,3070444,102,54084,6385,3131858,0,46,9571,16272.29,17051762,13927188,0
2022-02-28,3766,7125692,3138,6219634,140,581513,13157,3083601,258,54342,13439,3145297,0,46,20483,17130.14,17072245,13934256,0
2022-03-01,2114,7127806,2632,6222266,102,581615,5194,3088795,188,54530,5389,3150686,0,46,10237,15746.14,17082482,13939111,0
2022-03-02,1822,7129628,2449,6224715,107,581722,4149,3092944,211,54741,4371,3155057,0,46,8749,14264.14,17091231,13943500,0
2022-03-03,1928,7131556,2564,6227279,106,581828,3807,3096751,171,54912,3992,3159049,0,46,8590,12917.86,17099821,13948112,0
2022-03-04,2112,7133668,2884,6230163,66,581894,4337,3101088,212,55124,4561,3163610,0,46,9623,11775.86,17109444,13953186,0
2022-03-05,1608,7135276,2128,6232291,43,581937,3321,3104409,119,55243,3443,3167053,0,46,7222,10639.29,17116666,13956968,0
2022-03-06,793,7136069,881,6233172,30,581967,1627,3106036,54,55297,1685,3168738,0,46,3389,9756.14,17120055,13958676,0
2022-03-07,1658,7137727,1788,6234960,87,582054,3507,3109543,163,55460,3684,3172422,0,46,7217,7861,17127272,13962223,0
2022-03-08,1541,7139268,1898,6236858,80,582134,3130,3112673,154,55614,3296,3175718,0,46,6815,7372.14,17134087,13965754,0
2022-03-09,1260,7140528,1684,6238542,80,582214,2596,3115269,128,55742,2730,3178448,0,46,5754,6944.29,17139841,13968784,0
2022-03-10,1408,7141936,2098,6240640,85,582299,2974,3118243,165,55907,3148,3181596,0,46,6739,6679.86,17146580,13972384,0
2022-03-11,1595,7143531,2278,6242918,81,582380,3217,3121460,190,56097,3425,3185021,0,46,7379,6359.29,17153959,13976356,0
2022-03-12,875,7144406,1420,6244338,42,582422,2011,3123471,74,56171,2089,3187110,0,46,4426,5959.86,17158385,13978697,0
2022-03-13,624,7145030,757,6245095,28,582450,1292,3124763,49,56220,1344,3188454,0,46,2753,5869,17161138,13980109,0
2022-03-14,1358,7146388,1616,6246711,84,582534,3001,3127764,208,56428,3231,3191685,0,46,6289,5736.43,17167427,13983189,0
2022-03-15,1353,7147741,1924,6248635,63,582597,3072,3130836,237,56665,3316,3195001,0,46,6656,5713.71,17174083,13986536,0
2022-03-16,1395,7149136,2060,6250695,94,582691,3149,3133985,296,56961,3461,3198462,0,46,7010,5893.14,17181093,13990101,0
2022-03-17,1191,7150327,1808,6252503,70,582761,2765,3136750,268,57229,3047,3201509,0,46,6116,5804.14,17187209,13993184,0
2022-03-18,1577,7151904,2223,6254726,79,582840,3781,3140531,422,57651,4209,3205718,1,47,8089,5905.57,17195298,13997069,0
2022-03-19,1102,7153006,1736,6256462,54,582894,2607,3143138,231,57882,2843,3208561,0,47,5735,6092.57,17201033,13999966,0
2022-03-20,604,7153610,630,6257092,33,582927,1470,3144608,186,58068,1660,3210221,0,47,2927,6117.43,17203960,14001237,0
2022-03-21,1411,7155021,1560,6258652,73,583000,3063,3147671,361,58429,3446,3213667,1,48,6491,6146.29,17210451,14004303,0
2022-03-22,1340,7156361,1553,6260205,101,583101,2907,3150578,350,58779,3267,3216934,0,48,6261,6089.86,17216712,14007307,0
2022-03-23,1256,7157617,1360,6261565,66,583167,2924,3153502,375,59154,3309,3220243,0,48,5991,5944.29,17222703,14009999,0
2022-03-24,1207,7158824,1300,6262865,90,583257,2520,3156022,275,59429,2804,3223047,0,48,5401,5842.14,17228104,14012605,0
2022-03-25,1379,7160203,1638,6264503,62,583319,3269,3159291,386,59815,3668,3226715,0,48,6747,5650.43,17234851,14015697,0
2022-03-26,921,7161124,1169,6265672,36,583355,2311,3161602,254,60069,2573,3229288,0,48,4699,5502.43,17239550,14017831,0
2022-03-27,574,7161698,528,6266200,29,583384,1314,3162916,203,60272,1519,3230807,0,48,2650,5462.86,17242200,14018964,0
2022-03-28,1071,7162769,1170,6267370,69,583453,2445,3165361,366,60638,2828,3233635,0,48,5138,5269.57,17247338,14021291,0
2022-03-29,1044,7163813,1107,6268477,84,583537,2515,3167876,886,61524,3422,3237057,1,49,5657,5183.29,17252995,14023546,0
2022-03-30,1236,7165049,1139,6269616,99,583636,3065,3170941,3413,64937,6568,3243625,0,49,9042,5619.14,17262037,14026110,0
2022-03-31,1275,7166324,1251,6270867,58,583694,3162,3174103,5535,70472,8835,3252460,0,49,11420,6479,17273457,14028833,0
2022-04-01,1421,7167745,1488,6272355,77,583771,3244,3177347,6925,77397,10326,3262786,0,49,13312,7416.86,17286769,14031976,0
2022-04-02,904,7168649,911,6273266,33,583804,2085,3179432,4539,81936,6723,3269509,0,49,8571,7970,17295340,14033923,0
2022-04-03,553,7169202,491,6273757,28,583832,1220,3180652,3060,84996,4344,3273853,0,49,5416,8365.14,17300756,14035059,0
2022-04-04,1344,7170546,1299,6275056,62,583894,2724,3183376,7723,92719,10603,3284456,0,49,13308,9532.29,17314064,14037920,0
2022-04-05,1289,7171835,1153,6276209,66,583960,2844,3186220,7502,100221,10523,3294979,0,49,13031,10585.71,17327095,14040605,0
2022-04-06,1328,7173163,1174,6277383,61,584021,2628,3188848,6959,107180,9751,3304730,0,49,12314,11053.14,17339409,14043332,0
2022-04-07,1198,7174361,1061,6278444,57,584078,2378,3191226,6630,113810,9155,3313885,1,50,11472,11060.57,17350881,14045795,0
2022-04-08,1471,7175832,1411,6279855,61,584139,3169,3194395,8793,122603,12159,3326044,0,50,15102,11316.29,17365983,14048935,0
2022-04-09,907,7176739,925,6280780,29,584168,2082,3196477,4960,127563,7127,3333171,0,50,8988,11375.86,17374971,14050881,0
2022-04-10,573,7177312,459,6281239,25,584193,1169,3197646,2902,130465,4134,3337305,0,50,5191,11343.71,17380162,14052001,0
2022-04-11,1305,7178617,1224,6282463,61,584254,2652,3200298,7843,138308,10650,3347955,0,50,13240,11334,17393402,14054746,0
2022-04-12,1211,7179828,1054,6283517,73,584327,2515,3202813,7453,145761,10141,3358096,0,50,12479,11255.14,17405881,14057257,0
2022-04-13,1227,7181055,1073,6284590,60,584387,2512,3205325,7551,153312,10216,3368312,0,50,12576,11292.57,17418457,14059770,0
2022-04-14,1260,7182315,1095,6285685,58,584445,2442,3207767,6596,159908,9167,3377479,1,51,11581,11308.14,17430038,14062312,0
2022-04-15,1333,7183648,1093,6286778,53,584498,2553,3210320,6635,166543,9321,3386800,0,51,11800,10836.43,17441838,14064924,0
2022-04-16,853,7184501,651,6287429,34,584532,1641,3211961,3692,170235,5401,3392201,0,51,6939,10543.71,17448777,14066530,0
2022-04-17,345,7184846,201,6287630,27,584559,636,3212597,1159,171394,1819,3394020,0,51,2392,10143.86,17451169,14067127,0
2022-04-18,1378,7186224,1113,6288743,82,584641,2581,3215178,6418,177812,9142,3403162,0,51,11715,9926,17462884,14069843,0
2022-04-19,1406,7187630,933,6289676,71,584712,2571,3217749,5767,183579,8441,3411603,0,51,10851,9693.43,17473735,14072356,0
2022-04-20,1296,7188926,1150,6290826,66,584778,2712,3220461,6649,190228,9504,3421107,0,51,12016,9613.43,17485751,14075011,0
2022-04-21,1224,7190150,1062,6291888,53,584831,2339,3222800,5402,195630,7859,3428966,1,52,10199,9416,17495950,14077468,0
2022-04-22,1230,7191380,1038,6292926,46,584877,2241,3225041,5785,201415,8140,3437106,0,52,10454,9223.71,17506404,14079896,0
2022-04-23,711,7192091,751,6293677,59,584936,1427,3226468,3353,204768,4847,3441953,0,52,6368,9142.14,17512772,14081484,0
2022-04-24,445,7192536,344,6294021,27,584963,812,3227280,1845,206613,2690,3444643,0,52,3506,9301.29,17516278,14082333,0
2022-04-25,1037,7193573,916,6294937,64,585027,1849,3229129,5095,211708,7058,3451701,0,52,9076,8924.29,17525354,14084465,0
2022-04-26,947,7194520,856,6295793,76,585103,1748,3230877,4696,216404,6539,3458240,0,52,8418,8576.71,17533772,14086439,0
2022-04-27,1034,7195554,1020,6296813,80,585183,1924,3232801,5219,221623,7263,3465503,0,52,9397,8202.57,17543169,14088693,0
2022-04-28,1080,7196634,986,6297799,50,585233,2006,3234807,4748,226371,6868,3472371,1,53,8986,8029.29,17552155,14090924,0
2022-04-29,1172,7197806,1102,6298901,60,585293,2157,3236964,5438,231809,7712,3480083,0,53,10046,7971,17562201,14093375,0
2022-04-30,723,7198529,742,6299643,50,585343,1392,3238356,2967,234776,4407,3484490,0,53,5922,7907.29,17568123,14094938,0
2022-05-01,445,7198974,366,6300009,20,585363,766,3239122,1656,236432,2454,3486944,0,53,3285,7875.71,17571408,14095801,0
2022-05-02,1045,7200019,790,6300799,52,585415,1674,3240796,3820,240252,5565,3492509,2,55,7453,7643.86,17578861,14097758,0
2022-05-03,1117,7201136,864,6301663,61,585476,1993,3242789,4872,245124,6963,3499472,0,55,9005,7727.71,17587866,14099898,0
2022-05-04,1003,7202139,882,6302545,48,585524,1924,3244713,4681,249805,6698,3506170,0,55,8631,7618.29,17596497,14101924,0
2022-05-05,1070,7203209,952,6303497,86,585610,1928,3246641,4888,254693,6916,3513086,0,55,9024,7623.71,17605521,14104132,0
2022-05-06,1095,7204304,956,6304453,51,585661,1859,3248500,4402,259095,6339,3519425,2,57,8441,7394.43,17613962,14106310,0
2022-05-07,659,7204963,590,6305043,32,585693,1205,3249705,2434,261529,3680,3523105,1,58,4961,7257.14,17618923,14107631,0
2022-05-08,410,7205373,243,6305286,17,585710,665,3250370,1389,262918,2076,3525181,0,58,2746,7180.14,17621669,14108323,0
2022-05-09,1076,7206449,945,6306231,60,585770,1891,3252261,4437,267355,6423,3531604,0,58,8504,7330.29,17630173,14110499,0
2022-05-10,1093,7207542,928,6307159,54,585824,1978,3254239,4722,272077,6809,3538413,0,58,8884,7313,17639057,14112683,0
2022-05-11,1084,7208626,972,6308131,44,585868,1940,3256179,4846,276923,6888,3545301,0,58,8988,7364,17648045,14114885,0
2022-05-12,1099,7209725,950,6309081,60,585928,2001,3258180,4668,281591,6770,3552071,0,58,8879,7343.29,17656924,14117095,0
2022-05-13,1153,7210878,1039,6310120,44,585972,2074,3260254,4810,286401,6977,3559048,0,58,9213,7453.57,17666137,14119424,0
2022-05-14,827,7211705,671,6310791,31,586003,1468,3261722,2964,289365,4474,3563522,0,58,6003,7602.43,17672140,14120995,0
2022-05-15,508,7212213,355,6311146,22,586025,924,3262646,1650,291015,2600,3566122,0,58,3485,7708,17675625,14121906,0
2022-05-16,1223,7213436,855,6312001,62,586087,1831,3264477,3870,294885,5765,3571887,1,59,7906,7622.57,17683531,14124110,0
2022-05-17,1282,7214718,932,6312933,79,586166,2046,3266523,4900,299785,7040,3578927,1,60,9334,7686.86,17692865,14126497,0
2022-05-18,1233,7215951,898,6313831,82,586248,2064,3268587,4947,304732,7125,3586052,1,61,9339,7737,17702204,14128824,0
2022-05-19,1157,7217108,881,6314712,36,586284,2118,3270705,4733,309465,6937,3592989,0,61,9011,7755.86,17711215,14130984,0
2022-05-20,1196,7218304,960,6315672,73,586357,2370,3273075,5213,314678,7694,3600683,1,62,9926,7857.71,17721141,14133326,0
2022-05-21,831,7219135,647,6316319,23,586380,1726,3274801,3312,317990,5099,3605782,0,62,6600,7943,17727741,14134888,0
2022-05-22,506,7219641,292,6316611,22,586402,1136,3275937,1840,319830,3010,3608792,0,62,3830,7992.29,17731571,14135742,0
2022-05-23,1216,7220857,884,6317495,52,586454,2189,3278126,4713,324543,7004,3615796,1,63,9157,8171,17740728,14137996,0
2022-05-24,1403,7222260,934,6318429,66,586520,2306,3280432,4492,329035,6905,3622701,0,63,9309,8167.43,17750037,14140507,0
2022-05-25,1410,7223670,955,6319384,56,586576,2264,3282696,4276,333311,6641,3629342,0,63,9063,8128,17759100,14143030,0
2022-05-26,1166,7224836,890,6320274,60,586636,2274,3284970,4155,337466,6497,3635839,1,64,8615,8071.43,17767715,14145215,0
2022-05-27,1243,7226079,955,6321229,38,586674,2495,3287465,3925,341391,6499,3642338,0,64,8736,7901.43,17776451,14147531,0
2022-05-28,710,7226789,516,6321745,19,586693,1784,3289249,2069,343460,3893,3646231,0,64,5138,7692.57,17781589,14148816,0
2022-05-29,470,7227259,216,6321961,11,586704,760,3290009,1127,344587,1907,3648138,0,64,2604,7517.43,17784193,14149533,0
2022-05-30,91,7227350,62,6322023,6,586710,138,3290147,144,344731,284,3648422,2,66,445,6272.86,17784638,14149694,0
2022-05-31,1135,7228485,918,6322941,51,586761,1901,3292048,3054,347785,5016,3653438,0,66,7120,5960.14,17791758,14151859,0
2022-06-01,1152,7229637,850,6323791,63,586824,1969,3294017,3434,351219,5478,3658916,0,66,7543,5743,17799301,14153999,0
2022-06-02,1026,7230663,799,6324590,72,586896,1827,3295844,3178,354397,5067,3663983,0,66,6964,5507.14,17806265,14155958,0
2022-06-03,1155,7231818,894,6325484,47,586943,2072,3297916,3494,357891,5636,3669619,0,66,7732,5363.71,17813997,14158124,0
2022-06-04,721,7232539,584,6326068,26,586969,1559,3299475,1907,359798,3502,3673121,0,66,4835,5320.43,17818832,14159493,0
2022-06-05,447,7232986,297,6326365,1,586970,881,3300356,981,360779,1871,3674992,0,66,2616,5322.14,17821448,14160247,0
2022-06-06,1121,7234107,828,6327193,64,587034,1757,3302113,2747,363526,4555,3679547,0,66,6568,6196.86,17828016,14162311,0
2022-06-07,1016,7235123,773,6327966,70,587104,1797,3303910,2568,366094,4413,3683960,0,66,6273,6075.86,17834289,14164219,0
2022-06-08,1090,7236213,835,6328801,75,587179,1877,3305787,2753,368847,4693,3688653,1,67,6693,5954.43,17840982,14166281,0
2022-06-09,1138,7237351,839,6329640,62,587241,2230,3308017,2692,371539,4975,3693628,0,67,7014,5961.57,17847996,14168373,0
2022-06-10,1045,7238396,816,6330456,75,587316,1881,3309898,2834,374373,4772,3698400,0,67,6708,5815.29,17854704,14170366,0
2022-06-11,678,7239074,507,6330963,25,587341,1333,3311231,1505,375878,2865,3701265,0,67,4075,5706.71,17858779,14171603,0
2022-06-12,349,7239423,287,6331250,21,587362,876,3312107,775,376653,1662,3702927,0,67,2319,5664.29,17861098,14172271,0
2022-06-13,1027,7240450,768,6332018,62,587424,1582,3313689,2189,378842,3811,3706738,0,67,5669,5535.86,17866767,14174169,0
2022-06-14,973,7241423,833,6332851,64,587488,1693,3315382,2505,381347,4261,3710999,0,67,6131,5515.57,17872898,14176102,0
2022-06-15,969,7242392,865,6333716,39,587527,1666,3317048,2428,383775,4154,3715153,0,67,6027,5420.43,17878925,14178035,0
2022-06-16,960,7243352,776,6334492,59,587586,1835,3318883,2366,386141,4257,3719410,1,68,6052,5283,17884977,14179885,0
2022-06-17,898,7244250,797,6335289,48,587634,1772,3320655,2405,388546,4223,3723633,1,69,5968,5177.29,17890945,14181675,0
2022-06-18,659,7244909,522,6335811,26,587660,1284,3321939,1297,389843,2610,3726243,2,71,3817,5140.43,17894762,14182909,0
2022-06-19,346,7245255,231,6336042,16,587676,728,3322667,610,390453,1350,3727593,0,71,1943,5086.71,17896705,14183514,0
2022-06-20,828,7246083,489,6336531,41,587717,1581,3324248,1611,392064,3231,3730824,0,71,4589,4932.43,17901294,14184911,0
2022-06-21,1130,7247213,739,6337270,49,587766,1703,3325951,2142,394206,3902,3734726,0,71,5822,4888.29,17907116,14186888,0
2022-06-22,1957,7249170,836,6338106,46,587812,1711,3327662,1996,396202,3750,3738476,0,71,6589,4968.57,17913705,14189770,0
2022-06-23,2117,7251287,763,6338869,66,587878,1703,3329365,2158,398360,3913,3742389,0,71,6859,5083.86,17920564,14192768,0
2022-06-24,2168,7253455,761,6339630,48,587926,1625,3330990,2158,400518,3831,3746220,0,71,6808,5203.86,17927372,14195793,0
2022-06-25,2138,7255593,497,6340127,15,587941,1237,3332227,1143,401661,2396,3748616,0,71,5049,5379.86,17932421,14198462,0
2022-06-26,1209,7256802,248,6340375,14,587955,687,3332914,531,402192,1224,3749840,0,71,2695,5487.29,17935116,14199939,0
2022-06-27,1531,7258333,655,6341030,60,588015,1473,3334387,1654,403846,3168,3753008,0,71,5415,5605.29,17940531,14202227,0
2022-06-28,1687,7260020,829,6341859,57,588072,1866,3336253,2145,405991,4056,3757064,0,71,6629,5720.57,17947160,14204845,0
2022-06-29,1857,7261877,776,6342635,48,588120,1718,3337971,1927,407918,3686,3760750,0,71,6367,5688.86,17953527,14207567,0
2022-06-30,1866,7263743,807,6343442,46,588166,1735,3339706,2134,410052,3913,3764663,0,71,6632,5656.43,17960159,14210330,0
2022-07-01,1607,7265350,597,6344039,26,588192,1399,3341105,1729,411781,3161,3767824,0,71,5391,5454,17965550,14212593,0
2022-07-02,979,7266329,390,6344429,19,588211,841,3341946,940,412721,1799,3769623,1,72,3187,5188,17968737,14213998,0
2022-07-03,529,7266858,205,6344634,7,588218,461,3342407,486,413207,950,3770573,0,72,1691,5044.57,17970428,14214742,0
2022-07-04,36,7266894,25,6344659,1,588219,31,3342438,38,413245,69,3770642,0,72,131,4289.71,17970559,14214804,0
2022-07-05,1296,7268190,757,6345416,35,588254,1406,3343844,1739,414984,3176,3773818,0,72,5264,4094.71,17975823,14216923,0
2022-07-06,1612,7269802,677,6346093,44,588298,1443,3345287,1844,416828,3329,3777147,0,72,5662,3994,17981485,14219298,0
2022-07-07,1591,7271393,713,6346806,48,588346,1528,3346815,2001,418829,3568,3780715,0,72,5920,3892.29,17987405,14221689,0
