"DATE","CITY_COUNT_FULLY_CUMULATIVE","CITY_COUNT_1PLUS_CUMULATIVE","CITY_COUNT_ADDITIONAL_CUMULATIVE","CITY_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","CITY_PERC_FULLY","CITY_PERC_1PLUS","CITY_PERC_ADDITIONAL","CITY_PERC_BIVALENT_ADDITIONAL","COUNT_FULLY_CUMULATIVE_FEMALE","COUNT_1PLUS_CUMULATIVE_FEMALE","COUNT_ADDITIONAL_CUMULATIVE_FEMALE","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_FEMALE","PERC_FULLY_FEMALE","PERC_1PLUS_FEMALE","PERC_ADDITIONAL_FEMALE","PERC_BIVALENT_ADDITIONAL_FEMALE","COUNT_FULLY_CUMULATIVE_MALE","COUNT_1PLUS_CUMULATIVE_MALE","COUNT_ADDITIONAL_CUMULATIVE_MALE","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_MALE","PERC_FULLY_MALE","PERC_1PLUS_MALE","PERC_ADDITIONAL_MALE","PERC_BIVALENT_ADDITIONAL_MALE","COUNT_FULLY_CUMULATIVE_OTHER","COUNT_1PLUS_CUMULATIVE_OTHER","COUNT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_FULLY_CUMULATIVE_UNKNOWN","COUNT_1PLUS_CUMULATIVE_UNKNOWN","COUNT_ADDITIONAL_CUMULATIVE_UNKNOWN","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_UNKNOWN"
2020-12-14,17,100,0,0,0,0,0,0,"<10",37,"<10","<10",0,0,0,0,10,63,"<10","<10",0,0,0,0,"<10","<10","<10","<10","<10","<10","<10","<10"
2020-12-15,42,1690,1,0,0,0.02,0,0,"16",847,"<10","<10",0,0.02,0,0,26,839,"<10","<10",0,0.02,0,0,"<10","<10","<10","<10","<10","<10","<10","<10"
2020-12-16,73,5216,2,0,0,0.06,0,0,"33",2654,"<10","<10",0,0.06,0,0,40,2547,"<10","<10",0,0.06,0,0,"<10","<10","<10","<10","<10","14","<10","<10"
2020-12-17,99,9149,3,0,0,0.11,0,0,"44",4631,"<10","<10",0,0.11,0,0,55,4487,"<10","<10",0,0.11,0,0,"<10","<10","<10","<10","<10","30","<10","<10"
2020-12-18,141,13964,6,1,0,0.17,0,0,"66",7175,"<10","<10",0,0.16,0,0,75,6725,"<10","<10",0,0.17,0,0,"<10","<10","<10","<10","<10","62","<10","<10"
2020-12-19,154,15395,7,2,0,0.18,0,0,"71",7950,"<10","<10",0,0.18,0,0,83,7376,"<10","<10",0,0.19,0,0,"<10","<10","<10","<10","<10","67","<10","<10"
2020-12-20,164,16298,8,2,0,0.2,0,0,"76",8474,"<10","<10",0,0.19,0,0,88,7750,"<10","<10",0,0.19,0,0,"<10","<10","<10","<10","<10","72","<10","<10"
2020-12-21,197,21854,12,3,0,0.26,0,0,"88",11697,"<10","<10",0,0.27,0,0,109,10048,"<10","<10",0,0.25,0,0,"<10","<10","<10","<10","<10","107","<10","<10"
2020-12-22,236,29779,13,3,0,0.36,0,0,"106",16182,"<10","<10",0,0.37,0,0,129,13459,"<10","<10",0,0.34,0,0,"<10","<10","<10","<10","<10","136","<10","<10"
2020-12-23,290,40991,15,4,0,0.49,0,0,"141",22742,"<10","<10",0,0.52,0,0,148,18083,"<10","<10",0,0.45,0,0,"<10","<10","<10","<10","<10","163","<10","<10"
2020-12-24,322,46575,15,4,0,0.56,0,0,"158",26106,"<10","<10",0,0.6,0,0,163,20292,"<10","<10",0,0.51,0,0,"<10","<10","<10","<10","<10","174","<10","<10"
2020-12-25,324,46790,17,4,0,0.56,0,0,"160",26207,"<10","<10",0,0.6,0,0,163,20405,"<10","<10",0,0.51,0,0,"<10","<10","<10","<10","<10","175","<10","<10"
2020-12-26,368,49874,18,4,0,0.6,0,0,"178",28082,"10","<10",0,0.64,0,0,189,21604,"<10","<10",0,0.54,0,0,"<10","<10","<10","<10","<10","185","<10","<10"
2020-12-27,385,52465,18,4,0,0.63,0,0,"189",29539,"10","<10",0,0.68,0,0,195,22733,"<10","<10",0,0.57,0,0,"<10","<10","<10","<10","<10","190","<10","<10"
2020-12-28,456,61400,22,4,0.01,0.74,0,0,"230",34736,"13","<10",0.01,0.8,0,0,225,26437,"<10","<10",0.01,0.66,0,0,"<10","<10","<10","<10","<10","222","<10","<10"
2020-12-29,527,70389,27,4,0.01,0.84,0,0,"261",39922,"16","<10",0.01,0.92,0,0,265,30212,"11","<10",0.01,0.76,0,0,"<10","<10","<10","<10","<10","250","<10","<10"
2020-12-30,602,80802,27,4,0.01,0.97,0,0,"303",46093,"16","<10",0.01,1.06,0,0,298,34406,"11","<10",0.01,0.86,0,0,"<10","<10","<10","<10","<10","297","<10","<10"
2020-12-31,645,86886,28,4,0.01,1.04,0,0,"328",49736,"17","<10",0.01,1.14,0,0,316,36773,"11","<10",0.01,0.92,0,0,"<10","<10","<10","<10","<10","370","<10","<10"
2021-01-01,761,87810,47,10,0.01,1.05,0,0,"391",50289,"31","<10",0.01,1.15,0,0,369,37139,"16","<10",0.01,0.93,0,0,"<10","<10","<10","<10","<10","375","<10","<10"
2021-01-02,785,90802,51,10,0.01,1.09,0,0,"404",51981,"33","<10",0.01,1.19,0,0,380,38422,"18","<10",0.01,0.97,0,0,"<10","<10","<10","<10","<10","391","<10","<10"
2021-01-03,825,93679,53,12,0.01,1.12,0,0,"427",53628,"35","<10",0.01,1.23,0,0,396,39624,"18","<10",0.01,1,0,0,"<10","<10","<10","<10","<10","419","<10","<10"
2021-01-04,1509,103960,60,13,0.02,1.25,0,0,"746",59744,"38","<10",0.02,1.37,0,0,759,43723,"22","<10",0.02,1.1,0,0,"<10","<10","<10","<10","<10","485","<10","<10"
2021-01-05,3258,115975,74,13,0.04,1.39,0,0,"1638",66593,"45","<10",0.04,1.53,0,0,1612,48763,"29","<10",0.04,1.23,0,0,"<10","<10","<10","<10","<10","611","<10","<10"
2021-01-06,6326,130920,98,14,0.08,1.57,0,0,"3182",75441,"57","<10",0.07,1.73,0,0,3125,54705,"41","<10",0.08,1.38,0,0,"<10","10","<10","<10","18","764","<10","<10"
2021-01-07,10576,145260,139,15,0.13,1.74,0,0,"5369",84195,"77","10",0.12,1.93,0,0,5175,60200,"62","<10",0.13,1.51,0,0,"<10","11","<10","<10","31","854","<10","<10"
2021-01-08,15055,159299,180,15,0.18,1.91,0,0,"7803",93051,"96","10",0.18,2.13,0,0,7191,65306,"83","<10",0.18,1.64,0,0,"<10","13","<10","<10","59","929","<10","<10"
2021-01-09,16260,166105,187,17,0.2,1.99,0,0,"8473",97344,"99","11",0.19,2.23,0,0,7725,67797,"87","<10",0.19,1.7,0,0,"<10","13","<10","<10","60","951","<10","<10"
2021-01-10,17088,172815,197,18,0.2,2.07,0,0,"8930",101699,"102","12",0.2,2.33,0,0,8094,70130,"94","<10",0.2,1.76,0,0,"<10","14","<10","<10","62","972","<10","<10"
2021-01-11,23282,193049,256,18,0.28,2.32,0,0,"12483",113122,"137","12",0.29,2.6,0,0,10693,78871,"118","<10",0.27,1.98,0,0,"<10","15","<10","<10","104","1041","<10","<10"
2021-01-12,29751,215793,301,18,0.36,2.59,0,0,"16208",126026,"162","12",0.37,2.89,0,0,13422,88618,"138","<10",0.34,2.23,0,0,"<10","18","<10","<10","119","1131","<10","<10"
2021-01-13,37290,241659,351,18,0.45,2.9,0,0,"20668",141086,"190","12",0.47,3.24,0,0,16481,99320,"160","<10",0.41,2.5,0,0,"<10","22","<10","<10","138","1231","<10","<10"
2021-01-14,41399,270105,387,18,0.5,3.24,0,0,"23178",157587,"212","12",0.53,3.62,0,0,18072,111147,"174","<10",0.45,2.79,0,0,"<10","25","<10","<10","146","1346","<10","<10"
2021-01-15,44280,293285,422,19,0.53,3.52,0.01,0,"24937",171593,"231","13",0.57,3.94,0.01,0,19185,120235,"190","<10",0.48,3.02,0,0,"<10","27","<10","<10","155","1430","<10","<10"
2021-01-16,46002,317130,451,20,0.55,3.8,0.01,0,"25960",185647,"247","14",0.6,4.26,0.01,0,19883,129928,"203","<10",0.5,3.27,0.01,0,"<10","35","<10","<10","156","1520","<10","<10"
2021-01-17,47136,335264,466,20,0.57,4.02,0.01,0,"26697",196274,"257","14",0.61,4.5,0.01,0,20275,137375,"207","<10",0.51,3.45,0.01,0,"<10","44","<10","<10","161","1571","<10","<10"
2021-01-18,49547,357429,517,20,0.59,4.29,0.01,0,"27978",208996,"293","14",0.64,4.8,0.01,0,21394,146750,"222","<10",0.54,3.69,0.01,0,"<10","48","<10","<10","172","1635","<10","<10"
2021-01-19,57501,384210,582,20,0.69,4.61,0.01,0,"32564",224343,"326","14",0.75,5.15,0.01,0,24724,158093,"254","<10",0.62,3.97,0.01,0,"<10","49","<10","<10","210","1725","<10","<10"
2021-01-20,65060,412286,643,21,0.78,4.95,0.01,0,"37127",240437,"365","14",0.85,5.52,0.01,0,27704,169963,"276","<10",0.7,4.27,0.01,0,"<10","54","<10","<10","226","1832","<10","<10"
2021-01-21,71322,432638,709,22,0.86,5.19,0.01,0,"40859",252260,"403","14",0.94,5.79,0.01,0,30212,178372,"304","<10",0.76,4.48,0.01,0,"<10","57","<10","<10","247","1949","<10","<10"
2021-01-22,74705,452335,752,23,0.9,5.43,0.01,0,"43028",263913,"428","14",0.99,6.06,0.01,0,31416,186300,"322","<10",0.79,4.68,0.01,0,"<10","60","<10","<10","257","2062","<10","<10"
2021-01-23,77133,464640,768,24,0.93,5.57,0.01,0,"44465",270934,"436","15",1.02,6.22,0.01,0,32402,191488,"330","<10",0.81,4.81,0.01,0,"<10","62","<10","<10","262","2156","<10","<10"
2021-01-24,79689,469884,791,24,0.96,5.64,0.01,0,"45929",273838,"451","15",1.05,6.28,0.01,0,33485,193773,"338","<10",0.84,4.87,0.01,0,"<10","63","<10","<10","271","2210","<10","<10"
2021-01-25,89091,481155,868,25,1.07,5.77,0.01,0,"51566",280230,"496","15",1.18,6.43,0.01,0,37214,198557,"370","10",0.94,4.99,0.01,0,"<10","66","<10","<10","305","2302","<10","<10"
2021-01-26,97800,494777,948,26,1.17,5.93,0.01,0,"56591",287989,"548","15",1.3,6.61,0.01,0,40846,204325,"398","11",1.03,5.14,0.01,0,"<10","69","<10","<10","356","2394","<10","<10"
2021-01-27,107907,511768,1028,27,1.29,6.14,0.01,0,"62536",297591,"603","16",1.43,6.83,0.01,0,44955,211574,"422","11",1.13,5.32,0.01,0,"<10","70","<10","<10","408","2533","<10","<10"
2021-01-28,117715,537417,1104,27,1.41,6.45,0.01,0,"68541",312302,"648","16",1.57,7.17,0.01,0,48688,222377,"453","11",1.22,5.59,0.01,0,"<10","70","<10","<10","477","2668","<10","<10"
2021-01-29,126789,563431,1193,28,1.52,6.76,0.01,0,"74326",327811,"710","16",1.71,7.52,0.02,0,51920,232727,"478","12",1.31,5.85,0.01,0,"11","72","<10","<10","532","2821","<10","<10"
2021-01-30,130162,579127,1229,28,1.56,6.95,0.01,0,"76344",336931,"734","16",1.75,7.73,0.02,0,53259,239229,"490","12",1.34,6.01,0.01,0,"11","75","<10","<10","548","2892","<10","<10"
2021-01-31,132843,589978,1278,28,1.59,7.08,0.02,0,"77882",343183,"767","16",1.79,7.87,0.02,0,54375,243772,"506","12",1.37,6.13,0.01,0,"11","76","<10","<10","575","2947","<10","<10"
2021-02-01,138107,591968,1479,30,1.66,7.1,0.02,0,"80921",344228,"895","17",1.86,7.9,0.02,0,56572,244708,"576","13",1.42,6.15,0.01,0,"13","76","<10","<10","601","2956","<10","<10"
2021-02-02,146704,595079,1565,31,1.76,7.14,0.02,0,"86041",346004,"946","18",1.97,7.94,0.02,0,59974,246023,"610","13",1.51,6.18,0.02,0,"14","76","<10","<10","675","2976","<10","<10"
2021-02-03,164635,609001,1775,31,1.97,7.3,0.02,0,"96447",353824,"1066","18",2.21,8.12,0.02,0,67276,252042,"699","13",1.69,6.34,0.02,0,"20","78","<10","<10","892","3057","10","<10"
2021-02-04,181386,632856,1990,32,2.18,7.59,0.02,0,"106447",366844,"1183","18",2.44,8.42,0.03,0,73912,262759,"796","14",1.86,6.6,0.02,0,"21","81","<10","<10","1006","3172","11","<10"
2021-02-05,197995,657500,2174,34,2.37,7.89,0.03,0,"116781",380599,"1299","20",2.68,8.73,0.03,0,80072,273487,"863","14",2.01,6.87,0.02,0,"25","85","<10","<10","1117","3329","12","<10"
2021-02-06,207023,678357,2274,34,2.48,8.14,0.03,0,"122367",392679,"1360","20",2.81,9.01,0.03,0,83471,282164,"902","14",2.1,7.09,0.02,0,"30","89","<10","<10","1155","3425","12","<10"
2021-02-07,213408,689060,2370,34,2.56,8.27,0.03,0,"126314",398571,"1420","20",2.9,9.14,0.03,0,85871,286934,"937","14",2.16,7.21,0.02,0,"35","92","<10","<10","1188","3463","13","<10"
2021-02-08,232018,704041,2585,34,2.78,8.44,0.03,0,"136505",406839,"1547","20",3.13,9.33,0.04,0,94216,293497,"1025","14",2.37,7.38,0.03,0,"38","92","<10","<10","1259","3613","13","<10"
2021-02-09,253814,719310,2885,34,3.04,8.63,0.03,0,"148657",415353,"1706","20",3.41,9.53,0.04,0,103772,300112,"1165","14",2.61,7.54,0.03,0,"39","94","<10","<10","1346","3751","14","<10"
2021-02-10,276905,736448,3125,35,3.32,8.83,0.04,0,"161932",424794,"1840","21",3.72,9.75,0.04,0,113467,307675,"1271","14",2.85,7.73,0.03,0,"43","95","<10","<10","1463","3884","14","<10"
2021-02-11,302740,761362,3386,35,3.63,9.13,0.04,0,"176699",438057,"1990","21",4.05,10.05,0.05,0,124410,319208,"1381","14",3.13,8.02,0.03,0,"44","98","<10","<10","1587","3999","15","<10"
2021-02-12,326522,794275,3682,37,3.92,9.53,0.04,0,"190721",456809,"2156","23",4.38,10.48,0.05,0,134059,333246,"1510","14",3.37,8.38,0.04,0,"46","100","<10","<10","1696","4120","16","<10"
2021-02-13,345664,817635,3920,38,4.15,9.81,0.05,0,"201906",469737,"2297","23",4.63,10.78,0.05,0,141895,343570,"1604","15",3.57,8.64,0.04,0,"48","106","<10","<10","1815","4222","19","<10"
2021-02-14,364404,831476,4192,39,4.37,9.97,0.05,0,"212858",477242,"2465","23",4.88,10.95,0.06,0,149619,349810,"1708","16",3.76,8.79,0.04,0,"50","108","<10","<10","1877","4316","19","<10"
2021-02-15,373050,842643,4419,39,4.47,10.11,0.05,0,"217899",483021,"2608","23",5,11.08,0.06,0,153181,355132,"1789","16",3.85,8.93,0.04,0,"52","108","<10","<10","1918","4382","22","<10"
2021-02-16,393878,854797,4729,39,4.72,10.25,0.06,0,"229884",489562,"2779","23",5.27,11.23,0.06,0,161903,360642,"1925","16",4.07,9.06,0.05,0,"56","110","<10","<10","2035","4483","25","<10"
2021-02-17,411384,868128,5006,39,4.93,10.41,0.06,0,"240106",496648,"2942","23",5.51,11.4,0.07,0,169073,366785,"2039","16",4.25,9.22,0.05,0,"59","110","<10","<10","2146","4585","25","<10"
2021-02-18,432182,878464,5307,39,5.18,10.54,0.06,0,"251895",501942,"3108","23",5.78,11.52,0.07,0,177997,371737,"2170","16",4.47,9.34,0.05,0,"60","113","<10","<10","2230","4672","29","<10"
2021-02-19,451838,889410,5605,39,5.42,10.67,0.07,0,"263445",507776,"3280","23",6.04,11.65,0.08,0,186004,376756,"2296","16",4.68,9.47,0.06,0,"61","114","<10","<10","2328","4764","29","<10"
2021-02-20,473061,899132,5926,39,5.67,10.79,0.07,0,"275752",513181,"3486","23",6.33,11.77,0.08,0,194833,380996,"2411","16",4.9,9.58,0.06,0,"66","116","<10","<10","2410","4839","29","<10"
2021-02-21,486935,904278,6237,41,5.84,10.85,0.07,0,"283706",516003,"3667","24",6.51,11.84,0.08,0,200703,383278,"2541","17",5.04,9.63,0.06,0,"66","116","<10","<10","2460","4881","29","<10"
2021-02-22,497264,915145,6437,42,5.96,10.98,0.08,0,"289604",521578,"3776","25",6.64,11.97,0.09,0,205080,388445,"2631","17",5.15,9.76,0.07,0,"66","117","<10","<10","2514","5005","30","<10"
2021-02-23,509728,936515,6633,42,6.11,11.23,0.08,0,"296893",532687,"3881","25",6.81,12.22,0.09,0,210197,398536,"2720","17",5.28,10.02,0.07,0,"68","125","<10","<10","2570","5167","32","<10"
2021-02-24,527313,968045,6882,45,6.33,11.61,0.08,0,"306961",549596,"4019","27",7.04,12.61,0.09,0,217617,412897,"2830","18",5.47,10.38,0.07,0,"70","135","<10","<10","2665","5417","33","<10"
2021-02-25,553144,1015855,7260,45,6.63,12.19,0.09,0,"321828",574915,"4230","27",7.38,13.19,0.1,0,228494,434994,"2993","18",5.74,10.93,0.08,0,"72","160","<10","<10","2750","5786","36","<10"
2021-02-26,580455,1069864,7653,47,6.96,12.83,0.09,0,"338091",604042,"4455","29",7.76,13.86,0.1,0,239407,459456,"3159","18",6.02,11.55,0.08,0,"74","189","<10","<10","2883","6177","38","<10"
2021-02-27,600523,1114242,8007,48,7.2,13.37,0.1,0,"349883",628090,"4664","29",8.03,14.41,0.11,0,247600,479459,"3304","19",6.22,12.05,0.08,0,"77","205","<10","<10","2963","6488","38","<10"
2021-02-28,612907,1152461,8326,48,7.35,13.82,0.1,0,"356976",648269,"4845","29",8.19,14.87,0.11,0,252844,497180,"3440","19",6.36,12.5,0.09,0,"80","222","<10","<10","3007","6790","40","<10"
2021-03-01,625136,1187413,8749,49,7.5,14.24,0.1,0,"363805",666884,"5088","30",8.35,15.3,0.12,0,258151,513163,"3619","19",6.49,12.9,0.09,0,"80","243","<10","<10","3100","7123","41","<10"
2021-03-02,636789,1226763,8966,50,7.64,14.72,0.11,0,"370261",688029,"5200","31",8.5,15.79,0.12,0,263252,530980,"3722","19",6.62,13.35,0.09,0,"82","260","<10","<10","3194","7494","43","<10"
2021-03-03,651305,1268008,9195,52,7.81,15.21,0.11,0,"378398",709890,"5336","31",8.68,16.29,0.12,0,269543,549940,"3814","21",6.78,13.82,0.1,0,"84","274","<10","<10","3280","7904","44","<10"
2021-03-04,673187,1319147,9485,52,8.07,15.82,0.11,0,"390414",736833,"5511","31",8.96,16.91,0.13,0,279295,573661,"3929","21",7.02,14.42,0.1,0,"89","298","<10","<10","3389","8355","44","<10"
2021-03-05,697729,1372301,9830,52,8.37,16.46,0.12,0,"403993",765625,"5715","31",9.27,17.57,0.13,0,290084,597526,"4067","21",7.29,15.02,0.1,0,"94","318","<10","<10","3558","8832","47","<10"
2021-03-06,718558,1415710,10057,54,8.62,16.98,0.12,0,"415402",789119,"5838","33",9.53,18.11,0.13,0,299355,616995,"4171","21",7.52,15.51,0.1,0,"101","338","<10","<10","3700","9258","47","<10"
2021-03-07,736088,1449429,10273,55,8.83,17.39,0.12,0,"424688",806934,"5960","33",9.74,18.51,0.14,0,307471,632488,"4263","22",7.73,15.9,0.11,0,"107","359","<10","<10","3822","9648","49","<10"
2021-03-08,754881,1488805,10601,59,9.05,17.86,0.13,0,"434327",827642,"6143","34",9.97,18.99,0.14,0,316428,650667,"4408","25",7.95,16.35,0.11,0,"109","388","<10","<10","4017","10108","49","<10"
2021-03-09,772579,1529781,10841,61,9.27,18.35,0.13,0,"443454",849819,"6285","35",10.17,19.5,0.14,0,324826,669005,"4506","26",8.16,16.82,0.11,0,"117","416","<10","<10","4182","10541","49","<10"
2021-03-10,790867,1580724,11130,64,9.49,18.96,0.13,0,"453152",877521,"6420","37",10.4,20.13,0.15,0,333277,691727,"4660","27",8.38,17.39,0.12,0,"121","442","<10","<10","4317","11034","49","<10"
2021-03-11,815298,1639664,11402,66,9.78,19.67,0.14,0,"465810",909263,"6561","38",10.69,20.86,0.15,0,344911,718523,"4789","28",8.67,18.06,0.12,0,"123","459","<10","<10","4454","11419","51","<10"
2021-03-12,845652,1691606,11790,67,10.14,20.29,0.14,0,"482601",937919,"6784","38",11.07,21.52,0.16,0,358332,741416,"4954","29",9.01,18.64,0.12,0,"127","472","<10","<10","4592","11799","51","<10"
2021-03-13,872678,1732633,12097,68,10.47,20.78,0.15,0,"497557",960420,"6948","39",11.42,22.04,0.16,0,370268,759558,"5094","29",9.31,19.09,0.13,0,"134","491","<10","<10","4719","12164","54","<10"
2021-03-14,890028,1764013,12343,69,10.68,21.16,0.15,0,"506987",977054,"7091","40",11.63,22.42,0.16,0,378079,773922,"5197","29",9.5,19.45,0.13,0,"137","508","<10","<10","4825","12529","54","<10"
2021-03-15,909716,1799161,12688,71,10.91,21.58,0.15,0,"517139",995784,"7268","40",11.87,22.85,0.17,0,387476,790001,"5364","31",9.74,19.86,0.13,0,"138","524","<10","<10","4963","12852","55","<10"
2021-03-16,932713,1839015,13003,76,11.19,22.06,0.16,0,"529168",1017579,"7431","44",12.14,23.35,0.17,0,398283,807696,"5514","32",10.01,20.3,0.14,0,"145","536","<10","<10","5117","13204","56","<10"
2021-03-17,959121,1881240,13448,77,11.5,22.57,0.16,0,"543241",1040186,"7679","44",12.46,23.87,0.18,0,410361,826995,"5710","33",10.31,20.79,0.14,0,"154","542","<10","<10","5365","13517","57","<10"
2021-03-18,988556,1931500,13891,77,11.86,23.17,0.17,0,"558863",1066752,"7906","44",12.82,24.48,0.18,0,423890,850319,"5925","33",10.65,21.37,0.15,0,"169","552","<10","<10","5634","13877","58","<10"
2021-03-19,1020940,1980303,14278,79,12.25,23.75,0.17,0,"576225",1093303,"8123","44",13.22,25.09,0.19,0,438574,872254,"6094","35",11.02,21.92,0.15,0,"197","563","<10","<10","5944","14183","59","<10"
2021-03-20,1048866,2020212,14620,81,12.58,24.23,0.18,0,"591622",1114769,"8341","46",13.57,25.58,0.19,0,450815,890390,"6216","35",11.33,22.38,0.16,0,"212","577","<10","<10","6217","14476","61","<10"
2021-03-21,1067664,2047938,14939,82,12.81,24.56,0.18,0,"601481",1129402,"8511","47",13.8,25.91,0.2,0,459504,903258,"6363","35",11.55,22.7,0.16,0,"228","591","<10","<10","6451","14687","63","<10"
2021-03-22,1095768,2083204,15276,84,13.14,24.99,0.18,0,"616064",1147775,"8682","48",14.14,26.33,0.2,0,472670,919850,"6527","36",11.88,23.12,0.16,0,"246","610","<10","<10","6788","14969","65","<10"
2021-03-23,1129772,2123384,15590,85,13.55,25.47,0.19,0,"633894",1168846,"8836","49",14.54,26.82,0.2,0,488447,938658,"6686","36",12.28,23.59,0.17,0,"266","615","<10","<10","7165","15265","66","<10"
2021-03-24,1168120,2166699,15987,88,14.01,25.99,0.19,0,"654008",1191583,"9040","50",15.01,27.34,0.21,0,506281,958896,"6878","38",12.73,24.1,0.17,0,"280","622","<10","<10","7551","15598","67","<10"
2021-03-25,1218048,2212251,16485,89,14.61,26.54,0.2,0,"680477",1215695,"9280","51",15.61,27.89,0.21,0,529225,980054,"7132","38",13.3,24.63,0.18,0,"306","630","<10","<10","8040","15872","71","<10"
2021-03-26,1271200,2252551,17047,93,15.25,27.02,0.2,0,"709429",1237255,"9603","53",16.28,28.39,0.22,0,552945,998536,"7370","40",13.9,25.1,0.19,0,"322","637","<10","<10","8504","16123","71","<10"
2021-03-27,1315305,2289476,17514,96,15.78,27.46,0.21,0,"733278",1256577,"9882","54",16.82,28.83,0.23,0,572789,1015911,"7556","42",14.4,25.54,0.19,0,"340","645","<10","<10","8898","16343","72","<10"
2021-03-28,1347939,2315779,17907,97,16.17,27.78,0.21,0,"750636",1269740,"10098","54",17.22,29.13,0.23,0,587723,1028908,"7732","43",14.77,25.86,0.19,0,"357","650","<10","<10","9223","16481","73","<10"
2021-03-29,1386597,2352072,18366,98,16.63,28.21,0.22,0,"771179",1288766,"10347","54",17.69,29.57,0.24,0,605434,1045980,"7940","44",15.22,26.29,0.2,0,"384","657","<10","<10","9600","16669","75","<10"
2021-03-30,1428511,2394570,18800,101,17.13,28.72,0.23,0,"793861",1311082,"10580","55",18.21,30.08,0.24,0,624281,1065975,"8139","46",15.69,26.79,0.2,0,"404","666","<10","<10","9965","16847","77","<10"
2021-03-31,1476058,2448322,19289,103,17.71,29.37,0.23,0,"819358",1338824,"10854","56",18.8,30.72,0.25,0,645832,1091686,"8352","47",16.23,27.44,0.21,0,"429","681","<10","<10","10439","17131","78","<10"
2021-04-01,1535854,2508836,20127,108,18.42,30.09,0.24,0,"850759",1369663,"11306","61",19.52,31.43,0.26,0,673725,1120972,"8736","47",16.93,28.18,0.22,0,"454","692","<10","<10","10916","17509","79","<10"
2021-04-02,1595083,2563031,20680,110,19.13,30.74,0.25,0,"882481",1397686,"11599","62",20.25,32.07,0.27,0,700762,1146807,"8994","48",17.61,28.83,0.23,0,"473","712","<10","<10","11367","17826","81","<10"
2021-04-03,1640494,2610090,21073,112,19.68,31.31,0.25,0,"906777",1421493,"11816","62",20.81,32.62,0.27,0,721465,1169780,"9170","50",18.13,29.4,0.23,0,"496","737","<10","<10","11756","18080","81","<10"
2021-04-04,1669210,2639789,21376,114,20.02,31.66,0.26,0,"921600",1436032,"11980","63",21.15,32.95,0.27,0,734957,1184731,"9307","51",18.47,29.78,0.23,0,"512","752","<10","<10","12141","18274","83","<10"
2021-04-05,1712915,2691635,21886,116,20.55,32.29,0.26,0,"944590",1462535,"12282","64",21.67,33.56,0.28,0,755227,1209759,"9512","52",18.98,30.41,0.24,0,"532","774","<10","<10","12566","18567","86","<10"
2021-04-06,1760213,2757095,22435,118,21.11,33.07,0.27,0,"970022",1496459,"12586","65",22.26,34.34,0.29,0,776621,1240898,"9754","53",19.52,31.19,0.25,0,"552","798","<10","<10","13018","18940","88","<10"
2021-04-07,1812283,2825864,22938,122,21.74,33.9,0.28,0,"997698",1532246,"12840","67",22.89,35.16,0.29,0,800582,1273325,"9998","55",20.12,32.01,0.25,0,"567","833","<10","<10","13436","19460","93","<10"
2021-04-08,1871708,2899462,23499,124,22.45,34.78,0.28,0,"1029078",1570466,"13169","67",23.61,36.03,0.3,0,828245,1308179,"10226","57",20.82,32.88,0.26,0,"578","871","<10","<10","13807","19946","97","<10"
2021-04-09,1932642,2972378,24121,128,23.18,35.65,0.29,0,"1061754",1608833,"13501","69",24.36,36.91,0.31,0,856081,1342156,"10515","59",21.52,33.74,0.26,0,"595","906","<10","<10","14212","20483","98","<10"
2021-04-10,1977681,3032210,24557,129,23.72,36.37,0.29,0,"1085430",1639634,"13758","69",24.9,37.62,0.32,0,877063,1370743,"10690","60",22.05,34.45,0.27,0,"611","933","<10","<10","14577","20900","102","<10"
2021-04-11,2010963,3075705,24908,130,24.12,36.89,0.3,0,"1102484",1661385,"13938","70",25.3,38.12,0.32,0,893034,1392051,"10859","60",22.45,34.99,0.27,0,"626","973","<10","<10","14819","21296","104","<10"
2021-04-12,2053937,3133255,25466,131,24.64,37.58,0.31,0,"1124664",1690723,"14243","70",25.8,38.79,0.33,0,913421,1419714,"11110","61",22.96,35.69,0.28,0,"645","1024","<10","<10","15207","21794","105","<10"
2021-04-13,2086019,3183873,25968,132,25.02,38.19,0.31,0,"1142179",1716896,"14512","71",26.21,39.39,0.33,0,927728,1443716,"11341","61",23.32,36.29,0.29,0,"647","1061","<10","<10","15465","22200","107","<10"
2021-04-14,2122953,3232064,26470,133,25.46,38.77,0.32,0,"1161989",1742105,"14777","72",26.66,39.97,0.34,0,944588,1466265,"11576","61",23.74,36.86,0.29,0,"652","1090","<10","<10","15724","22604","109","<10"
2021-04-15,2163512,3282421,27065,137,25.95,39.37,0.32,0,"1183601",1767962,"15113","74",27.16,40.56,0.35,0,963271,1490312,"11832","63",24.21,37.46,0.3,0,"660","1114","<10","<10","15980","23033","111","<10"
2021-04-16,2202670,3332544,27569,138,26.42,39.97,0.33,0,"1205043",1794116,"15391","74",27.65,41.16,0.35,0,980751,1513893,"12056","64",24.65,38.05,0.3,0,"669","1141","<10","<10","16207","23394","113","<10"
