"DATE","CITY_COUNT_FULLY_CUMULATIVE","CITY_COUNT_1PLUS_CUMULATIVE","CITY_COUNT_ADDITIONAL_CUMULATIVE","CITY_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","CITY_PERC_FULLY","CITY_PERC_1PLUS","CITY_PERC_ADDITIONAL","CITY_PERC_BIVALENT_ADDITIONAL","COUNT_FULLY_CUMULATIVE_FEMALE","COUNT_1PLUS_CUMULATIVE_FEMALE","COUNT_ADDITIONAL_CUMULATIVE_FEMALE","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_FEMALE","PERC_FULLY_FEMALE","PERC_1PLUS_FEMALE","PERC_ADDITIONAL_FEMALE","PERC_BIVALENT_ADDITIONAL_FEMALE","COUNT_FULLY_CUMULATIVE_MALE","COUNT_1PLUS_CUMULATIVE_MALE","COUNT_ADDITIONAL_CUMULATIVE_MALE","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_MALE","PERC_FULLY_MALE","PERC_1PLUS_MALE","PERC_ADDITIONAL_MALE","PERC_BIVALENT_ADDITIONAL_MALE","COUNT_FULLY_CUMULATIVE_OTHER","COUNT_1PLUS_CUMULATIVE_OTHER","COUNT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_FULLY_CUMULATIVE_UNKNOWN","COUNT_1PLUS_CUMULATIVE_UNKNOWN","COUNT_ADDITIONAL_CUMULATIVE_UNKNOWN","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_UNKNOWN"
2021-08-14,4829118,5322202,54195,231,57.93,63.84,0.65,0,"2551999",2806300,"29147","125",58.55,64.39,0.67,0,2244022,2478958,"24828","106",56.4,62.31,0.62,0,"1709","1933","16","<10","31388","35011","204","<10"
2021-08-15,4834445,5329427,54867,232,57.99,63.93,0.66,0,"2554645",2809793,"29488","125",58.61,64.47,0.68,0,2246667,2482647,"25159","107",56.47,62.4,0.63,0,"1711","1940","16","<10","31422","35047","204","<10"
2021-08-16,4845001,5346079,56253,232,58.12,64.13,0.67,0,"2560252",2817986,"30127","125",58.74,64.66,0.69,0,2251550,2490992,"25901","107",56.59,62.61,0.65,0,"1715","1949","16","<10","31484","35152","209","<10"
2021-08-17,4856921,5364967,58144,233,58.26,64.35,0.7,0,"2566498",2827513,"31045","126",58.89,64.88,0.71,0,2257167,2500193,"26871","107",56.73,62.84,0.68,0,"1718","1962","16","<10","31538","35299","212","<10"
2021-08-18,4868594,5383439,60259,233,58.4,64.57,0.72,0,"2572828",2836794,"32074","126",59.03,65.09,0.74,0,2262425,2509265,"27954","107",56.87,63.07,0.7,0,"1724","1973","16","<10","31617","35407","215","<10"
2021-08-19,4879471,5400742,62319,235,58.53,64.78,0.75,0,"2578538",2845472,"33157","128",59.16,65.29,0.76,0,2267535,2517798,"28929","107",57,63.29,0.73,0,"1728","1986","16","<10","31670","35486","217","<10"
2021-08-20,4892316,5418065,64296,236,58.68,64.99,0.77,0,"2585434",2854396,"34182","129",59.32,65.49,0.78,0,2273403,2526055,"29876","107",57.14,63.49,0.75,0,"1733","1993","16","<10","31746","35621","222","<10"
2021-08-21,4901363,5430093,65501,236,58.79,65.13,0.79,0,"2589898",2860157,"34811","129",59.42,65.62,0.8,0,2277907,2532222,"30448","107",57.26,63.65,0.77,0,"1736","1999","16","<10","31822","35715","226","<10"
2021-08-22,4905661,5434451,66079,237,58.84,65.19,0.79,0,"2592101",2862201,"35097","130",59.47,65.67,0.81,0,2279966,2534516,"30739","107",57.31,63.71,0.77,0,"1738","2000","16","<10","31856","35734","227","<10"
2021-08-23,4918619,5450980,67698,237,59,65.38,0.81,0,"2598720",2870332,"35914","130",59.63,65.86,0.82,0,2286195,2542810,"31536","107",57.46,63.91,0.79,0,"1742","2010","16","<10","31962","35828","232","<10"
2021-08-24,4932316,5468687,69479,238,59.16,65.6,0.83,0,"2605902",2879280,"36811","130",59.79,66.06,0.84,0,2292605,2551462,"32416","108",57.63,64.13,0.81,0,"1747","2014","17","<10","32062","35931","235","<10"
2021-08-25,4945858,5484261,71159,240,59.33,65.78,0.85,0,"2612894",2887079,"37684","131",59.95,66.24,0.86,0,2299058,2559137,"33219","109",57.79,64.33,0.83,0,"1755","2022","17","<10","32151","36023","239","<10"
2021-08-26,4960971,5501158,73003,240,59.51,65.99,0.88,0,"2620822",2895757,"38658","131",60.13,66.44,0.89,0,2306145,2567262,"34082","109",57.97,64.53,0.86,0,"1763","2028","17","<10","32241","36111","246","<10"
2021-08-27,4976792,5516827,74804,241,59.7,66.17,0.9,0,"2629243",2903877,"39648","132",60.33,66.63,0.91,0,2313441,2574687,"34888","109",58.15,64.72,0.88,0,"1771","2035","17","<10","32337","36228","251","<10"
2021-08-28,4989305,5528271,75974,241,59.85,66.31,0.91,0,"2635541",2909571,"40284","132",60.47,66.76,0.92,0,2319566,2580360,"35418","109",58.3,64.86,0.89,0,"1777","2041","17","<10","32421","36299","255","<10"
2021-08-29,4997340,5535876,76839,241,59.94,66.4,0.92,0,"2639542",2913367,"40748","132",60.56,66.85,0.93,0,2323542,2584129,"35815","109",58.4,64.95,0.9,0,"1787","2042","17","<10","32469","36338","259","<10"
2021-08-30,5015529,5552518,78759,241,60.16,66.6,0.94,0,"2648921",2921853,"41779","132",60.78,67.04,0.96,0,2332264,2592193,"36698","109",58.62,65.16,0.92,0,"1790","2046","17","<10","32554","36426","265","<10"
2021-08-31,5032533,5568748,80794,243,60.37,66.8,0.97,0,"2657692",2930097,"42846","133",60.98,67.23,0.98,0,2340409,2600059,"37657","110",58.83,65.35,0.95,0,"1794","2055","17","<10","32638","36537","274","<10"
2021-09-01,5047701,5584499,82832,244,60.55,66.99,0.99,0,"2665400",2937968,"43888","134",61.16,67.41,1.01,0,2347773,2607826,"38646","110",59.01,65.55,0.97,0,"1799","2057","18","<10","32729","36648","280","<10"
2021-09-02,5061146,5599611,84649,244,60.71,67.17,1.02,0,"2672360",2945949,"44858","134",61.32,67.59,1.03,0,2354182,2614875,"39489","110",59.17,65.73,0.99,0,"1803","2059","18","<10","32801","36728","284","<10"
2021-09-03,5076606,5615346,86624,246,60.89,67.36,1.04,0,"2680300",2954440,"45938","135",61.5,67.79,1.05,0,2361554,2622014,"40379","111",59.36,65.91,1.01,0,"1810","2061","18","<10","32942","36831","289","<10"
2021-09-04,5086847,5625524,87698,246,61.02,67.48,1.05,0,"2685456",2959568,"46529","135",61.62,67.91,1.07,0,2366598,2627017,"40861","111",59.49,66.03,1.03,0,"1815","2066","18","<10","32978","36873","290","<10"
2021-09-05,5092935,5632651,88463,246,61.09,67.56,1.06,0,"2688391",2963065,"46933","135",61.68,67.99,1.08,0,2369720,2630619,"41222","111",59.56,66.12,1.04,0,"1820","2071","18","<10","33004","36896","290","<10"
2021-09-06,5097867,5638099,88770,246,61.15,67.63,1.06,0,"2690730",2965661,"47094","135",61.74,68.05,1.08,0,2372265,2633399,"41367","111",59.63,66.19,1.04,0,"1821","2075","18","<10","33051","36964","291","<10"
2021-09-07,5116502,5654273,90364,247,61.37,67.82,1.08,0,"2700279",2974091,"47916","135",61.96,68.24,1.1,0,2381234,2640988,"42138","112",59.85,66.38,1.06,0,"1831","2086","18","<10","33158","37108","292","<10"
2021-09-08,5132286,5671058,92164,248,61.56,68.02,1.11,0,"2708342",2982898,"48838","136",62.14,68.44,1.12,0,2388884,2648851,"43006","112",60.05,66.58,1.08,0,"1837","2095","18","<10","33223","37214","302","<10"
2021-09-09,5148168,5687921,94106,249,61.75,68.23,1.13,0,"2716601",2991705,"49843","137",62.33,68.64,1.14,0,2396410,2656779,"43938","112",60.23,66.78,1.1,0,"1845","2104","18","<10","33312","37333","307","<10"
2021-09-10,5164756,5707117,96101,249,61.95,68.46,1.15,0,"2725471",3001995,"50971","137",62.53,68.88,1.17,0,2404004,2665543,"44799","112",60.43,67,1.13,0,"1856","2107","18","<10","33425","37472","313","<10"
2021-09-11,5176216,5720573,97178,250,62.09,68.62,1.17,0,"2731257",3008872,"51559","138",62.67,69.04,1.18,0,2409588,2672004,"45286","112",60.57,67.16,1.14,0,"1858","2111","18","<10","33513","37586","315","<10"
2021-09-12,5182089,5729811,97917,250,62.16,68.73,1.17,0,"2734036",3013382,"51964","138",62.73,69.14,1.19,0,2412660,2676666,"45619","112",60.64,67.28,1.15,0,"1860","2115","18","<10","33533","37648","316","<10"
2021-09-13,5196122,5747512,99589,250,62.33,68.94,1.19,0,"2741036",3022145,"52845","138",62.89,69.34,1.21,0,2419629,2685464,"46407","112",60.82,67.5,1.17,0,"1865","2122","18","<10","33592","37781","319","<10"
2021-09-14,5210802,5764411,101151,251,62.5,69.14,1.21,0,"2748562",3030605,"53646","138",63.06,69.54,1.23,0,2426711,2693786,"47162","113",61,67.71,1.19,0,"1870","2127","18","<10","33659","37893","325","<10"
2021-09-15,5224481,5780350,102737,251,62.67,69.34,1.23,0,"2755651",3038680,"54489","138",63.23,69.72,1.25,0,2433217,2701582,"47903","113",61.16,67.91,1.2,0,"1876","2136","18","<10","33737","37952","327","<10"
2021-09-16,5239543,5796536,104206,252,62.85,69.53,1.25,0,"2763377",3046719,"55258","139",63.4,69.9,1.27,0,2440457,2709543,"48597","113",61.34,68.11,1.22,0,"1884","2149","18","<10","33825","38125","333","<10"
2021-09-17,5254381,5811545,106007,253,63.03,69.71,1.27,0,"2771353",3054749,"56229","140",63.59,70.09,1.29,0,2447235,2716430,"49420","113",61.51,68.28,1.24,0,"1888","2156","18","<10","33905","38210","340","<10"
2021-09-18,5265510,5822281,107148,254,63.16,69.84,1.29,0,"2776933",3060143,"56878","140",63.71,70.21,1.31,0,2452728,2721705,"49908","114",61.65,68.41,1.25,0,"1891","2162","18","<10","33958","38271","344","<10"
2021-09-19,5272196,5828908,107950,254,63.24,69.92,1.29,0,"2780327",3063322,"57294","140",63.79,70.29,1.31,0,2455982,2725099,"50294","114",61.73,68.5,1.26,0,"1892","2167","18","<10","33995","38320","344","<10"
2021-09-20,5286129,5842465,109880,254,63.41,70.08,1.32,0,"2787468",3070332,"58343","140",63.96,70.45,1.34,0,2462701,2731578,"51169","114",61.9,68.66,1.29,0,"1898","2174","19","<10","34062","38381","349","<10"
2021-09-21,5300055,5855515,111936,255,63.57,70.24,1.34,0,"2794651",3077020,"59441","140",64.12,70.6,1.36,0,2469366,2737854,"52123","115",62.07,68.82,1.31,0,"1904","2181","20","<10","34134","38460","352","<10"
2021-09-22,5313137,5869079,113658,257,63.73,70.4,1.36,0,"2801340",3084159,"60375","140",64.27,70.76,1.39,0,2475652,2744154,"52910","117",62.23,68.98,1.33,0,"1908","2184","20","<10","34237","38582","353","<10"
2021-09-23,5327575,5885315,115883,258,63.9,70.59,1.39,0,"2809029",3093297,"61562","141",64.45,70.97,1.41,0,2482302,2751138,"53944","117",62.39,69.15,1.36,0,"1910","2194","20","<10","34334","38686","357","<10"
2021-09-24,5342652,5903241,120330,258,64.09,70.81,1.44,0,"2817378",3103744,"63863","141",64.64,71.21,1.47,0,2488934,2758465,"56083","117",62.56,69.34,1.41,0,"1917","2203","20","<10","34423","38829","364","<10"
2021-09-25,5352887,5914694,123884,258,64.21,70.95,1.49,0,"2822702",3110041,"65802","141",64.76,71.36,1.51,0,2493783,2763539,"57690","117",62.68,69.46,1.45,0,"1923","2209","20","<10","34479","38905","372","<10"
2021-09-26,5359490,5921697,126309,258,64.29,71.03,1.52,0,"2826027",3113895,"67111","141",64.84,71.45,1.54,0,2497027,2766624,"58802","117",62.76,69.54,1.48,0,"1928","2217","20","<10","34508","38961","376","<10"
2021-09-27,5368790,5936836,134785,259,64.4,71.21,1.62,0,"2830739",3122255,"71503","141",64.95,71.64,1.64,0,2501537,2773297,"62863","118",62.88,69.71,1.58,0,"1930","2223","22","<10","34584","39061","397","<10"
2021-09-28,5381441,5948579,143860,262,64.55,71.35,1.73,0,"2837423",3128432,"76238","143",65.1,71.78,1.75,0,2507426,2778783,"67180","119",63.03,69.85,1.69,0,"1934","2225","23","<10","34658","39139","419","<10"
2021-09-29,5394882,5961097,152646,265,64.71,71.5,1.83,0,"2844631",3135448,"80838","143",65.27,71.94,1.85,0,2513566,2784158,"71316","122",63.18,69.98,1.79,0,"1941","2231","24","<10","34744","39260","468","<10"
2021-09-30,5408725,5974376,161847,267,64.88,71.66,1.94,0,"2852146",3143055,"85781","145",65.44,72.12,1.97,0,2519792,2789717,"75539","122",63.34,70.12,1.9,0,"1946","2238","24","<10","34841","39366","503","<10"
2021-10-01,5423471,5988167,171607,268,65.05,71.83,2.06,0,"2860234",3151045,"91213","146",65.63,72.3,2.09,0,2526367,2795406,"79822","122",63.5,70.26,2.01,0,"1946","2243","25","<10","34924","39473","547","<10"
2021-10-02,5434380,5996496,175873,270,65.19,71.93,2.11,0,"2865840",3155366,"93665","147",65.75,72.4,2.15,0,2531579,2799350,"81621","123",63.63,70.36,2.05,0,"1949","2254","27","<10","35012","39526","560","<10"
2021-10-03,5441181,6001990,178453,271,65.27,71.99,2.14,0,"2869280",3158246,"95087","148",65.83,72.46,2.18,0,2534898,2801923,"82775","123",63.72,70.43,2.08,0,"1954","2258","29","<10","35049","39563","562","<10"
2021-10-04,5453133,6012642,187264,272,65.41,72.12,2.25,0,"2875575",3164223,"99725","149",65.98,72.6,2.29,0,2540481,2806501,"86902","123",63.86,70.54,2.18,0,"1958","2266","31","<10","35119","39652","606","<10"
2021-10-05,5465772,6023697,196390,276,65.56,72.25,2.36,0,"2882211",3170499,"104675","151",66.13,72.74,2.4,0,2546399,2811189,"91036","125",64,70.66,2.29,0,"1965","2275","33","<10","35197","39734","646","<10"
2021-10-06,5477730,6034337,205547,279,65.71,72.38,2.47,0,"2888491",3176624,"109567","153",66.27,72.89,2.51,0,2551993,2815621,"95250","126",64.15,70.77,2.39,0,"1970","2277","39","<10","35276","39815","691","<10"
2021-10-07,5490672,6044543,214981,279,65.86,72.5,2.58,0,"2895321",3182343,"114770","153",66.43,73.02,2.63,0,2557988,2820043,"99447","126",64.3,70.88,2.5,0,"1978","2282","39","<10","35385","39875","725","<10"
2021-10-08,5503721,6054625,225024,279,66.02,72.63,2.7,0,"2902521",3187912,"120485","153",66.6,73.14,2.76,0,2563757,2824468,"103727","126",64.44,70.99,2.61,0,"1985","2285","40","<10","35458","39960","772","<10"
2021-10-09,5512634,6061304,229170,279,66.12,72.71,2.75,0,"2907087",3191308,"122847","153",66.7,73.22,2.82,0,2568061,2827727,"105500","126",64.55,71.08,2.65,0,"1987","2292","40","<10","35499","39977","783","<10"
2021-10-10,5518151,6065159,231646,279,66.19,72.75,2.78,0,"2909739",3193172,"124224","153",66.76,73.27,2.85,0,2570883,2829707,"106599","126",64.62,71.13,2.68,0,"1991","2295","40","<10","35538","39985","783","<10"
2021-10-11,5528308,6073281,239991,280,66.31,72.85,2.88,0,"2915067",3197352,"128853","154",66.88,73.36,2.96,0,2575674,2833621,"110294","126",64.74,71.22,2.77,0,"1994","2297","41","<10","35573","40011","803","<10"
2021-10-12,5540222,6082058,249799,280,66.45,72.95,3,0,"2921372",3201900,"134081","154",67.03,73.47,3.08,0,2581214,2837798,"114831","126",64.88,71.33,2.89,0,"2000","2306","41","<10","35636","40054","846","<10"
2021-10-13,5551166,6089860,258137,283,66.59,73.05,3.1,0,"2927243",3205887,"138624","154",67.16,73.56,3.18,0,2586210,2841540,"118592","129",65.01,71.42,2.98,0,"2005","2307","42","<10","35708","40126","879","<10"
2021-10-14,5563029,6097814,267658,284,66.73,73.14,3.21,0,"2933825",3210000,"143851","155",67.31,73.65,3.3,0,2591401,2845284,"122842","129",65.14,71.52,3.09,0,"2013","2316","44","<10","35790","40214","921","<10"
2021-10-15,5575777,6106147,277906,284,66.88,73.24,3.33,0,"2941199",3214341,"149692","155",67.48,73.75,3.43,0,2596694,2849201,"127215","129",65.27,71.62,3.2,0,"2017","2322","46","<10","35867","40283","953","<10"
2021-10-16,5583921,6111433,281841,287,66.98,73.31,3.38,0,"2945525",3216852,"151844","158",67.58,73.81,3.48,0,2600470,2851940,"128990","129",65.36,71.68,3.24,0,"2020","2322","46","<10","35906","40319","961","<10"
2021-10-17,5588811,6114758,284218,287,67.04,73.35,3.41,0,"2948163",3218458,"153178","158",67.64,73.85,3.51,0,2602688,2853636,"130027","129",65.42,71.73,3.27,0,"2022","2325","47","<10","35938","40339","966","<10"
2021-10-18,5600254,6122345,293091,288,67.17,73.44,3.52,0,"2954488",3222305,"158039","159",67.79,73.93,3.63,0,2607736,2857319,"133996","129",65.55,71.82,3.37,0,"2024","2327","48","<10","36006","40394","1008","<10"
2021-10-19,5609815,6129410,301614,291,67.29,73.52,3.62,0,"2959578",3225777,"162658","161",67.91,74.01,3.73,0,2612149,2860836,"137843","130",65.66,71.91,3.46,0,"2024","2328","49","<10","36064","40469","1064","<10"
2021-10-20,5619931,6136559,311035,295,67.41,73.61,3.73,0,"2965249",3229371,"167904","165",68.04,74.1,3.85,0,2616508,2864329,"141963","130",65.77,72,3.57,0,"2027","2330","49","<10","36147","40529","1119","<10"
2021-10-21,5630096,6144132,321376,297,67.53,73.7,3.85,0,"2971006",3233247,"173627","166",68.17,74.18,3.98,0,2620841,2867955,"146526","131",65.88,72.09,3.68,0,"2028","2333","49","<10","36221","40597","1174","<10"
2021-10-22,5641478,6152736,337081,298,67.67,73.8,4.04,0,"2977428",3237791,"182257","166",68.32,74.29,4.18,0,2625731,2871934,"153528","132",66,72.19,3.86,0,"2032","2337","55","<10","36287","40674","1241","<10"
2021-10-23,5648661,6158304,346419,298,67.76,73.87,4.16,0,"2981207",3240494,"187247","166",68.4,74.35,4.3,0,2629075,2874762,"157836","132",66.08,72.26,3.97,0,"2039","2339","58","<10","36340","40709","1278","<10"
2021-10-24,5653302,6161952,352526,298,67.81,73.91,4.23,0,"2983628",3242202,"190482","166",68.46,74.39,4.37,0,2631260,2876654,"160674","132",66.14,72.31,4.04,0,"2043","2340","63","<10","36371","40756","1307","<10"
2021-10-25,5663184,6171286,371500,298,67.93,74.02,4.46,0,"2989144",3246921,"200542","166",68.58,74.5,4.6,0,2635556,2881193,"169514","132",66.25,72.42,4.26,0,"2049","2342","64","<10","36435","40830","1380","<10"
2021-10-26,5672217,6180034,388336,299,68.04,74.13,4.66,0,"2993964",3251145,"209312","167",68.69,74.6,4.8,0,2639691,2885602,"177518","132",66.35,72.53,4.46,0,"2054","2348","67","<10","36508","40939","1439","<10"
2021-10-27,5681997,6191116,408592,302,68.16,74.26,4.9,0,"2999408",3256575,"220210","167",68.82,74.72,5.05,0,2643950,2891106,"186789","135",66.46,72.67,4.7,0,"2057","2354","71","<10","36582","41081","1522","<10"
2021-10-28,5691528,6202735,429053,303,68.27,74.4,5.15,0,"3004620",3262235,"231428","167",68.94,74.85,5.31,0,2648202,2896891,"195966","136",66.56,72.81,4.93,0,"2062","2357","72","<10","36644","41252","1587","<10"
2021-10-29,5701435,6215172,450932,306,68.39,74.55,5.41,0,"3009897",3268297,"243641","167",69.06,74.99,5.59,0,2652726,2903056,"205542","139",66.68,72.97,5.17,0,"2064","2362","76","<10","36748","41457","1673","<10"
2021-10-30,5707363,6220260,462330,309,68.46,74.61,5.55,0,"3012954",3270654,"249977","169",69.13,75.04,5.74,0,2655568,2905757,"210567","140",66.75,73.04,5.29,0,"2071","2366","81","<10","36770","41483","1705","<10"
2021-10-31,5710605,6223258,469007,312,68.5,74.65,5.63,0,"3014523",3272006,"253621","171",69.17,75.07,5.82,0,2657220,2907382,"213583","141",66.79,73.08,5.37,0,"2074","2369","82","<10","36788","41501","1721","<10"
2021-11-01,5718661,6231062,489377,319,68.6,74.74,5.87,0,"3018908",3275922,"264854","178",69.27,75.16,6.08,0,2660838,2911157,"222642","141",66.88,73.17,5.6,0,"2075","2373","86","<10","36840","41610","1795","<10"
2021-11-02,5726332,6238152,509737,320,68.69,74.83,6.11,0,"3022996",3279498,"275837","178",69.36,75.25,6.33,0,2664364,2914604,"231966","142",66.97,73.26,5.83,0,"2078","2377","90","<10","36894","41673","1844","<10"
2021-11-03,5734029,6245668,529980,322,68.78,74.92,6.36,0,"3027239",3283292,"287005","180",69.46,75.33,6.59,0,2667763,2918262,"240971","142",67.06,73.35,6.06,0,"2078","2378","97","<10","36949","41736","1907","<10"
2021-11-04,5741190,6255209,551943,323,68.87,75.03,6.62,0,"3031225",3288208,"299274","180",69.55,75.45,6.87,0,2670874,2922804,"250588","143",67.13,73.47,6.3,0,"2081","2383","100","<10","37010","41814","1981","<10"
2021-11-05,5748973,6266397,574990,325,68.96,75.17,6.9,0,"3035523",3293996,"312510","180",69.65,75.58,7.17,0,2674298,2928109,"260307","145",67.22,73.6,6.54,0,"2084","2388","108","<10","37068","41904","2065","<10"
2021-11-06,5753635,6277029,587658,325,69.01,75.29,7.05,0,"3037914",3299311,"319615","180",69.7,75.7,7.33,0,2676533,2933374,"265839","145",67.28,73.73,6.68,0,"2085","2390","113","<10","37103","41954","2091","<10"
2021-11-07,5756460,6283702,594682,327,69.05,75.37,7.13,0,"3039357",3302573,"323521","182",69.74,75.78,7.42,0,2677900,2936733,"268938","145",67.31,73.82,6.76,0,"2086","2391","116","<10","37117","42005","2107","<10"
2021-11-08,5762970,6298849,613743,330,69.13,75.55,7.36,0,"3042966",3310079,"333952","183",69.82,75.95,7.66,0,2680740,2944295,"277499","147",67.38,74.01,6.98,0,"2087","2398","118","<10","37177","42077","2174","<10"
2021-11-09,5769037,6314900,633755,333,69.2,75.75,7.6,0,"3046214",3318048,"344921","183",69.89,76.13,7.91,0,2683509,2952245,"286448","150",67.45,74.21,7.2,0,"2090","2404","126","<10","37224","42203","2260","<10"
2021-11-10,5775038,6331680,655754,333,69.27,75.95,7.87,0,"3049443",3326400,"357317","183",69.97,76.32,8.2,0,2686235,2960550,"295939","150",67.52,74.41,7.44,0,"2095","2417","128","<10","37265","42313","2370","<10"
2021-11-11,5780909,6343807,677420,335,69.34,76.09,8.13,0,"3052636",3332484,"369614","184",70.04,76.46,8.48,0,2688870,2966521,"305242","151",67.59,74.56,7.67,0,"2097","2419","132","<10","37306","42383","2432","<10"
2021-11-12,5787194,6360636,700301,337,69.42,76.3,8.4,0,"3056087",3341066,"382759","186",70.12,76.66,8.78,0,2691648,2974657,"314891","151",67.66,74.77,7.91,0,"2103","2426","135","<10","37356","42487","2516","<10"
2021-11-13,5791346,6370238,713596,340,69.47,76.41,8.56,0,"3058186",3345818,"390205","188",70.17,76.77,8.95,0,2693681,2979460,"320696","152",67.71,74.89,8.06,0,"2105","2431","137","<10","37374","42529","2558","<10"
2021-11-14,5793931,6375981,721431,341,69.5,76.48,8.65,0,"3059493",3348583,"394613","189",70.2,76.83,9.05,0,2694938,2982386,"324092","152",67.74,74.96,8.15,0,"2106","2433","140","<10","37394","42579","2586","<10"
2021-11-15,5800497,6389193,745802,341,69.58,76.64,8.95,0,"3062964",3355078,"407928","189",70.28,76.98,9.36,0,2697975,2988983,"335041","152",67.81,75.13,8.42,0,"2110","2439","145","<10","37448","42693","2688","<10"
2021-11-16,5806827,6398954,775476,341,69.65,76.76,9.3,0,"3066210",3360031,"423738","189",70.35,77.09,9.72,0,2701002,2993720,"348771","152",67.89,75.25,8.77,0,"2114","2441","152","<10","37501","42762","2815","<10"
2021-11-17,5813995,6409191,805935,342,69.74,76.88,9.67,0,"3070007",3365209,"440117","190",70.44,77.21,10.1,0,2704308,2998683,"362666","152",67.97,75.37,9.12,0,"2114","2446","157","<10","37566","42853","2995","<10"
2021-11-18,5821092,6419793,837829,344,69.82,77.01,10.05,0,"3073756",3370662,"457681","191",70.53,77.34,10.5,0,2707593,3003739,"376862","153",68.06,75.5,9.47,0,"2114","2450","162","<10","37629","42942","3124","<10"
2021-11-19,5828128,6431539,872917,349,69.91,77.15,10.47,0,"3077512",3376716,"477439","192",70.61,77.48,10.95,0,2710798,3009366,"392076","157",68.14,75.64,9.86,0,"2119","2452","175","<10","37699","43005","3227","<10"
2021-11-20,5831963,6440691,895131,352,69.95,77.26,10.74,0,"3079377",3381142,"489433","193",70.65,77.58,11.23,0,2712750,3014024,"402226","159",68.19,75.76,10.11,0,"2119","2454","178","<10","37717","43071","3294","<10"
2021-11-21,5834079,6445200,908163,354,69.98,77.31,10.89,0,"3080383",3383379,"496372","194",70.68,77.63,11.39,0,2713830,3016222,"408243","160",68.21,75.81,10.26,0,"2120","2457","182","<10","37746","43142","3366","<10"
2021-11-22,5840471,6455474,942908,356,70.06,77.43,11.31,0,"3083687",3388553,"514562","195",70.75,77.75,11.81,0,2716849,3021252,"424604","161",68.29,75.94,10.67,0,"2121","2463","193","<10","37814","43206","3549","<10"
2021-11-23,5845842,6464956,975584,357,70.12,77.55,11.7,0,"3086453",3393350,"531560","195",70.82,77.86,12.2,0,2719408,3025874,"440121","162",68.35,76.06,11.06,0,"2125","2465","202","<10","37856","43267","3701","<10"
2021-11-24,5851146,6473530,1001343,361,70.18,77.65,12.01,0,"3089157",3397597,"544777","197",70.88,77.96,12.5,0,2721954,3030142,"452526","164",68.42,76.16,11.37,0,"2127","2469","210","<10","37908","43322","3830","<10"
2021-11-25,5851606,6474044,1002378,362,70.19,77.66,12.02,0,"3089390",3397855,"545323","198",70.88,77.96,12.51,0,2722179,3030392,"453011","164",68.42,76.17,11.39,0,"2127","2470","210","<10","37910","43327","3834","<10"
2021-11-26,5858901,6481778,1029234,369,70.28,77.75,12.35,0,"3093100",3401758,"560002","202",70.97,78.05,12.85,0,2725708,3034146,"465015","167",68.51,76.26,11.69,0,"2128","2474","221","<10","37965","43400","3996","<10"
2021-11-27,5865781,6488107,1048377,371,70.36,77.82,12.58,0,"3096533",3404858,"570390","203",71.05,78.12,13.09,0,2729109,3037298,"473663","168",68.6,76.34,11.91,0,"2131","2478","227","<10","38008","43473","4097","<10"
2021-11-28,5871420,6492015,1060293,373,70.43,77.87,12.72,0,"3099268",3406783,"576661","204",71.11,78.17,13.23,0,2731981,3039213,"479244","169",68.67,76.39,12.05,0,"2131","2480","231","<10","38040","43539","4157","<10"
2021-11-29,5882564,6500911,1094260,380,70.56,77.98,13.13,0,"3104876",3411214,"594841","207",71.24,78.27,13.65,0,2737444,3043532,"494881","173",68.81,76.5,12.44,0,"2136","2491","240","<10","38108","43674","4298","<10"
2021-11-30,5894308,6511066,1130809,383,70.7,78.1,13.56,0,"3110802",3416287,"614584","210",71.38,78.38,14.1,0,2743178,3048458,"511505","173",68.95,76.62,12.86,0,"2138","2493","251","<10","38190","43828","4469","<10"
2021-12-01,5905774,6521888,1170110,386,70.84,78.23,14.04,0,"3116604",3421734,"635883","211",71.51,78.51,14.59,0,2748754,3053729,"529279","175",69.09,76.76,13.3,0,"2140","2497","264","<10","38276","43928","4684","<10"
2021-12-02,5917036,6532814,1211049,388,70.97,78.36,14.53,0,"3122245",3427396,"658321","212",71.64,78.64,15.1,0,2754298,3058886,"547521","176",69.23,76.89,13.76,0,"2142","2502","275","<10","38351","44030","4932","<10"
2021-12-03,5930365,6545688,1257432,393,71.13,78.52,15.08,0,"3129101",3434029,"684621","215",71.8,78.79,15.71,0,2760697,3065031,"567324","178",69.39,77.04,14.26,0,"2149","2509","282","<10","38418","44119","5205","<10"
2021-12-04,5941608,6555137,1287602,395,71.27,78.63,15.44,0,"3134647",3438683,"701118","215",71.92,78.9,16.09,0,2766337,3069719,"580825","180",69.53,77.16,14.6,0,"2152","2512","288","<10","38472","44223","5371","<10"
2021-12-05,5947245,6560522,1303843,395,71.34,78.69,15.64,0,"3137340",3441312,"709790","215",71.98,78.96,16.29,0,2769235,3072406,"588313","180",69.61,77.23,14.79,0,"2155","2517","298","<10","38515","44287","5442","<10"
