"DATE","CITY_COUNT_FULLY_CUMULATIVE","CITY_COUNT_1PLUS_CUMULATIVE","CITY_COUNT_ADDITIONAL_CUMULATIVE","CITY_PERC_FULLY","CITY_PERC_1PLUS","CITY_PERC_ADDITIONAL","CITY_PERC_BIVALENT_ADDITIONAL","COUNT_FULLY_CUMULATIVE_0_4","COUNT_1PLUS_CUMULATIVE_0_4","COUNT_ADDITIONAL_CUMULATIVE_0_4","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_0_4","PERC_FULLY_0_4","PERC_1PLUS_0_4","PERC_ADDITIONAL_0_4","PERC_BIVALENT_ADDITIONAL_0_4","COUNT_FULLY_CUMULATIVE_5_12","COUNT_1PLUS_CUMULATIVE_5_12","COUNT_ADDITIONAL_CUMULATIVE_5_12","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_5_12","PERC_FULLY_5_12","PERC_1PLUS_5_12","PERC_ADDITIONAL_5_12","PERC_BIVALENT_ADDITIONAL_5_12","COUNT_FULLY_CUMULATIVE_13_17","COUNT_1PLUS_CUMULATIVE_13_17","COUNT_ADDITIONAL_CUMULATIVE_13_17","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_13_17","PERC_FULLY_13_17","PERC_1PLUS_13_17","PERC_ADDITIONAL_13_17","PERC_BIVALENT_ADDITIONAL_13_17","COUNT_FULLY_CUMULATIVE_18_24","COUNT_1PLUS_CUMULATIVE_18_24","COUNT_ADDITIONAL_CUMULATIVE_18_24","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_18_24","PERC_FULLY_18_24","PERC_1PLUS_18_24","PERC_ADDITIONAL_18_24","PERC_BIVALENT_ADDITIONAL_18_24","COUNT_FULLY_CUMULATIVE_25_34","COUNT_1PLUS_CUMULATIVE_25_34","COUNT_ADDITIONAL_CUMULATIVE_25_34","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_25_34","PERC_FULLY_25_34","PERC_1PLUS_25_34","PERC_ADDITIONAL_25_34","PERC_BIVALENT_ADDITIONAL_25_34","COUNT_FULLY_CUMULATIVE_35_44","COUNT_1PLUS_CUMULATIVE_35_44","COUNT_ADDITIONAL_CUMULATIVE_35_44","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_35_44","PERC_FULLY_35_44","PERC_1PLUS_35_44","PERC_ADDITIONAL_35_44","PERC_BIVALENT_ADDITIONAL_35_44","COUNT_FULLY_CUMULATIVE_45_54","COUNT_1PLUS_CUMULATIVE_45_54","COUNT_ADDITIONAL_CUMULATIVE_45_54","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_45_54","PERC_FULLY_45_54","PERC_1PLUS_45_54","PERC_ADDITIONAL_45_54","PERC_BIVALENT_ADDITIONAL_45_54","COUNT_FULLY_CUMULATIVE_55_64","COUNT_1PLUS_CUMULATIVE_55_64","COUNT_ADDITIONAL_CUMULATIVE_55_64","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_55_64","PERC_FULLY_55_64","PERC_1PLUS_55_64","PERC_ADDITIONAL_55_64","PERC_BIVALENT_ADDITIONAL_55_64","COUNT_FULLY_CUMULATIVE_65_74","COUNT_1PLUS_CUMULATIVE_65_74","COUNT_ADDITIONAL_CUMULATIVE_65_74","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_65_74","PERC_FULLY_65_74","PERC_1PLUS_65_74","PERC_ADDITIONAL_65_74","PERC_BIVALENT_ADDITIONAL_65_74","COUNT_FULLY_CUMULATIVE_75up","COUNT_1PLUS_CUMULATIVE_75up","COUNT_ADDITIONAL_CUMULATIVE_75up","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_75up","PERC_FULLY_75up","PERC_1PLUS_75up","PERC_ADDITIONAL_75up","PERC_BIVALENT_ADDITIONAL_75up"
2020-12-14,17,100,0,0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10",30,"<10","<10",0,0,0,0,"<10",19,"<10","<10",0,0,0,0,"<10",16,"<10","<10",0,0,0,0,"<10",20,"<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0
2020-12-15,42,1691,1,0,0.02,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","37","<10","<10",0,0.01,0,0,"15",689,"<10","<10",0,0.05,0,0,"<10",379,"<10","<10",0,0.03,0,0,"<10",239,"<10","<10",0,0.02,0,0,"<10",248,"<10","<10",0,0.02,0,0,"<10","81","<10","<10",0,0.01,0,0,"<10","16","<10","<10",0,0,0,0
2020-12-16,73,5218,2,0,0.06,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","91","<10","<10",0,0.01,0,0,"26",2102,"<10","<10",0,0.14,0,0,"10",1141,"<10","<10",0,0.1,0,0,"12",770,"<10","<10",0,0.07,0,0,"13",775,"<10","<10",0,0.08,0,0,"<10","295","<10","<10",0,0.04,0,0,"<10","41","<10","<10",0,0.01,0,0
2020-12-17,99,9149,3,0,0.11,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","146","<10","<10",0,0.02,0,0,"34",3967,"<10","<10",0,0.27,0,0,"15",1919,"<10","<10",0,0.17,0,0,"18",1282,"<10","<10",0,0.12,0,0,"17",1305,"<10","<10",0,0.13,0,0,"12","460","<10","<10",0,0.06,0,0,"<10","67","<10","<10",0,0.01,0,0
2020-12-18,142,13964,6,0,0.17,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","238","<10","<10",0,0.03,0,0,"54",6020,"<10","<10",0,0.41,0,0,"17",2977,"<10","<10",0,0.26,0,0,"25",1954,"<10","<10",0,0.19,0,0,"27",1947,"<10","<10",0,0.19,0,0,"13","715","<10","<10",0,0.1,0,0,"<10","107","<10","<10",0,0.02,0,0
2020-12-19,155,15395,7,0,0.18,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","276","<10","<10",0,0.04,0,0,"58",6713,"<10","<10",0,0.45,0,0,"18",3285,"<10","<10",0,0.29,0,0,"26",2142,"<10","<10",0,0.21,0,0,"29",2098,"<10","<10",0,0.21,0,0,"16","755","<10","<10",0,0.11,0,0,"<10","118","<10","<10",0,0.02,0,0
2020-12-20,165,16298,8,0,0.2,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","311","<10","<10",0,0.04,0,0,"62",7101,"<10","<10",0,0.48,0,0,"20",3479,"<10","<10",0,0.31,0,0,"29",2263,"<10","<10",0,0.22,0,0,"29",2210,"<10","<10",0,0.22,0,0,"17","794","<10","<10",0,0.11,0,0,"<10","132","<10","<10",0,0.02,0,0
2020-12-21,198,21856,12,0,0.26,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","424","<10","<10",0,0.06,0,0,"70",8715,"<10","<10",0,0.59,0,0,"27",4393,"<10","<10",0,0.39,0,0,"37",3051,"<10","<10",0,0.3,0,0,"36",3137,"<10","<10",0,0.31,0,0,"19","1304","<10","<10",0,0.18,0,0,"<10","822","<10","<10",0,0.15,0,0
2020-12-22,239,29782,13,0,0.36,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","586","<10","<10",0,0.08,0,0,"78",11193,"<10","<10",0.01,0.75,0,0,"34",5829,"<10","<10",0,0.51,0,0,"45",4253,"<10","<10",0,0.41,0,0,"45",4475,"<10","<10",0,0.45,0,0,"24","1974","<10","<10",0,0.27,0,0,"<10","1462","<10","<10",0,0.26,0,0
2020-12-23,294,40995,15,0,0.49,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"10","865","<10","<10",0,0.12,0,0,"95",14332,"<10","<10",0.01,0.97,0,0,"43",7828,"<10","<10",0,0.69,0,0,"51",5974,"<10","<10",0,0.58,0,0,"56",6348,"<10","<10",0.01,0.64,0,0,"29","2997","<10","<10",0,0.42,0,0,"10","2639","<10","<10",0,0.47,0,0
2020-12-24,326,46580,15,0,0.56,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"12","1045","<10","<10",0,0.15,0,0,"107",15949,"<10","<10",0.01,1.07,0,0,"48",8970,"<10","<10",0,0.79,0,0,"53",6939,"<10","<10",0.01,0.67,0,0,"64",7331,"<10","<10",0.01,0.73,0,0,"31","3460","<10","<10",0,0.48,0,0,"11","2871","<10","<10",0,0.51,0,0
2020-12-25,328,46795,17,0,0.56,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"12","1053","<10","<10",0,0.15,0,0,"108",15988,"<10","<10",0.01,1.08,0,0,"48",8996,"<10","<10",0,0.79,0,0,"53",6964,"<10","<10",0.01,0.68,0,0,"65",7372,"<10","<10",0.01,0.74,0,0,"31","3507","<10","<10",0,0.49,0,0,"11","2898","<10","<10",0,0.52,0,0
2020-12-26,372,49880,18,0,0.6,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"14","1188","<10","<10",0,0.17,0,0,"110",16840,"<10","<10",0.01,1.14,0,0,"57",9674,"<10","<10",0.01,0.85,0,0,"59",7465,"<10","<10",0.01,0.73,0,0,"73",7908,"<10","<10",0.01,0.79,0,0,"38","3734","<10","<10",0.01,0.52,0,0,"21","3053","<10","<10",0,0.54,0,0
2020-12-27,389,52473,18,0,0.63,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","12","<10","<10",0,0,0,0,"17","1403","<10","<10",0,0.2,0,0,"113",17570,"<10","<10",0.01,1.18,0,0,"60",10191,"<10","<10",0.01,0.9,0,0,"62",7851,"<10","<10",0.01,0.76,0,0,"75",8291,"<10","<10",0.01,0.83,0,0,"39","3916","<10","<10",0.01,0.54,0,0,"23","3230","<10","<10",0,0.58,0,0
2020-12-28,460,61417,22,0.01,0.74,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","13","<10","<10",0,0,0,0,"21","1676","<10","<10",0,0.24,0,0,"126",20026,"<10","<10",0.01,1.35,0,0,"73",11799,"<10","<10",0.01,1.04,0,0,"78",9306,"<10","<10",0.01,0.91,0,0,"88",9962,"<10","<10",0.01,1,0,0,"47","4742","<10","<10",0.01,0.66,0,0,"27","3883","<10","<10",0,0.69,0,0
2020-12-29,532,70403,27,0.01,0.84,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","14","<10","<10",0,0,0,0,"23","1953","<10","<10",0,0.28,0,0,"150",22081,"<10","<10",0.01,1.49,0,0,"81",13400,"<10","<10",0.01,1.18,0,0,"86",10848,"<10","<10",0.01,1.06,0,0,"108",11718,"<10","<10",0.01,1.17,0,0,"52","5646","<10","<10",0.01,0.79,0,0,"32","4733","<10","<10",0.01,0.84,0,0
2020-12-30,607,80819,27,0.01,0.97,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","17","<10","<10",0,0,0,0,"24","2340","<10","<10",0,0.33,0,0,"163",24473,"<10","<10",0.01,1.65,0,0,"92",15198,"<10","<10",0.01,1.34,0,0,"100",12518,"<10","<10",0.01,1.22,0,0,"128",13687,"<10","<10",0.01,1.37,0,0,"63","6682","<10","<10",0.01,0.93,0,0,"37","5894","<10","<10",0.01,1.05,0,0
2020-12-31,651,86904,28,0.01,1.04,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","17","<10","<10",0,0,0,0,"25","2586","<10","<10",0,0.37,0,0,"175",26015,"<10","<10",0.01,1.75,0,0,"100",16252,"<10","<10",0.01,1.43,0,0,"107",13463,"<10","<10",0.01,1.31,0,0,"137",14745,"<10","<10",0.01,1.48,0,0,"65","7276","<10","<10",0.01,1.01,0,0,"42","6540","<10","<10",0.01,1.16,0,0
2021-01-01,767,87832,47,0.01,1.05,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","10","<10","<10",0,0,0,0,"<10","21","<10","<10",0,0,0,0,"31","2659","<10","<10",0,0.38,0,0,"204",26199,"10","<10",0.01,1.77,0,0,"122",16373,"<10","<10",0.01,1.44,0,0,"122",13593,"<10","<10",0.01,1.32,0,0,"161",14870,"<10","<10",0.02,1.49,0,0,"77","7428","<10","<10",0.01,1.03,0,0,"50","6677","<10","<10",0.01,1.19,0,0
2021-01-02,791,90825,51,0.01,1.09,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","12","<10","<10",0,0,0,0,"<10","22","<10","<10",0,0.01,0,0,"32","2849","<10","<10",0,0.4,0,0,"209",27192,"12","<10",0.01,1.83,0,0,"125",16959,"<10","<10",0.01,1.49,0,0,"126",14060,"<10","<10",0.01,1.37,0,0,"166",15275,"10","<10",0.02,1.53,0,0,"81","7646","<10","<10",0.01,1.06,0,0,"52","6808","<10","<10",0.01,1.21,0,0
2021-01-03,831,93701,53,0.01,1.12,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","15","<10","<10",0,0,0,0,"<10","29","<10","<10",0,0.01,0,0,"32","3096","<10","<10",0,0.44,0,0,"218",28092,"12","<10",0.01,1.89,0,0,"134",17422,"<10","<10",0.01,1.53,0,0,"132",14444,"<10","<10",0.01,1.4,0,0,"173",15652,"12","<10",0.02,1.57,0,0,"86","7910","<10","<10",0.01,1.1,0,0,"56","7036","<10","<10",0.01,1.25,0,0
2021-01-04,1516,103984,60,0.02,1.25,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","19","<10","<10",0,0,0,0,"<10","34","<10","<10",0,0.01,0,0,"46","3544","<10","<10",0.01,0.5,0,0,"495",30497,"14","<10",0.03,2.06,0,0,"288",19161,"10","<10",0.03,1.69,0,0,"207",16199,"<10","<10",0.02,1.58,0,0,"286",17576,"15","<10",0.03,1.76,0,0,"129","8910","<10","<10",0.02,1.24,0,0,"65","8039","<10","<10",0.01,1.43,0,0
2021-01-05,3266,116000,74,0.04,1.39,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","24","<10","<10",0,0,0,0,"<10","35","<10","<10",0,0.01,0,0,"74","4112","<10","<10",0.01,0.58,0,0,"1225",33063,"21","<10",0.08,2.23,0,0,"661",21250,"11","<10",0.06,1.87,0,0,"469",18359,"10","<10",0.05,1.79,0,0,"550",19859,"16","<10",0.06,1.99,0,0,"206","10183","<10","<10",0.03,1.42,0,0,"80","9110","<10","<10",0.01,1.62,0,0
2021-01-06,6334,130948,98,0.08,1.57,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","30","<10","<10",0,0,0,0,"<10","39","<10","<10",0,0.01,0,0,"128","4861","<10","<10",0.02,0.69,0,0,"2473",36207,"31","<10",0.17,2.44,0,0,"1342",23847,"15","<10",0.12,2.1,0,0,"918",20937,"12","<10",0.09,2.04,0,0,"993",22706,"21","<10",0.1,2.27,0,0,"379","11755","<10","<10",0.05,1.64,0,0,"99","10561","<10","<10",0.02,1.88,0,0
2021-01-07,10582,145287,139,0.13,1.74,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","35","<10","<10",0,0,0,0,"<10","43","<10","<10",0,0.01,0,0,"191","5766","<10","<10",0.03,0.82,0,0,"4307",39465,"49","<10",0.29,2.66,0,0,"2275",26386,"21","<10",0.2,2.32,0,0,"1514",23437,"19","<10",0.15,2.28,0,0,"1559",25318,"29","<10",0.16,2.53,0,0,"593","13165","<10","<10",0.08,1.83,0,0,"141","11665","<10","<10",0.03,2.08,0,0
2021-01-08,15063,159328,181,0.18,1.91,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","40","<10","<10",0,0.01,0,0,"<10","52","<10","<10",0,0.01,0,0,"278","6569","<10","<10",0.04,0.93,0,0,"6258",42814,"71","<10",0.42,2.89,0,0,"3223",28994,"26","<10",0.28,2.55,0,0,"2144",25800,"27","<10",0.21,2.51,0,0,"2163",27778,"32","<10",0.22,2.78,0,0,"822","14508","12","<10",0.11,2.02,0,0,"173","12766","<10","<10",0.03,2.27,0,0
2021-01-09,16267,166138,188,0.2,1.99,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","42","<10","<10",0,0.01,0,0,"<10","58","<10","<10",0,0.01,0,0,"323","7081","<10","<10",0.05,1,0,0,"6819",44628,"73","<10",0.46,3.01,0,0,"3438",30228,"27","<10",0.3,2.66,0,0,"2324",26855,"28","<10",0.23,2.61,0,0,"2306",28919,"34","<10",0.23,2.9,0,0,"871","15136","12","<10",0.12,2.11,0,0,"183","13182","<10","<10",0.03,2.35,0,0
2021-01-10,17095,172849,198,0.21,2.07,0,0,"<10","<10","<10","<10",0,0,0,0,"<10","45","<10","<10",0,0.01,0,0,"<10","64","<10","<10",0,0.01,0,0,"350","7561","<10","<10",0.05,1.07,0,0,"7209",46311,"79","<10",0.49,3.12,0.01,0,"3615",31540,"28","<10",0.32,2.77,0,0,"2426",28013,"28","<10",0.24,2.72,0,0,"2390",29925,"36","<10",0.24,3,0,0,"912","15712","12","<10",0.13,2.19,0,0,"190","13669","<10","<10",0.03,2.43,0,0
2021-01-11,23290,193085,257,0.28,2.32,0,0,"<10","12","<10","<10",0,0,0,0,"<10","52","<10","<10",0,0.01,0,0,"<10","69","<10","<10",0,0.02,0,0,"467","8396","<10","<10",0.07,1.19,0,0,"8995",50184,"92","<10",0.61,3.38,0.01,0,"4646",35399,"38","<10",0.41,3.11,0,0,"3316",31394,"41","<10",0.32,3.05,0,0,"3444",32801,"48","<10",0.34,3.28,0,0,"1489","17281","19","<10",0.21,2.4,0,0,"929","17497","11","<10",0.17,3.12,0,0
2021-01-12,29763,215835,304,0.36,2.59,0,0,"<10","12","<10","<10",0,0,0,0,"<10","57","<10","<10",0,0.01,0,0,"<10","77","<10","<10",0,0.02,0,0,"611","9205","<10","<10",0.09,1.31,0,0,"10954",54039,"103","<10",0.74,3.64,0.01,0,"5745",39220,"46","<10",0.51,3.45,0,0,"4330",34748,"49","<10",0.42,3.38,0,0,"4556",36025,"58","<10",0.46,3.61,0.01,0,"2030","19724","27","<10",0.28,2.74,0,0,"1533","22728","13","<10",0.27,4.05,0,0
2021-01-13,37300,241704,354,0.45,2.9,0,0,"<10","13","<10","<10",0,0,0,0,"<10","66","<10","<10",0,0.01,0,0,"<10","86","<10","<10",0,0.02,0,0,"769","9989","10","<10",0.11,1.42,0,0,"13000",57632,"112","<10",0.88,3.88,0.01,0,"6957",42767,"52","<10",0.61,3.76,0,0,"5420",38211,"55","<10",0.53,3.72,0.01,0,"5764",39421,"74","<10",0.58,3.95,0.01,0,"2758","24495","33","<10",0.38,3.41,0,0,"2628","29024","18","<10",0.47,5.17,0,0
2021-01-14,41411,270160,391,0.5,3.24,0,0,"<10","13","<10","<10",0,0,0,0,"<10","71","<10","<10",0,0.01,0,0,"<10","99","<10","<10",0,0.02,0,0,"879","10803","12","<10",0.12,1.53,0,0,"14282",61071,"120","<10",0.96,4.12,0.01,0,"7764",46445,"56","<10",0.68,4.09,0,0,"6088",41690,"66","<10",0.59,4.06,0.01,0,"6483",42773,"80","<10",0.65,4.28,0.01,0,"3063","30875","36","<10",0.43,4.3,0.01,0,"2848","36320","21","<10",0.51,6.47,0,0
2021-01-15,44295,293348,425,0.53,3.52,0.01,0,"<10","13","<10","<10",0,0,0,0,"<10","74","<10","<10",0,0.01,0,0,"<10","106","<10","<10",0,0.02,0,0,"972","11478","12","<10",0.14,1.63,0,0,"15189",64180,"129","<10",1.02,4.33,0.01,0,"8325",49439,"61","<10",0.73,4.35,0.01,0,"6527",44372,"69","<10",0.63,4.32,0.01,0,"7004",45630,"91","<10",0.7,4.57,0.01,0,"3295","36316","41","<10",0.46,5.05,0.01,0,"2977","41740","22","<10",0.53,7.43,0,0
2021-01-16,46018,317194,454,0.55,3.8,0.01,0,"<10","13","<10","<10",0,0,0,0,"<10","75","<10","<10",0,0.01,0,0,"<10","113","<10","<10",0,0.03,0,0,"1046","12148","14","<10",0.15,1.72,0,0,"15627",67042,"133","<10",1.05,4.52,0.01,0,"8611",52090,"67","<10",0.76,4.58,0.01,0,"6765",46886,"74","<10",0.66,4.56,0.01,0,"7276",48117,"97","<10",0.73,4.82,0.01,0,"3513","43203","45","<10",0.49,6.01,0.01,0,"3174","47507","24","<10",0.57,8.46,0,0
2021-01-17,47152,335323,469,0.57,4.02,0.01,0,"<10","14","<10","<10",0,0,0,0,"<10","77","<10","<10",0,0.01,0,0,"<10","117","<10","<10",0,0.03,0,0,"1097","12635","14","<10",0.16,1.79,0,0,"15881",69076,"136","<10",1.07,4.66,0.01,0,"8785",53982,"70","<10",0.77,4.75,0.01,0,"6938",48612,"75","<10",0.67,4.73,0.01,0,"7439",49953,"101","<10",0.74,5,0.01,0,"3665","48714","45","<10",0.51,6.78,0.01,0,"3341","52143","28","<10",0.59,9.28,0,0
2021-01-18,49568,357488,520,0.59,4.29,0.01,0,"<10","14","<10","<10",0,0,0,0,"<10","77","<10","<10",0,0.01,0,0,"<10","124","<10","<10",0,0.03,0,0,"1137","13152","16","<10",0.16,1.87,0,0,"16151",71321,"145","<10",1.09,4.81,0.01,0,"9033",56265,"77","<10",0.79,4.95,0.01,0,"7271",50964,"85","<10",0.71,4.96,0.01,0,"7927",52607,"112","<10",0.79,5.27,0.01,0,"4087","55164","51","<10",0.57,7.67,0.01,0,"3956","57800","34","<10",0.7,10.29,0.01,0
2021-01-19,57522,384261,586,0.69,4.61,0.01,0,"<10","14","<10","<10",0,0,0,0,"<10","79","<10","<10",0,0.01,0,0,"<10","136","<10","<10",0,0.03,0,0,"1319","13895","17","<10",0.19,1.97,0,0,"17921",74199,"156","<10",1.21,5,0.01,0,"10297",59202,"82","<10",0.91,5.21,0.01,0,"8570",53870,"101","<10",0.83,5.24,0.01,0,"9468",55807,"127","<10",0.95,5.59,0.01,0,"5019","62830","64","<10",0.7,8.74,0.01,0,"4920","64229","39","<10",0.88,11.44,0.01,0
2021-01-20,65080,412333,648,0.78,4.95,0.01,0,"<10","14","<10","<10",0,0,0,0,"<10","83","<10","<10",0,0.01,0,0,"<10","142","<10","<10",0,0.03,0,0,"1532","14567","19","<10",0.22,2.07,0,0,"19616",77091,"174","<10",1.32,5.2,0.01,0,"11609",62067,"87","<10",1.02,5.46,0.01,0,"9721",56697,"110","<10",0.95,5.51,0.01,0,"10772",58907,"141","<10",1.08,5.9,0.01,0,"5824","70991","71","<10",0.81,9.88,0.01,0,"5997","71774","46","<10",1.07,12.78,0.01,0
2021-01-21,71341,432686,715,0.86,5.19,0.01,0,"<10","14","<10","<10",0,0,0,0,"<10","84","<10","<10",0,0.01,0,0,"<10","151","<10","<10",0,0.03,0,0,"1758","15021","23","<10",0.25,2.13,0,0,"21098",78807,"188","<10",1.42,5.31,0.01,0,"12761",63889,"97","<10",1.12,5.62,0.01,0,"10656",58683,"116","<10",1.04,5.71,0.01,0,"11929",61276,"159","<10",1.19,6.13,0.02,0,"6545","77121","78","<10",0.91,10.73,0.01,0,"6585","77640","54","<10",1.17,13.82,0.01,0
2021-01-22,74723,452385,758,0.9,5.43,0.01,0,"<10","14","<10","<10",0,0,0,0,"<10","85","<10","<10",0,0.01,0,0,"<10","152","<10","<10",0,0.04,0,0,"1864","15492","23","<10",0.26,2.2,0,0,"22037",80611,"195","<10",1.49,5.43,0.01,0,"13475",65730,"103","<10",1.19,5.78,0.01,0,"11247",60670,"123","<10",1.09,5.9,0.01,0,"12519",63435,"168","<10",1.25,6.35,0.02,0,"6827","83054","90","<10",0.95,11.55,0.01,0,"6743","83142","56","<10",1.2,14.8,0.01,0
2021-01-23,77150,464690,774,0.93,5.57,0.01,0,"<10","14","<10","<10",0,0,0,0,"<10","87","<10","<10",0,0.01,0,0,"<10","153","<10","<10",0,0.04,0,0,"1996","15763","23","<10",0.28,2.24,0,0,"22805",81720,"198","<10",1.54,5.51,0.01,0,"13955",66749,"106","<10",1.23,5.87,0.01,0,"11641",61745,"126","<10",1.13,6.01,0.01,0,"12873",64747,"171","<10",1.29,6.48,0.02,0,"7019","87218","91","<10",0.98,12.13,0.01,0,"6850","86494","59","<10",1.22,15.4,0.01,0
2021-01-24,79705,469936,797,0.96,5.64,0.01,0,"<10","14","<10","<10",0,0,0,0,"<10","88","<10","<10",0,0.01,0,0,"14","156","<10","<10",0,0.04,0,0,"2191","15924","24","<10",0.31,2.26,0,0,"23564",82263,"203","<10",1.59,5.54,0.01,0,"14389",67256,"107","<10",1.27,5.92,0.01,0,"11998",62324,"133","<10",1.17,6.06,0.01,0,"13237",65363,"172","<10",1.33,6.54,0.02,0,"7271","88662","95","<10",1.01,12.33,0.01,0,"7037","87886","63","<10",1.25,15.65,0.01,0
2021-01-25,89109,481207,874,1.07,5.77,0.01,0,"<10","14","<10","<10",0,0,0,0,"<10","88","<10","<10",0,0.01,0,0,"16","162","<10","<10",0,0.04,0,0,"2566","16223","24","<10",0.36,2.3,0,0,"25819",83395,"221","<10",1.74,5.62,0.01,0,"16022",68422,"125","<10",1.41,6.02,0.01,0,"13610",63574,"144","<10",1.32,6.18,0.01,0,"15037",66838,"183","<10",1.51,6.69,0.02,0,"8181","91782","108","<10",1.14,12.77,0.02,0,"7854","90709","69","<10",1.4,16.15,0.01,0
2021-01-26,97818,494827,954,1.17,5.94,0.01,0,"<10","14","<10","<10",0,0,0,0,"<10","89","<10","<10",0,0.01,0,0,"17","164","<10","<10",0,0.04,0,0,"2948","16528","27","<10",0.42,2.35,0,0,"27812",84525,"235","<10",1.87,5.7,0.02,0,"17460",69584,"135","<10",1.54,6.12,0.01,0,"15121",64927,"157","<10",1.47,6.32,0.02,0,"16641",68565,"193","<10",1.67,6.86,0.02,0,"9072","96081","122","<10",1.26,13.37,0.02,0,"8743","94350","85","<10",1.56,16.8,0.02,0
2021-01-27,107923,511815,1034,1.29,6.14,0.01,0,"<10","14","<10","<10",0,0,0,0,"<10","89","<10","<10",0,0.01,0,0,"18","170","<10","<10",0,0.04,0,0,"3497","16904","31","<10",0.5,2.4,0,0,"30059",85882,"242","<10",2.03,5.79,0.02,0,"19128",71077,"146","<10",1.68,6.25,0.01,0,"16701",66555,"170","<10",1.62,6.47,0.02,0,"18429",70553,"211","<10",1.84,7.06,0.02,0,"10103","101803","136","<10",1.41,14.16,0.02,0,"9983","98768","98","<10",1.78,17.59,0.02,0
2021-01-28,117733,537453,1110,1.41,6.45,0.01,0,"<10","14","<10","<10",0,0,0,0,"<10","90","<10","<10",0,0.01,0,0,"19","175","<10","<10",0,0.04,0,0,"4065","17563","34","<10",0.58,2.49,0,0,"32492",88246,"262","<10",2.19,5.95,0.02,0,"20790",73450,"157","<10",1.83,6.46,0.01,0,"18320",69108,"181","<10",1.78,6.72,0.02,0,"20129",73401,"225","<10",2.02,7.35,0.02,0,"10987","110244","146","<10",1.53,15.34,0.02,0,"10926","105162","105","<10",1.95,18.73,0.02,0
