"DATE","CITY_COUNT_FULLY_CUMULATIVE","CITY_COUNT_1PLUS_CUMULATIVE","CITY_COUNT_ADDITIONAL_CUMULATIVE","CITY_PERC_FULLY","CITY_PERC_1PLUS","CITY_PERC_ADDITIONAL","CITY_PERC_BIVALENT_ADDITIONAL","COUNT_FULLY_CUMULATIVE_0_4","COUNT_1PLUS_CUMULATIVE_0_4","COUNT_ADDITIONAL_CUMULATIVE_0_4","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_0_4","PERC_FULLY_0_4","PERC_1PLUS_0_4","PERC_ADDITIONAL_0_4","PERC_BIVALENT_ADDITIONAL_0_4","COUNT_FULLY_CUMULATIVE_5_12","COUNT_1PLUS_CUMULATIVE_5_12","COUNT_ADDITIONAL_CUMULATIVE_5_12","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_5_12","PERC_FULLY_5_12","PERC_1PLUS_5_12","PERC_ADDITIONAL_5_12","PERC_BIVALENT_ADDITIONAL_5_12","COUNT_FULLY_CUMULATIVE_13_17","COUNT_1PLUS_CUMULATIVE_13_17","COUNT_ADDITIONAL_CUMULATIVE_13_17","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_13_17","PERC_FULLY_13_17","PERC_1PLUS_13_17","PERC_ADDITIONAL_13_17","PERC_BIVALENT_ADDITIONAL_13_17","COUNT_FULLY_CUMULATIVE_18_24","COUNT_1PLUS_CUMULATIVE_18_24","COUNT_ADDITIONAL_CUMULATIVE_18_24","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_18_24","PERC_FULLY_18_24","PERC_1PLUS_18_24","PERC_ADDITIONAL_18_24","PERC_BIVALENT_ADDITIONAL_18_24","COUNT_FULLY_CUMULATIVE_25_34","COUNT_1PLUS_CUMULATIVE_25_34","COUNT_ADDITIONAL_CUMULATIVE_25_34","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_25_34","PERC_FULLY_25_34","PERC_1PLUS_25_34","PERC_ADDITIONAL_25_34","PERC_BIVALENT_ADDITIONAL_25_34","COUNT_FULLY_CUMULATIVE_35_44","COUNT_1PLUS_CUMULATIVE_35_44","COUNT_ADDITIONAL_CUMULATIVE_35_44","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_35_44","PERC_FULLY_35_44","PERC_1PLUS_35_44","PERC_ADDITIONAL_35_44","PERC_BIVALENT_ADDITIONAL_35_44","COUNT_FULLY_CUMULATIVE_45_54","COUNT_1PLUS_CUMULATIVE_45_54","COUNT_ADDITIONAL_CUMULATIVE_45_54","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_45_54","PERC_FULLY_45_54","PERC_1PLUS_45_54","PERC_ADDITIONAL_45_54","PERC_BIVALENT_ADDITIONAL_45_54","COUNT_FULLY_CUMULATIVE_55_64","COUNT_1PLUS_CUMULATIVE_55_64","COUNT_ADDITIONAL_CUMULATIVE_55_64","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_55_64","PERC_FULLY_55_64","PERC_1PLUS_55_64","PERC_ADDITIONAL_55_64","PERC_BIVALENT_ADDITIONAL_55_64","COUNT_FULLY_CUMULATIVE_65_74","COUNT_1PLUS_CUMULATIVE_65_74","COUNT_ADDITIONAL_CUMULATIVE_65_74","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_65_74","PERC_FULLY_65_74","PERC_1PLUS_65_74","PERC_ADDITIONAL_65_74","PERC_BIVALENT_ADDITIONAL_65_74","COUNT_FULLY_CUMULATIVE_75up","COUNT_1PLUS_CUMULATIVE_75up","COUNT_ADDITIONAL_CUMULATIVE_75up","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_75up","PERC_FULLY_75up","PERC_1PLUS_75up","PERC_ADDITIONAL_75up","PERC_BIVALENT_ADDITIONAL_75up"
2021-06-09,4071699,4565923,44066,48.84,54.77,0.53,0,"32","96","<10","<10",0.01,0.02,0,0,"7833","19195","23","<10",1.05,2.57,0,0,"81564","139860","223","<10",18.84,32.31,0.05,0,"305634","368772","1965","37",43.37,52.33,0.28,0.01,"746481",840610,"5301","62",50.31,56.66,0.36,0,"663415",744543,"5403","26",58.35,65.49,0.48,0,"653772",722590,"6817","23",63.59,70.28,0.66,0,"706571",765861,"8647","20",70.73,76.67,0.87,0,"544983","579357","8741","15",75.82,80.6,1.22,0,"361414","385039","6946","<10",64.35,68.56,1.24,0
2021-06-10,4096113,4580257,44248,49.13,54.94,0.53,0,"32","96","<10","<10",0.01,0.02,0,0,"8591","19542","25","<10",1.15,2.61,0,0,"85227","141526","236","<10",19.69,32.7,0.05,0,"308656","370784","1983","37",43.8,52.62,0.28,0.01,"750853",843561,"5324","62",50.61,56.86,0.36,0,"667476",747076,"5434","26",58.71,65.71,0.48,0,"657203",724478,"6851","23",63.92,70.47,0.67,0,"709361",767438,"8675","20",71.01,76.83,0.87,0,"546397","580168","8759","15",76.02,80.71,1.22,0,"362317","385588","6961","<10",64.51,68.66,1.24,0
2021-06-11,4123561,4595363,44450,49.46,55.12,0.53,0,"32","96","<10","<10",0.01,0.02,0,0,"9577","20002","26","<10",1.28,2.68,0,0,"89838","143539","243","<10",20.76,33.16,0.06,0,"311894","372739","2001","37",44.26,52.9,0.28,0.01,"755767",846575,"5364","62",50.94,57.06,0.36,0,"672019",749807,"5464","26",59.11,65.95,0.48,0,"660953",726567,"6872","23",64.29,70.67,0.67,0,"712355",769042,"8719","20",71.31,76.99,0.87,0,"547869","580948","8785","15",76.22,80.82,1.22,0,"363257","386048","6976","<10",64.68,68.74,1.24,0
2021-06-12,4144625,4607229,44566,49.71,55.26,0.53,0,"32","98","<10","<10",0.01,0.02,0,0,"10364","20485","27","<10",1.39,2.74,0,0,"94128","145705","248","<10",21.75,33.66,0.06,0,"314376","374203","2012","37",44.61,53.1,0.29,0.01,"759481",848867,"5383","62",51.19,57.21,0.36,0,"675339",751839,"5480","26",59.4,66.13,0.48,0,"663897",728119,"6895","23",64.58,70.82,0.67,0,"714514",770172,"8741","20",71.53,77.1,0.88,0,"548783","581446","8798","15",76.35,80.89,1.22,0,"363711","386295","6982","<10",64.76,68.78,1.24,0
2021-06-13,4156739,4612525,44627,49.86,55.33,0.54,0,"32","98","<10","<10",0.01,0.02,0,0,"10861","20657","30","<10",1.45,2.76,0,0,"96507","146500","252","<10",22.3,33.85,0.06,0,"315919","374879","2018","37",44.83,53.2,0.29,0.01,"761695",850028,"5389","62",51.34,57.29,0.36,0,"677350",752871,"5493","26",59.58,66.22,0.48,0,"665614",728846,"6903","23",64.74,70.89,0.67,0,"715619",770629,"8749","20",71.64,77.15,0.88,0,"549214","581633","8806","15",76.41,80.92,1.23,0,"363928","386384","6987","<10",64.8,68.8,1.24,0
2021-06-14,4177950,4624679,44800,50.11,55.47,0.54,0,"32","98","<10","<10",0.01,0.02,0,0,"11437","20946","31","<10",1.53,2.8,0,0,"99398","148000","263","<10",22.96,34.19,0.06,0,"318677","376643","2033","37",45.22,53.45,0.29,0.01,"765775",852505,"5413","62",51.61,57.46,0.36,0,"680960",754966,"5530","26",59.9,66.41,0.49,0,"668724",730565,"6924","23",65.05,71.06,0.67,0,"717993",771954,"8778","20",71.88,77.28,0.88,0,"550369","582273","8825","15",76.57,81.01,1.23,0,"364585","386729","7003","<10",64.92,68.86,1.25,0
2021-06-15,4200988,4638439,45004,50.39,55.64,0.54,0,"32","98","<10","<10",0.01,0.02,0,0,"11997","21271","33","<10",1.6,2.85,0,0,"102507","149820","271","<10",23.68,34.61,0.06,0,"321814","378516","2056","38",45.67,53.72,0.29,0.01,"770268",855253,"5446","62",51.92,57.64,0.37,0,"684901",757324,"5555","26",60.24,66.61,0.49,0,"671899",732461,"6957","24",65.35,71.25,0.68,0,"720576",773477,"8818","20",72.14,77.43,0.88,0,"551619","583043","8847","15",76.74,81.11,1.23,0,"365375","387176","7021","<10",65.06,68.94,1.25,0
2021-06-16,4222257,4651864,45210,50.65,55.8,0.54,0,"32","98","<10","<10",0.01,0.02,0,0,"12523","21610","34","<10",1.68,2.89,0,0,"105476","151580","282","<10",24.37,35.02,0.07,0,"324762","380361","2068","38",46.09,53.98,0.29,0.01,"774256",857743,"5476","62",52.18,57.81,0.37,0,"688385",759660,"5591","26",60.55,66.82,0.49,0,"674838",734272,"6995","24",65.64,71.42,0.68,0,"723050",775015,"8851","20",72.38,77.58,0.89,0,"552818","583813","8875","15",76.91,81.22,1.23,0,"366117","387712","7038","<10",65.19,69.04,1.25,0
2021-06-17,4242783,4664699,45390,50.89,55.95,0.54,0,"32","99","<10","<10",0.01,0.02,0,0,"13027","21959","36","<10",1.74,2.94,0,0,"108255","153211","296","<10",25.01,35.4,0.07,0,"327575","382114","2087","38",46.49,54.23,0.3,0.01,"778154",860289,"5499","62",52.45,57.98,0.37,0,"691827",761855,"5626","26",60.85,67.01,0.49,0,"677673",736034,"7014","24",65.92,71.59,0.68,0,"725433",776447,"8874","20",72.62,77.73,0.89,0,"553984","584520","8900","15",77.07,81.32,1.24,0,"366823","388171","7058","<10",65.32,69.12,1.26,0
2021-06-18,4263309,4678806,45546,51.14,56.12,0.55,0,"32","99","<10","<10",0.01,0.02,0,0,"13619","22371","38","<10",1.82,2.99,0.01,0,"111236","155154","301","<10",25.7,35.85,0.07,0,"330279","383965","2105","38",46.87,54.49,0.3,0.01,"781973",863105,"5519","62",52.7,58.17,0.37,0,"695348",764179,"5648","26",61.16,67.22,0.5,0,"680535",737998,"7046","24",66.19,71.78,0.69,0,"727708",777986,"8896","20",72.85,77.88,0.89,0,"555110","585292","8924","15",77.23,81.43,1.24,0,"367469","388657","7069","<10",65.43,69.2,1.26,0
2021-06-19,4278293,4688777,45658,51.32,56.24,0.55,0,"32","99","<10","<10",0.01,0.02,0,0,"14133","22739","40","<10",1.89,3.04,0.01,0,"114012","156887","307","<10",26.34,36.25,0.07,0,"332173","385213","2117","38",47.14,54.67,0.3,0.01,"784622",864981,"5538","62",52.88,58.3,0.37,0,"697855",765869,"5666","26",61.38,67.36,0.5,0,"682654",739351,"7064","24",66.4,71.92,0.69,0,"729339",779024,"8909","20",73.01,77.99,0.89,0,"555712","585726","8940","15",77.31,81.49,1.24,0,"367761","388888","7077","<10",65.48,69.25,1.26,0
2021-06-20,4286327,4693982,45718,51.41,56.3,0.55,0,"32","100","<10","<10",0.01,0.02,0,0,"14389","22929","41","<10",1.92,3.07,0.01,0,"115375","157773","312","<10",26.66,36.45,0.07,0,"333262","385912","2124","38",47.29,54.76,0.3,0.01,"786285",866096,"5548","62",52.99,58.37,0.37,0,"699305",766761,"5671","26",61.51,67.44,0.5,0,"683733",740065,"7074","24",66.51,71.98,0.69,0,"730083",779495,"8920","20",73.09,78.03,0.89,0,"555991","585884","8946","15",77.35,81.51,1.24,0,"367872","388967","7082","<10",65.5,69.26,1.26,0
2021-06-21,4298098,4705974,45844,51.56,56.45,0.55,0,"32","101","<10","<10",0.01,0.02,0,0,"14580","23273","43","<10",1.95,3.11,0.01,0,"116478","159476","320","<10",26.91,36.84,0.07,0,"334881","387522","2129","38",47.52,54.99,0.3,0.01,"788607",868389,"5561","63",53.15,58.53,0.37,0,"701492",768795,"5697","27",61.7,67.62,0.5,0,"685538",741702,"7093","24",66.68,72.14,0.69,0,"731576",780794,"8948","20",73.24,78.16,0.9,0,"556675","586576","8960","15",77.45,81.61,1.25,0,"368239","389346","7093","<10",65.57,69.33,1.26,0
2021-06-22,4315414,4717471,45992,51.76,56.59,0.55,0,"32","102","<10","<10",0.01,0.02,0,0,"15010","23606","43","<10",2.01,3.16,0.01,0,"118606","161079","328","<10",27.4,37.21,0.08,0,"337326","389036","2146","38",47.87,55.21,0.3,0.01,"791973",870617,"5579","63",53.38,58.68,0.38,0,"704580",770752,"5720","27",61.97,67.79,0.5,0,"687959",743304,"7119","24",66.92,72.3,0.69,0,"733534",782113,"8974","20",73.43,78.3,0.9,0,"557634","587171","8975","15",77.58,81.69,1.25,0,"368760","389691","7108","<10",65.66,69.39,1.27,0
2021-06-23,4332485,4729502,46129,51.97,56.73,0.55,0,"32","103","<10","<10",0.01,0.02,0,0,"15480","23902","44","<10",2.07,3.2,0.01,0,"120720","162679","333","<10",27.89,37.58,0.08,0,"339701","390667","2158","38",48.21,55.44,0.31,0.01,"795105",872875,"5594","63",53.59,58.83,0.38,0,"707491",772773,"5738","27",62.23,67.97,0.5,0,"690376",745034,"7144","24",67.15,72.47,0.69,0,"735528",783471,"9003","20",73.63,78.43,0.9,0,"558638","587849","8992","15",77.72,81.78,1.25,0,"369414","390149","7123","<10",65.78,69.47,1.27,0
2021-06-24,4348806,4740759,46277,52.16,56.87,0.56,0,"32","104","<10","<10",0.01,0.02,0,0,"15918","24197","45","<10",2.13,3.24,0.01,0,"123137","164155","340","<10",28.45,37.92,0.08,0,"341903","392134","2168","38",48.52,55.65,0.31,0.01,"798040",875080,"5605","63",53.79,58.98,0.38,0,"710248",774759,"5768","28",62.47,68.15,0.51,0,"692605",746582,"7170","24",67.37,72.62,0.7,0,"737395",784758,"9031","20",73.82,78.56,0.9,0,"559568","588463","9007","15",77.85,81.87,1.25,0,"369960","390527","7143","<10",65.87,69.54,1.27,0
2021-06-25,4364909,4752897,46415,52.36,57.01,0.56,0,"32","104","<10","<10",0.01,0.02,0,0,"16383","24549","46","<10",2.19,3.28,0.01,0,"125376","165803","349","<10",28.97,38.31,0.08,0,"344119","393687","2181","38",48.83,55.87,0.31,0.01,"801052",877412,"5628","63",53.99,59.14,0.38,0,"712965",776886,"5787","28",62.71,68.33,0.51,0,"694925",748319,"7192","24",67.59,72.79,0.7,0,"739192",786099,"9054","20",74,78.69,0.91,0,"560406","589106","9028","15",77.96,81.96,1.26,0,"370459","390932","7150","<10",65.96,69.61,1.27,0
2021-06-26,4376638,4761898,46513,52.5,57.12,0.56,0,"32","104","<10","<10",0.01,0.02,0,0,"16859","24928","48","<10",2.26,3.33,0.01,0,"127679","167376","351","<10",29.5,38.67,0.08,0,"345552","394802","2187","38",49.04,56.03,0.31,0.01,"803100",879104,"5650","63",54.13,59.25,0.38,0,"714812",778403,"5801","28",62.87,68.47,0.51,0,"696607",749584,"7209","24",67.76,72.91,0.7,0,"740362",786978,"9070","20",74.12,78.78,0.91,0,"560932","589489","9042","15",78.04,82.01,1.26,0,"370703","391130","7155","<10",66.01,69.64,1.27,0
2021-06-27,4383399,4767556,46560,52.58,57.19,0.56,0,"32","104","<10","<10",0.01,0.02,0,0,"17141","25162","49","<10",2.29,3.37,0.01,0,"128991","168411","352","<10",29.8,38.91,0.08,0,"346522","395546","2193","38",49.18,56.13,0.31,0.01,"804371",880225,"5655","63",54.21,59.33,0.38,0,"715944",779411,"5811","28",62.97,68.56,0.51,0,"697485",750335,"7216","24",67.84,72.98,0.7,0,"740960",787440,"9080","20",74.18,78.83,0.91,0,"561152","589710","9045","15",78.07,82.04,1.26,0,"370801","391212","7159","<10",66.02,69.66,1.27,0
2021-06-28,4395293,4778044,46709,52.72,57.31,0.56,0,"32","104","<10","<10",0.01,0.02,0,0,"17488","25571","50","<10",2.34,3.42,0.01,0,"130766","170093","362","<10",30.21,39.3,0.08,0,"348149","396934","2205","38",49.41,56.33,0.31,0.01,"806661",882150,"5680","63",54.37,59.46,0.38,0,"717853",781131,"5835","28",63.14,68.71,0.51,0,"699192",751730,"7242","24",68.01,73.12,0.7,0,"742229",788518,"9105","20",74.3,78.94,0.91,0,"561770","590258","9057","16",78.15,82.12,1.26,0,"371153","391555","7173","<10",66.09,69.72,1.28,0
2021-06-29,4409097,4789077,46870,52.89,57.44,0.56,0,"32","104","<10","<10",0.01,0.02,0,0,"17876","25927","51","<10",2.39,3.47,0.01,0,"132741","171776","371","<10",30.67,39.69,0.09,0,"350147","398404","2218","38",49.69,56.54,0.31,0.01,"809193",884221,"5714","63",54.54,59.6,0.39,0,"720252",782923,"5864","28",63.35,68.86,0.52,0,"701013",753167,"7273","24",68.19,73.26,0.71,0,"743743",789729,"9129","20",74.45,79.06,0.91,0,"562483","590877","9070","16",78.25,82.2,1.26,0,"371617","391949","7180","<10",66.17,69.79,1.28,0
2021-06-30,4421480,4799698,47066,53.04,57.57,0.56,0,"32","105","<10","<10",0.01,0.02,0,0,"18174","26211","52","<10",2.43,3.51,0.01,0,"134123","173218","383","<10",30.99,40.02,0.09,0,"351829","399880","2232","38",49.93,56.75,0.32,0.01,"811635",886223,"5742","63",54.7,59.73,0.39,0,"722430",784683,"5902","28",63.54,69.02,0.52,0,"702782",754717,"7308","24",68.36,73.41,0.71,0,"745227",790883,"9167","21",74.6,79.17,0.92,0,"563172","591454","9088","16",78.35,82.28,1.26,0,"372076","392324","7192","<10",66.25,69.86,1.28,0
2021-07-01,4433769,4810495,47295,53.18,57.7,0.57,0,"32","105","<10","<10",0.01,0.02,0,0,"18507","26576","54","<10",2.48,3.56,0.01,0,"135636","174761","389","10",31.34,40.37,0.09,0,"353558","401353","2255","39",50.17,56.96,0.32,0.01,"813964",888255,"5777","63",54.86,59.87,0.39,0,"724556",786479,"5944","29",63.73,69.18,0.52,0,"704458",756192,"7349","24",68.52,73.55,0.71,0,"746576",792024,"9200","21",74.74,79.29,0.92,0,"563935","592056","9115","16",78.46,82.37,1.27,0,"372547","392694","7212","<10",66.34,69.92,1.28,0
2021-07-02,4446736,4821775,47424,53.34,57.84,0.57,0,"32","106","<10","<10",0.01,0.02,0,0,"18924","26965","55","<10",2.53,3.61,0.01,0,"137424","176327","395","10",31.75,40.74,0.09,0,"355248","402815","2268","39",50.41,57.16,0.32,0.01,"816378",890446,"5797","63",55.02,60.02,0.39,0,"726723",788454,"5967","29",63.92,69.35,0.52,0,"706309",757768,"7375","24",68.7,73.71,0.72,0,"748048",793265,"9220","21",74.89,79.41,0.92,0,"564680","592585","9126","16",78.56,82.44,1.27,0,"372970","393044","7221","<10",66.41,69.99,1.29,0
2021-07-03,4456349,4830079,47520,53.45,57.94,0.57,0,"32","107","<10","<10",0.01,0.02,0,0,"19309","27241","55","<10",2.58,3.64,0.01,0,"139115","177563","397","10",32.14,41.02,0.09,0,"356484","403863","2280","39",50.59,57.31,0.32,0.01,"818085",892128,"5820","63",55.14,60.13,0.39,0,"728368",789917,"5984","29",64.07,69.48,0.53,0,"707663",758915,"7393","24",68.83,73.82,0.72,0,"748992",794147,"9235","21",74.98,79.5,0.92,0,"565122","592965","9131","16",78.62,82.49,1.27,0,"373179","393233","7225","<10",66.45,70.02,1.29,0
2021-07-04,4458247,4831902,47545,53.48,57.96,0.57,0,"32","107","<10","<10",0.01,0.02,0,0,"19358","27288","55","<10",2.59,3.65,0.01,0,"139367","177798","398","10",32.2,41.08,0.09,0,"356715","404076","2280","39",50.62,57.34,0.32,0.01,"818529",892546,"5826","63",55.17,60.16,0.39,0,"728782",790280,"5988","29",64.1,69.51,0.53,0,"707922",759209,"7396","24",68.86,73.85,0.72,0,"749152",794305,"9239","21",75,79.52,0.92,0,"565179","593032","9136","16",78.63,82.5,1.27,0,"373211","393261","7227","<10",66.45,70.02,1.29,0
2021-07-05,4466737,4839817,47632,53.58,58.05,0.57,0,"32","107","<10","<10",0.01,0.02,0,0,"19596","27548","55","<10",2.62,3.69,0.01,0,"140537","178967","399","10",32.47,41.35,0.09,0,"357945","405225","2287","39",50.8,57.51,0.32,0.01,"820195",894171,"5840","63",55.28,60.27,0.39,0,"730263",791644,"6008","29",64.23,69.63,0.53,0,"709081",760288,"7410","24",68.97,73.95,0.72,0,"750076",795096,"9257","21",75.09,79.6,0.93,0,"565589","593342","9142","16",78.69,82.55,1.27,0,"373423","393429","7234","<10",66.49,70.05,1.29,0
2021-07-06,4480929,4850655,47787,53.75,58.18,0.57,0,"32","107","<10","<10",0.01,0.02,0,0,"19954","27897","56","<10",2.67,3.73,0.01,0,"142496","180464","400","10",32.92,41.69,0.09,0,"359858","406783","2302","39",51.07,57.73,0.33,0.01,"822794",896194,"5866","63",55.46,60.4,0.4,0,"732628",793479,"6033","29",64.44,69.79,0.53,0,"711118",761778,"7434","24",69.17,74.1,0.72,0,"751731",796225,"9291","21",75.25,79.71,0.93,0,"566427","593929","9159","16",78.8,82.63,1.27,0,"373891","393799","7246","<10",66.57,70.12,1.29,0
2021-07-07,4493481,4860712,47949,53.9,58.3,0.58,0,"32","109","<10","<10",0.01,0.02,0,0,"20257","28171","56","<10",2.71,3.77,0.01,0,"144136","181771","406","10",33.3,41.99,0.09,0,"361541","408269","2315","39",51.31,57.94,0.33,0.01,"825068",898095,"5889","63",55.61,60.53,0.4,0,"734807",795148,"6056","29",64.63,69.94,0.53,0,"712923",763200,"7472","24",69.34,74.23,0.73,0,"753132",797326,"9317","21",75.39,79.82,0.93,0,"567218","594456","9176","16",78.91,82.7,1.28,0,"374367","394167","7262","<10",66.66,70.19,1.29,0
2021-07-08,4504882,4870231,48087,54.04,58.42,0.58,0,"32","110","<10","<10",0.01,0.02,0,0,"20556","28452","56","<10",2.75,3.81,0.01,0,"145533","183065","413","10",33.62,42.29,0.1,0,"363118","409674","2333","39",51.53,58.14,0.33,0.01,"827196",899827,"5907","63",55.75,60.65,0.4,0,"736733",796683,"6086","29",64.8,70.07,0.54,0,"714474",764530,"7485","24",69.5,74.36,0.73,0,"754522",798355,"9347","21",75.53,79.92,0.94,0,"567888","595023","9191","16",79.01,82.78,1.28,0,"374830","394512","7269","<10",66.74,70.25,1.29,0
2021-07-09,4517146,4879978,48196,54.18,58.54,0.58,0,"32","110","<10","<10",0.01,0.02,0,0,"20915","28791","56","<10",2.8,3.85,0.01,0,"147247","184469","415","10",34.02,42.62,0.1,0,"364788","411096","2340","39",51.77,58.34,0.33,0.01,"829609",901610,"5925","63",55.91,60.77,0.4,0,"738749",798339,"6107","29",64.98,70.22,0.54,0,"716165",765869,"7507","24",69.66,74.49,0.73,0,"755887",799381,"9368","21",75.67,80.02,0.94,0,"568531","595528","9198","16",79.1,82.85,1.28,0,"375223","394785","7280","<10",66.81,70.3,1.3,0
2021-07-10,4527032,4888197,48278,54.3,58.63,0.58,0,"33","110","<10","<10",0.01,0.02,0,0,"21306","29112","56","<10",2.85,3.89,0.01,0,"149032","185720","421","10",34.43,42.91,0.1,0,"366037","412282","2349","39",51.94,58.51,0.33,0.01,"831346",903088,"5934","63",56.03,60.87,0.4,0,"740389",799743,"6116","29",65.12,70.34,0.54,0,"717502",767048,"7523","24",69.79,74.61,0.73,0,"756864",800228,"9383","21",75.77,80.11,0.94,0,"569045","595910","9208","16",79.17,82.9,1.28,0,"375478","394956","7288","<10",66.86,70.33,1.3,0
2021-07-11,4532307,4892991,48328,54.36,58.69,0.58,0,"33","110","<10","<10",0.01,0.02,0,0,"21516","29292","56","<10",2.88,3.92,0.01,0,"149970","186495","429","10",34.65,43.09,0.1,0,"366733","413003","2355","39",52.04,58.61,0.33,0.01,"832421",904088,"5941","63",56.1,60.93,0.4,0,"741286",800594,"6124","29",65.2,70.42,0.54,0,"718212",767641,"7531","24",69.86,74.67,0.73,0,"757344",800648,"9387","21",75.82,80.15,0.94,0,"569212","596069","9215","16",79.19,82.93,1.28,0,"375580","395051","7290","<10",66.88,70.34,1.3,0
2021-07-12,4543320,4902668,48435,54.5,58.81,0.58,0,"33","110","<10","<10",0.01,0.02,0,0,"21859","29584","56","<10",2.92,3.96,0.01,0,"151482","187853","433","10",35,43.4,0.1,0,"368268","414460","2367","39",52.26,58.82,0.34,0.01,"834537",905980,"5957","63",56.25,61.06,0.4,0,"743093",802183,"6149","29",65.36,70.56,0.54,0,"719736",768915,"7543","24",70.01,74.79,0.73,0,"758584",801675,"9404","21",75.94,80.25,0.94,0,"569836","596570","9228","16",79.28,83,1.28,0,"375892","395338","7298","<10",66.93,70.39,1.3,0
2021-07-13,4553882,4913207,48581,54.62,58.93,0.58,0,"33","110","<10","<10",0.01,0.02,0,0,"22152","29868","58","<10",2.96,4,0.01,0,"152912","189299","439","10",35.33,43.73,0.1,0,"369725","416035","2383","40",52.47,59.04,0.34,0.01,"836467",907996,"5975","63",56.38,61.2,0.4,0,"744854",803903,"6173","29",65.52,70.71,0.54,0,"721233",770317,"7564","24",70.15,74.93,0.74,0,"759825",802821,"9433","21",76.06,80.37,0.94,0,"570449","597170","9248","16",79.36,83.08,1.29,0,"376232","395688","7308","<10",66.99,70.46,1.3,0
2021-07-14,4564474,4923224,48726,54.75,59.05,0.58,0,"33","110","<10","<10",0.01,0.02,0,0,"22416","30160","60","<10",3,4.03,0.01,0,"154358","190605","441","11",35.66,44.04,0.1,0,"371206","417612","2397","40",52.68,59.26,0.34,0.01,"838335",909854,"5994","63",56.5,61.32,0.4,0,"746633",805516,"6193","29",65.67,70.85,0.54,0,"722715",771692,"7587","24",70.3,75.06,0.74,0,"761015",803864,"9455","21",76.18,80.47,0.95,0,"571083","597770","9277","16",79.45,83.16,1.29,0,"376680","396041","7322","<10",67.07,70.52,1.3,0
2021-07-15,4574761,4933016,48845,54.87,59.17,0.59,0,"33","111","<10","<10",0.01,0.02,0,0,"22678","30477","62","<10",3.03,4.08,0.01,0,"155664","191894","445","11",35.96,44.33,0.1,0,"372576","419140","2407","41",52.87,59.48,0.34,0.01,"840234",911620,"6009","63",56.63,61.44,0.41,0,"748380",807125,"6210","29",65.83,70.99,0.55,0,"724118",772916,"7608","24",70.43,75.18,0.74,0,"762274",804989,"9477","21",76.31,80.59,0.95,0,"571702","598346","9297","16",79.54,83.24,1.29,0,"377102","396398","7330","<10",67.15,70.58,1.31,0
2021-07-16,4585626,4943263,48966,55,59.29,0.59,0,"33","111","<10","<10",0.01,0.02,0,0,"23001","30836","63","<10",3.08,4.12,0.01,0,"157142","193334","453","11",36.3,44.67,0.1,0,"373958","420692","2414","41",53.07,59.7,0.34,0.01,"842305",913571,"6026","63",56.77,61.57,0.41,0,"750227",808826,"6227","29",65.99,71.14,0.55,0,"725592",774261,"7630","24",70.58,75.31,0.74,0,"763519",806073,"9507","21",76.43,80.69,0.95,0,"572356","598882","9307","16",79.63,83.32,1.29,0,"377493","396677","7339","<10",67.22,70.63,1.31,0
2021-07-17,4593985,4951012,49071,55.1,59.39,0.59,0,"33","111","<10","<10",0.01,0.02,0,0,"23361","31134","64","<10",3.12,4.16,0.01,0,"158639","194516","461","11",36.65,44.94,0.11,0,"374969","421859","2425","41",53.21,59.87,0.34,0.01,"843847",915067,"6040","63",56.87,61.67,0.41,0,"751564",810124,"6247","29",66.11,71.26,0.55,0,"726746",775275,"7648","24",70.69,75.41,0.74,0,"764393",806880,"9519","21",76.52,80.77,0.95,0,"572733","599199","9321","16",79.68,83.36,1.3,0,"377700","396847","7346","<10",67.25,70.66,1.31,0
2021-07-18,4598957,4955778,49120,55.16,59.44,0.59,0,"33","111","<10","<10",0.01,0.02,0,0,"23568","31315","67","<10",3.15,4.19,0.01,0,"159525","195221","462","11",36.85,45.1,0.11,0,"375617","422651","2430","41",53.3,59.98,0.34,0.01,"844857",915996,"6049","63",56.94,61.74,0.41,0,"752413",810977,"6255","29",66.18,71.33,0.55,0,"727403",775909,"7656","24",70.75,75.47,0.74,0,"764829",807312,"9533","21",76.57,80.82,0.95,0,"572920","599361","9321","16",79.71,83.38,1.3,0,"377792","396925","7347","<10",67.27,70.68,1.31,0
2021-07-19,4608641,4965930,49237,55.28,59.57,0.59,0,"33","111","<10","<10",0.01,0.02,0,0,"23920","31616","68","<10",3.2,4.23,0.01,0,"161088","196569","467","11",37.22,45.41,0.11,0,"376947","424345","2442","41",53.49,60.22,0.35,0.01,"846563",917899,"6064","63",57.06,61.87,0.41,0,"754062",812623,"6269","29",66.33,71.48,0.55,0,"728636",777287,"7680","24",70.87,75.61,0.75,0,"765837",808388,"9548","21",76.67,80.93,0.96,0,"573450","599837","9342","16",79.78,83.45,1.3,0,"378105","397255","7357","<10",67.33,70.74,1.31,0
