"DATE","NEIGHBORHOOD_NAME","BOROUGH","MODZCTA","Label","AGE_GROUP","POP_DENOMINATOR","COUNT_PARTIALLY_CUMULATIVE","COUNT_FULLY_CUMULATIVE","COUNT_1PLUS_CUMULATIVE","COUNT_ADDITIONAL_CUMULATIVE","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","PERC_PARTIALLY","PERC_FULLY","PERC_1PLUS","PERC_ADDITIONAL","PERC_BIVALENT_ADDITIONAL"
2023-07-13,"Bellerose/Hollis Hills/Holliswood","Queens","11427","11427","18+",19076.56,1462,19296,20758,10884,3443,7.66,101.15,108.81,57.05,18.05
2023-07-13,"Queens Village","Queens","11428","11428","18+",14737.78,1192,15046,16238,8481,2227,8.09,102.09,110.18,57.55,15.11
2023-07-13,"Queens Village","Queens","11429","11429","18+",26071.37,1719,20103,21822,10000,2622,6.59,77.11,83.7,38.36,10.06
2023-07-13,"Hillcrest/Jamaica Estates/Jamaica Hills","Queens","11432","11432","18+",48714.59,5005,49213,54218,26958,8119,10.27,101.02,111.3,55.34,16.67
2023-07-13,"Jamaica","Queens","11433","11433","18+",28024.61,2503,24607,27110,10938,2776,8.93,87.8,96.74,39.03,9.91
2023-07-13,"Airport/South Jamaica/Springfield Gardens/St. Albans","Queens","11434","11434","18+",53242.83,4411,42941,47352,19572,5439,8.28,80.65,88.94,36.76,10.22
2023-07-13,"Briarwood/Jamaica","Queens","11435","11435","18+",46003.22,3837,41301,45138,20179,5661,8.34,89.78,98.12,43.86,12.31
2023-07-13,"South Jamaica/South Ozone Park","Queens","11436","11436","18+",15396.64,1300,13872,15172,6274,1369,8.44,90.1,98.54,40.75,8.89
2023-07-13,"Edgemere/Far Rockaway","Queens","11691","11691","18+",48413.6,4178,33856,38034,13554,2987,8.63,69.93,78.56,28,6.17
2023-07-13,"Arverne/Edgemere","Queens","11692","11692","18+",15519,1264,12073,13337,5365,1517,8.14,77.79,85.94,34.57,9.78
2023-07-13,"Arverne/Broad Channel","Queens","11693","11693","18+",9767.71,586,7586,8172,3587,1091,6,77.66,83.66,36.72,11.17
2023-07-13,"Belle Harbor-Neponsit/Rockaway Park","Queens","11694","11694","18+",16540.37,857,12977,13834,7152,2473,5.18,78.46,83.64,43.24,14.95
2023-07-13,"Breezy Point","Queens","11697","11697","18+",2689.54,173,3223,3396,1830,627,6.43,119.83,126.27,68.04,23.31
