"DATE","CITY_COUNT_FULLY_CUMULATIVE","CITY_COUNT_1PLUS_CUMULATIVE","CITY_COUNT_ADDITIONAL_CUMULATIVE","CITY_PERC_FULLY","CITY_PERC_1PLUS","CITY_PERC_ADDITIONAL","CITY_PERC_BIVALENT_ADDITIONAL","BK_COUNT_FULLY_CUMULATIVE","BK_COUNT_1PLUS_CUMULATIVE","BK_COUNT_ADDITIONAL_CUMULATIVE","BK_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","BK_PERC_FULLY","BK_PERC_1PLUS","BK_PERC_ADDITIONAL","BK_PERC_BIVALENT_ADDITIONAL","BX_COUNT_FULLY_CUMULATIVE","BX_COUNT_1PLUS_CUMULATIVE","BX_COUNT_ADDITIONAL_CUMULATIVE","BX_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","BX_PERC_FULLY","BX_PERC_1PLUS","BX_PERC_ADDITIONAL","BX_PERC_BIVALENT_ADDITIONAL","MH_COUNT_FULLY_CUMULATIVE","MH_COUNT_1PLUS_CUMULATIVE","MH_COUNT_ADDITIONAL_CUMULATIVE","MH_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","MH_PERC_FULLY","MH_PERC_1PLUS","MH_PERC_ADDITIONAL","MH_PERC_BIVALENT_ADDITIONAL","QS_COUNT_FULLY_CUMULATIVE","QS_COUNT_1PLUS_CUMULATIVE","QS_COUNT_ADDITIONAL_CUMULATIVE","QS_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","QS_PERC_FULLY","QS_PERC_1PLUS","QS_PERC_ADDITIONAL","QS_PERC_BIVALENT_ADDITIONAL","SI_COUNT_FULLY_CUMULATIVE","SI_COUNT_1PLUS_CUMULATIVE","SI_COUNT_ADDITIONAL_CUMULATIVE","SI_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","SI_PERC_FULLY","SI_PERC_1PLUS","SI_PERC_ADDITIONAL","SI_PERC_BIVALENT_ADDITIONAL"
2020-12-14,17,101,0,0,0,0,0,"<10",32,"<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10",43,"<10","<10",0,0,0,0,"<10",11,"<10","<10",0,0,0,0,"<10","<10","<10","<10",0,0,0,0
2020-12-15,42,1687,1,0,0.02,0,0,"17",509,"<10","<10",0,0.02,0,0,"<10","125","<10","<10",0,0.01,0,0,"<10",649,"<10","<10",0,0.04,0,0,"<10",282,"<10","<10",0,0.01,0,0,"<10","122","<10","<10",0,0.03,0,0
2020-12-16,72,5214,2,0,0.06,0,0,"25",1364,"<10","<10",0,0.05,0,0,"10","379","<10","<10",0,0.03,0,0,"19",2116,"<10","<10",0,0.13,0,0,"11",978,"<10","<10",0,0.04,0,0,"<10","377","<10","<10",0,0.08,0,0
2020-12-17,98,9148,3,0,0.11,0,0,"34",2397,"<10","<10",0,0.09,0,0,"10","625","<10","<10",0,0.04,0,0,"30",3616,"<10","<10",0,0.22,0,0,"15",1862,"<10","<10",0,0.08,0,0,"<10","648","<10","<10",0,0.14,0,0
2020-12-18,140,13958,6,0,0.17,0,0,"53",3746,"<10","<10",0,0.15,0,0,"14","1023","<10","<10",0,0.07,0,0,"39",5267,"<10","<10",0,0.32,0,0,"23",2920,"<10","<10",0,0.13,0,0,"11","1002","<10","<10",0,0.21,0,0
2020-12-19,153,15386,7,0,0.18,0,0,"58",4099,"<10","<10",0,0.16,0,0,"14","1120","<10","<10",0,0.08,0,0,"41",5782,"<10","<10",0,0.36,0,0,"25",3264,"<10","<10",0,0.14,0,0,"15","1121","<10","<10",0,0.24,0,0
2020-12-20,163,16289,8,0,0.2,0,0,"62",4298,"<10","<10",0,0.17,0,0,"15","1179","<10","<10",0,0.08,0,0,"44",6107,"<10","<10",0,0.37,0,0,"26",3483,"<10","<10",0,0.15,0,0,"16","1222","<10","<10",0,0.26,0,0
2020-12-21,197,21830,12,0,0.26,0,0,"74",5430,"<10","<10",0,0.21,0,0,"17","1884","<10","<10",0,0.13,0,0,"53",7856,"<10","<10",0,0.48,0,0,"33",4661,"<10","<10",0,0.21,0,0,"20","1999","<10","<10",0,0.42,0,0
2020-12-22,237,29742,13,0,0.36,0,0,"90",7100,"<10","<10",0,0.28,0,0,"22","2912","<10","<10",0,0.21,0,0,"66",10635,"<10","<10",0,0.65,0,0,"37",6438,"<10","<10",0,0.29,0,0,"22","2657","<10","<10",0,0.56,0,0
2020-12-23,291,40933,15,0,0.49,0,0,"103",9297,"<10","<10",0,0.36,0,0,"29","4243","<10","<10",0,0.3,0,0,"81",14403,"<10","<10",0,0.88,0,0,"51",9677,"<10","<10",0,0.43,0,0,"27","3313","<10","<10",0.01,0.7,0,0
2020-12-24,324,46510,15,0,0.56,0,0,"107",10657,"<10","<10",0,0.42,0,0,"33","4922","<10","<10",0,0.35,0,0,"94",16240,"<10","<10",0.01,1,0,0,"59",11157,"<10","<10",0,0.5,0,0,"31","3534","<10","<10",0.01,0.74,0,0
2020-12-25,326,46725,17,0,0.56,0,0,"107",10753,"<10","<10",0,0.42,0,0,"33","4933","<10","<10",0,0.35,0,0,"95",16282,"<10","<10",0.01,1,0,0,"60",11221,"<10","<10",0,0.5,0,0,"31","3536","<10","<10",0.01,0.74,0,0
2020-12-26,370,49807,18,0,0.6,0,0,"112",11334,"<10","<10",0,0.44,0,0,"38","5201","<10","<10",0,0.37,0,0,"114",17394,"<10","<10",0.01,1.07,0,0,"74",12124,"<10","<10",0,0.54,0,0,"32","3754","<10","<10",0.01,0.79,0,0
2020-12-27,385,52397,18,0,0.63,0,0,"115",11846,"<10","<10",0,0.46,0,0,"39","5412","<10","<10",0,0.38,0,0,"117",18238,"<10","<10",0.01,1.12,0,0,"81",12995,"<10","<10",0,0.58,0,0,"33","3906","<10","<10",0.01,0.82,0,0
2020-12-28,456,61233,22,0.01,0.73,0,0,"131",13928,"<10","<10",0.01,0.54,0,0,"46","6515","<10","<10",0,0.46,0,0,"135",20801,"<10","<10",0.01,1.28,0,0,"103",15563,"<10","<10",0,0.69,0,0,"41","4426","<10","<10",0.01,0.93,0,0
2020-12-29,525,70215,27,0.01,0.84,0,0,"151",15705,"<10","<10",0.01,0.61,0,0,"53","8124","<10","<10",0,0.57,0,0,"153",23071,"<10","<10",0.01,1.42,0,0,"125",18253,"<10","<10",0.01,0.81,0,0,"43","5062","<10","<10",0.01,1.06,0,0
2020-12-30,600,80620,27,0.01,0.97,0,0,"174",17956,"<10","<10",0.01,0.7,0,0,"58","9710","<10","<10",0,0.68,0,0,"170",25794,"<10","<10",0.01,1.58,0,0,"153",21427,"<10","<10",0.01,0.95,0,0,"45","5733","<10","<10",0.01,1.2,0,0
2020-12-31,642,86696,28,0.01,1.04,0,0,"182",19313,"<10","<10",0.01,0.75,0,0,"72","10977","<10","<10",0.01,0.77,0,0,"180",27429,"<10","<10",0.01,1.68,0,0,"160",22972,"<10","<10",0.01,1.02,0,0,"48","6005","<10","<10",0.01,1.26,0,0
2021-01-01,748,87573,48,0.01,1.05,0,0,"191",19449,"10","<10",0.01,0.76,0,0,"86","11047","<10","<10",0.01,0.78,0,0,"208",27602,"10","<10",0.01,1.69,0,0,"211",23395,"16","<10",0.01,1.04,0,0,"52","6080","<10","<10",0.01,1.28,0,0
2021-01-02,772,90544,52,0.01,1.09,0,0,"195",20074,"12","<10",0.01,0.78,0,0,"90","11332","<10","<10",0.01,0.8,0,0,"213",28648,"10","<10",0.01,1.76,0,0,"217",24229,"18","<10",0.01,1.08,0,0,"57","6261","<10","<10",0.01,1.31,0,0
2021-01-03,812,93420,54,0.01,1.12,0,0,"209",20678,"12","<10",0.01,0.81,0,0,"93","11711","<10","<10",0.01,0.83,0,0,"222",29568,"10","<10",0.01,1.82,0,0,"227",24969,"19","<10",0.01,1.11,0,0,"61","6494","<10","<10",0.01,1.36,0,0
2021-01-04,1492,103681,61,0.02,1.24,0,0,"366",23256,"14","<10",0.01,0.91,0,0,"135","13299","<10","<10",0.01,0.94,0,0,"518",32120,"13","<10",0.03,1.97,0,0,"329",27952,"21","<10",0.01,1.24,0,0,"144","7054","<10","<10",0.03,1.48,0,0
2021-01-05,3238,115688,74,0.04,1.39,0,0,"744",26125,"17","<10",0.03,1.02,0,0,"301","15152","<10","<10",0.02,1.07,0,0,"1263",35107,"18","<10",0.08,2.16,0,0,"636",31541,"25","<10",0.03,1.4,0,0,"294","7763","<10","<10",0.06,1.63,0,0
2021-01-06,6309,130625,97,0.08,1.57,0,0,"1458",29653,"22","<10",0.06,1.16,0,0,"525","18321","<10","<10",0.04,1.29,0,0,"2569",38734,"26","<10",0.16,2.38,0,0,"1291",35106,"31","<10",0.06,1.56,0,0,"466","8811","<10","<10",0.1,1.85,0,0
2021-01-07,10554,144943,138,0.13,1.74,0,0,"2689",32671,"37","<10",0.11,1.28,0,0,"808","20755","<10","<10",0.06,1.46,0,0,"4134",42470,"39","<10",0.25,2.61,0,0,"2167",39433,"43","<10",0.1,1.75,0,0,"756","9614","10","<10",0.16,2.02,0,0
2021-01-08,15025,158968,179,0.18,1.91,0,0,"3827",35599,"45","<10",0.15,1.39,0,0,"1203","23121","12","<10",0.08,1.63,0,0,"5773",46272,"53","<10",0.35,2.84,0,0,"3168",43480,"56","<10",0.14,1.93,0,0,"1054","10496","13","<10",0.22,2.2,0,0
2021-01-09,16223,165772,186,0.19,1.99,0,0,"4137",37193,"47","<10",0.16,1.45,0,0,"1302","23842","12","<10",0.09,1.68,0,0,"6135",48546,"53","<10",0.38,2.98,0,0,"3481",45192,"61","<10",0.15,2.01,0,0,"1168","10999","13","<10",0.25,2.31,0,0
2021-01-10,17052,172478,196,0.2,2.07,0,0,"4332",38771,"48","<10",0.17,1.51,0,0,"1357","24585","13","<10",0.1,1.73,0,0,"6421",49957,"57","<10",0.39,3.07,0,0,"3711",47883,"64","<10",0.16,2.12,0,0,"1231","11282","14","<10",0.26,2.37,0,0
2021-01-11,23237,192692,253,0.28,2.31,0,0,"5471",43451,"57","<10",0.21,1.7,0,0,"2095","27213","23","<10",0.15,1.92,0,0,"8505",56293,"75","<10",0.52,3.46,0,0,"5159",52494,"79","<10",0.23,2.33,0,0,"2007","13241","19","<10",0.42,2.78,0,0
2021-01-12,29698,215433,298,0.36,2.58,0,0,"6803",49516,"67","<10",0.27,1.93,0,0,"2924","29939","30","<10",0.21,2.11,0,0,"10716",62694,"88","<10",0.66,3.85,0.01,0,"6669",58270,"93","<10",0.3,2.59,0,0,"2586","15014","20","<10",0.54,3.15,0,0
2021-01-13,37222,241303,348,0.45,2.89,0,0,"8111",56283,"79","<10",0.32,2.2,0,0,"3980","33249","43","<10",0.28,2.34,0,0,"13256",70186,"100","<10",0.81,4.31,0.01,0,"8806",64660,"103","<10",0.39,2.87,0,0,"3069","16925","23","<10",0.64,3.55,0,0
2021-01-14,41321,269745,385,0.5,3.24,0,0,"9023",63398,"84","<10",0.35,2.48,0,0,"4458","36473","49","<10",0.31,2.57,0,0,"14676",78908,"115","<10",0.9,4.84,0.01,0,"9923",71952,"113","<10",0.44,3.19,0.01,0,"3241","19014","24","<10",0.68,3.99,0.01,0
2021-01-15,44198,292910,417,0.53,3.51,0.01,0,"9566",68299,"89","<10",0.37,2.67,0,0,"4896","40094","51","<10",0.35,2.83,0,0,"15682",86022,"128","<10",0.96,5.28,0.01,0,"10706",77985,"123","<10",0.48,3.46,0.01,0,"3348","20510","26","<10",0.7,4.31,0.01,0
2021-01-16,45924,316751,446,0.55,3.8,0.01,0,"9836",73747,"94","<10",0.38,2.88,0,0,"5068","42781","52","<10",0.36,3.02,0,0,"16296",92944,"140","<10",1,5.71,0.01,0,"11317",83951,"133","<10",0.5,3.72,0.01,0,"3407","23328","27","<10",0.72,4.9,0.01,0
2021-01-17,47053,334877,461,0.56,4.02,0.01,0,"10018",78333,"98","<10",0.39,3.06,0,0,"5117","44368","53","<10",0.36,3.13,0,0,"16694",98181,"145","<10",1.02,6.03,0.01,0,"11785",88623,"137","<10",0.52,3.93,0.01,0,"3439","25372","28","<10",0.72,5.33,0.01,0
2021-01-18,49458,357051,511,0.59,4.28,0.01,0,"10522",84173,"108","<10",0.41,3.29,0,0,"5417","46466","64","<10",0.38,3.28,0,0,"17292",104174,"154","<10",1.06,6.4,0.01,0,"12631",94480,"154","<10",0.56,4.19,0.01,0,"3596","27758","31","<10",0.76,5.83,0.01,0
2021-01-19,57405,383832,577,0.69,4.6,0.01,0,"12074",90448,"120","<10",0.47,3.53,0,0,"6986","49679","79","<10",0.49,3.5,0.01,0,"19318",111696,"167","<10",1.19,6.86,0.01,0,"15008",101422,"178","<10",0.67,4.5,0.01,0,"4019","30587","33","<10",0.84,6.42,0.01,0
2021-01-20,64964,411910,636,0.78,4.94,0.01,0,"13783",96786,"133","<10",0.54,3.78,0.01,0,"8153","52732","90","<10",0.57,3.72,0.01,0,"21324",120330,"179","<10",1.31,7.39,0.01,0,"17235",108608,"199","<10",0.76,4.82,0.01,0,"4469","33454","35","<10",0.94,7.03,0.01,0
2021-01-21,71218,432260,700,0.85,5.18,0.01,0,"15340",101218,"148","<10",0.6,3.95,0.01,0,"9246","55424","97","<10",0.65,3.91,0.01,0,"23066",127224,"198","<10",1.42,7.81,0.01,0,"18807",113466,"216","<10",0.83,5.03,0.01,0,"4759","34928","41","<10",1,7.34,0.01,0
2021-01-22,74605,451952,743,0.89,5.42,0.01,0,"16278",105287,"158","<10",0.64,4.11,0.01,0,"9707","58060","100","<10",0.68,4.09,0.01,0,"24082",133901,"214","<10",1.48,8.22,0.01,0,"19623",118318,"229","<10",0.87,5.25,0.01,0,"4915","36386","42","<10",1.03,7.64,0.01,0
2021-01-23,77022,464251,758,0.92,5.57,0.01,0,"16675",107736,"161","<10",0.65,4.21,0.01,0,"9980","59805","101","<10",0.7,4.22,0.01,0,"25125",138227,"218","<10",1.54,8.49,0.01,0,"20151",121221,"236","<10",0.89,5.38,0.01,0,"5091","37262","42","<10",1.07,7.83,0.01,0
2021-01-24,79577,469498,781,0.95,5.63,0.01,0,"17337",108942,"168","<10",0.68,4.26,0.01,0,"10163","60148","101","<10",0.72,4.24,0.01,0,"26052",139882,"225","<10",1.6,8.59,0.01,0,"20716",122851,"245","<10",0.92,5.45,0.01,0,"5309","37675","42","<10",1.12,7.91,0.01,0
2021-01-25,88957,480781,859,1.07,5.77,0.01,0,"19607",111889,"189","<10",0.77,4.37,0.01,0,"11615","61740","108","<10",0.82,4.35,0.01,0,"28652",142958,"242","<10",1.76,8.78,0.01,0,"23258",125771,"271","<10",1.03,5.58,0.01,0,"5825","38423","49","<10",1.22,8.07,0.01,0
2021-01-26,97653,494400,939,1.17,5.93,0.01,0,"21577",115416,"203","<10",0.84,4.51,0.01,0,"12832","63557","123","<10",0.9,4.48,0.01,0,"30897",147309,"261","<10",1.9,9.04,0.02,0,"26067",128863,"299","<10",1.16,5.72,0.01,0,"6280","39255","53","<10",1.32,8.24,0.01,0
2021-01-27,107743,511409,1018,1.29,6.13,0.01,0,"23903",119650,"225","<10",0.93,4.67,0.01,0,"14988","65910","139","<10",1.06,4.65,0.01,0,"33399",152456,"270","<10",2.05,9.36,0.02,0,"28519",132830,"327","<10",1.27,5.89,0.01,0,"6934","40563","57","<10",1.46,8.52,0.01,0
2021-01-28,117548,537070,1094,1.41,6.44,0.01,0,"25858",125500,"236","<10",1.01,4.9,0.01,0,"16407","69507","145","<10",1.16,4.9,0.01,0,"36230",159187,"292","<10",2.22,9.77,0.02,0,"31664",139827,"358","<10",1.4,6.2,0.02,0,"7389","43049","63","<10",1.55,9.04,0.01,0
2021-01-29,126532,563093,1183,1.52,6.75,0.01,0,"27768",131966,"252","<10",1.08,5.16,0.01,0,"17636","72817","156","<10",1.24,5.13,0.01,0,"38700",166447,"313","<10",2.38,10.22,0.02,0,"34645",146698,"397","<10",1.54,6.51,0.02,0,"7783","45165","65","<10",1.63,9.49,0.01,0
2021-01-30,129902,578788,1216,1.56,6.94,0.01,0,"28669",135145,"260","<10",1.12,5.28,0.01,0,"18038","75644","161","<10",1.27,5.33,0.01,0,"39579",171188,"319","<10",2.43,10.51,0.02,0,"35577",150733,"410","<10",1.58,6.69,0.02,0,"8039","46078","66","<10",1.69,9.68,0.01,0
2021-01-31,132574,589638,1266,1.59,7.07,0.02,0,"29314",137928,"269","<10",1.15,5.39,0.01,0,"18420","77118","165","<10",1.3,5.44,0.01,0,"40173",173774,"331","<10",2.47,10.67,0.02,0,"36378",153684,"434","<10",1.61,6.82,0.02,0,"8289","47134","67","<10",1.74,9.9,0.01,0
2021-02-01,137815,591614,1462,1.65,7.1,0.02,0,"30210",138418,"293","<10",1.18,5.41,0.01,0,"19153","77399","177","<10",1.35,5.46,0.01,0,"42045",174303,"373","<10",2.58,10.7,0.02,0,"37565",154222,"521","<10",1.67,6.84,0.02,0,"8842","47272","98","<10",1.86,9.93,0.02,0
2021-02-02,146412,594723,1545,1.76,7.13,0.02,0,"31970",139173,"308","<10",1.25,5.44,0.01,0,"20512","77954","187","<10",1.45,5.5,0.01,0,"44748",175144,"395","<10",2.75,10.75,0.02,0,"39496",155052,"554","<10",1.75,6.88,0.02,0,"9686","47400","101","<10",2.03,9.95,0.02,0
2021-02-03,164344,608626,1755,1.97,7.3,0.02,0,"36315",142715,"358","<10",1.42,5.58,0.01,0,"22931","80104","205","<10",1.62,5.65,0.01,0,"49989",179041,"464","<10",3.07,10.99,0.03,0,"43856",158668,"617","<10",1.95,7.04,0.03,0,"11253","48098","111","<10",2.36,10.1,0.02,0
2021-02-04,181076,632465,1969,2.17,7.59,0.02,0,"40339",148744,"386","<10",1.58,5.81,0.02,0,"25252","83516","226","<10",1.78,5.89,0.02,0,"55034",185339,"552","<10",3.38,11.38,0.03,0,"47752",165133,"674","10",2.12,7.33,0.03,0,"12699","49733","131","<10",2.67,10.44,0.03,0
2021-02-05,197675,657084,2152,2.37,7.88,0.03,0,"44276",154503,"423","<10",1.73,6.04,0.02,0,"27665","87782","245","<10",1.95,6.19,0.02,0,"60075",191533,"598","<10",3.69,11.76,0.04,0,"51547",172028,"735","11",2.29,7.63,0.03,0,"14112","51238","151","<10",2.96,10.76,0.03,0
2021-02-06,206700,677938,2250,2.48,8.13,0.03,0,"46168",158991,"442","<10",1.8,6.21,0.02,0,"29005","92521","256","<10",2.05,6.52,0.02,0,"62940",195437,"627","<10",3.86,12,0.04,0,"53709",177808,"765","11",2.38,7.89,0.03,0,"14878","53181","160","<10",3.12,11.17,0.03,0
2021-02-07,213079,688645,2344,2.56,8.26,0.03,0,"47579",161541,"454","<10",1.86,6.31,0.02,0,"29738","94631","268","<10",2.1,6.67,0.02,0,"64820",197635,"658","<10",3.98,12.13,0.04,0,"55819",180747,"799","11",2.48,8.02,0.04,0,"15123","54091","165","<10",3.18,11.36,0.03,0
2021-02-08,231688,703622,2559,2.78,8.44,0.03,0,"52328",164738,"494","<10",2.04,6.44,0.02,0,"32001","98445","302","<10",2.26,6.94,0.02,0,"70616",200624,"724","<10",4.34,12.32,0.04,0,"60102",184519,"862","11",2.67,8.19,0.04,0,"16641","55296","177","<10",3.49,11.61,0.04,0
2021-02-09,253474,718998,2858,3.04,8.62,0.03,0,"57791",168063,"541","<10",2.26,6.57,0.02,0,"34646","101920","373","<10",2.44,7.19,0.03,0,"77100",204517,"805","<10",4.73,12.56,0.05,0,"65731",188120,"942","11",2.92,8.35,0.04,0,"18206","56378","197","<10",3.82,11.84,0.04,0
2021-02-10,276557,736120,3097,3.32,8.83,0.04,0,"62919",171926,"594","<10",2.46,6.72,0.02,0,"37529","105959","404","<10",2.65,7.47,0.03,0,"84469",208470,"867","<10",5.19,12.8,0.05,0,"71741",192674,"1017","11",3.18,8.55,0.05,0,"19899","57091","215","<10",4.18,11.99,0.05,0
2021-02-11,302398,761022,3353,3.63,9.13,0.04,0,"68386",178264,"629","<10",2.67,6.96,0.02,0,"40746","109976","444","<10",2.87,7.75,0.03,0,"93019",213601,"929","<10",5.71,13.11,0.06,0,"78466",200027,"1106","11",3.48,8.87,0.05,0,"21781","59154","245","<10",4.57,12.42,0.05,0
2021-02-12,326173,793925,3646,3.91,9.52,0.04,0,"73034",186702,"664","<10",2.85,7.29,0.03,0,"43849","114405","490","<10",3.09,8.07,0.03,0,"101698",221280,"1007","<10",6.24,13.59,0.06,0,"84346",210116,"1222","11",3.74,9.32,0.05,0,"23246","61422","263","<10",4.88,12.9,0.06,0
2021-02-13,345303,817283,3888,4.14,9.8,0.05,0,"76929",192536,"701","<10",3.01,7.52,0.03,0,"46196","117188","516","<10",3.26,8.26,0.04,0,"108586",226513,"1083","<10",6.67,13.91,0.07,0,"88941",218093,"1288","11",3.95,9.68,0.06,0,"24651","62953","300","<10",5.18,13.22,0.06,0
2021-02-14,364036,831122,4160,4.37,9.97,0.05,0,"81526",196235,"758","<10",3.18,7.67,0.03,0,"47838","119443","539","<10",3.37,8.42,0.04,0,"113519",229335,"1145","<10",6.97,14.08,0.07,0,"94315",222277,"1400","11",4.18,9.86,0.06,0,"26838","63832","318","<10",5.64,13.41,0.07,0
2021-02-15,372693,842279,4386,4.47,10.1,0.05,0,"84043",198997,"800","<10",3.28,7.77,0.03,0,"48758","121115","561","<10",3.44,8.54,0.04,0,"115984",232321,"1209","<10",7.12,14.26,0.07,0,"96580",225416,"1488","11",4.29,10,0.07,0,"27328","64430","328","<10",5.74,13.53,0.07,0
2021-02-16,393507,854427,4695,4.72,10.25,0.06,0,"88596",201668,"859","<10",3.46,7.88,0.03,0,"51517","123541","598","<10",3.63,8.71,0.04,0,"123500",236058,"1297","<10",7.58,14.49,0.08,0,"101163",228135,"1567","11",4.49,10.12,0.07,0,"28731","65025","374","<10",6.03,13.66,0.08,0
2021-02-17,411009,867762,4971,4.93,10.41,0.06,0,"92866",204639,"908","<10",3.63,7.99,0.04,0,"54034","126019","622","<10",3.81,8.89,0.04,0,"128972",240168,"1374","<10",7.92,14.75,0.08,0,"105068",231292,"1653","11",4.66,10.26,0.07,0,"30069","65644","414","<10",6.32,13.79,0.09,0
2021-02-18,431801,878096,5270,5.18,10.53,0.06,0,"97664",206928,"967","<10",3.82,8.08,0.04,0,"56911","128014","667","<10",4.01,9.03,0.05,0,"135155",243457,"1451","<10",8.3,14.95,0.09,0,"110546",233608,"1752","11",4.9,10.36,0.08,0,"31525","66089","433","<10",6.62,13.88,0.09,0
2021-02-19,451458,889040,5562,5.42,10.66,0.07,0,"102098",209485,"1011","<10",3.99,8.18,0.04,0,"59494","130046","704","<10",4.2,9.17,0.05,0,"141336",246570,"1550","<10",8.68,15.14,0.1,0,"115990",236110,"1851","11",5.15,10.48,0.08,0,"32540","66829","446","<10",6.83,14.04,0.09,0
2021-02-20,472663,898746,5881,5.67,10.78,0.07,0,"106761",211682,"1068","<10",4.17,8.27,0.04,0,"62325","131855","745","<10",4.39,9.3,0.05,0,"147198",249158,"1629","<10",9.04,15.3,0.1,0,"121388",238340,"1964","11",5.39,10.57,0.09,0,"34991","67711","475","<10",7.35,14.22,0.1,0
2021-02-21,486520,903883,6185,5.84,10.84,0.07,0,"110320",212884,"1123","<10",4.31,8.32,0.04,0,"63735","132983","778","<10",4.49,9.38,0.05,0,"150339",250344,"1701","10",9.23,15.37,0.1,0,"125184",239658,"2077","11",5.55,10.63,0.09,0,"36942","68014","506","<10",7.76,14.28,0.11,0
2021-02-22,496843,914743,6384,5.96,10.97,0.08,0,"113137",215440,"1153","<10",4.42,8.42,0.05,0,"65358","134867","817","<10",4.61,9.51,0.06,0,"152860",253429,"1759","10",9.39,15.56,0.11,0,"127456",242550,"2134","11",5.66,10.76,0.09,0,"38032","68457","521","<10",7.99,14.38,0.11,0
2021-02-23,509293,936128,6577,6.11,11.23,0.08,0,"116945",220343,"1200","<10",4.57,8.61,0.05,0,"67005","138057","847","<10",4.72,9.73,0.06,0,"156036",259937,"1811","10",9.58,15.96,0.11,0,"130525",248421,"2187","11",5.79,11.02,0.1,0,"38782","69370","532","<10",8.15,14.57,0.11,0
2021-02-24,526868,967652,6823,6.32,11.61,0.08,0,"121484",229341,"1243","<10",4.75,8.96,0.05,0,"69801","141880","874","<10",4.92,10,0.06,0,"160766",266981,"1875","11",9.87,16.39,0.12,0,"134914",258547,"2285","12",5.99,11.47,0.1,0,"39903","70903","546","<10",8.38,14.89,0.11,0
2021-02-25,552638,1015494,7197,6.63,12.18,0.09,0,"127904",242049,"1314","<10",5,9.46,0.05,0,"73243","146561","922","<10",5.16,10.33,0.07,0,"167489",278496,"1946","11",10.28,17.1,0.12,0,"142051",274074,"2447","12",6.3,12.16,0.11,0,"41951","74314","568","<10",8.81,15.61,0.12,0
2021-02-26,579923,1069538,7588,6.96,12.83,0.09,0,"134212",256598,"1389","<10",5.24,10.02,0.05,0,"77743","152548","972","<10",5.48,10.76,0.07,0,"174875",292362,"2054","13",10.74,17.95,0.13,0,"149138",290199,"2571","12",6.62,12.88,0.11,0,"43955","77831","602","<10",9.23,16.35,0.13,0
2021-02-27,599988,1113925,7937,7.2,13.36,0.1,0,"138442",268389,"1447","10",5.41,10.48,0.06,0,"82287","157927","1033","<10",5.8,11.14,0.07,0,"178941",302767,"2127","13",10.99,18.59,0.13,0,"154816",304288,"2696","12",6.87,13.5,0.12,0,"45502","80554","634","<10",9.56,16.92,0.13,0
2021-02-28,612362,1152165,8255,7.35,13.82,0.1,0,"141284",278752,"1521","10",5.52,10.89,0.06,0,"84790","161519","1068","<10",5.98,11.39,0.08,0,"181422",310809,"2192","13",11.14,19.08,0.13,0,"158349",317527,"2823","12",7.03,14.09,0.13,0,"46517","83558","651","<10",9.77,17.55,0.14,0
2021-03-01,624586,1187090,8671,7.49,14.24,0.1,0,"143948",288122,"1582","10",5.62,11.26,0.06,0,"88241","166052","1129","<10",6.22,11.71,0.08,0,"183953",319639,"2283","13",11.29,19.63,0.14,0,"160936",327966,"2978","12",7.14,14.55,0.13,0,"47508","85311","699","<10",9.98,17.92,0.15,0
2021-03-02,636242,1226423,8885,7.63,14.71,0.11,0,"146602",298252,"1619","10",5.73,11.65,0.06,0,"91156","171261","1176","<10",6.43,12.08,0.08,0,"186728",330219,"2320","14",11.46,20.27,0.14,0,"163197",339206,"3052","12",7.24,15.05,0.14,0,"48559","87485","718","<10",10.2,18.37,0.15,0
2021-03-03,650746,1267658,9112,7.81,15.21,0.11,0,"150274",308787,"1658","11",5.87,12.06,0.06,0,"94710","176175","1215","<10",6.68,12.42,0.09,0,"189797",340761,"2377","14",11.65,20.92,0.15,0,"166671",352114,"3132","12",7.39,15.62,0.14,0,"49294","89821","730","<10",10.35,18.86,0.15,0
2021-03-04,672606,1318794,9400,8.07,15.82,0.11,0,"155716",321235,"1724","11",6.08,12.55,0.07,0,"99409","182666","1274","<10",7.01,12.88,0.09,0,"194149",354053,"2437","14",11.92,21.74,0.15,0,"172558",367355,"3221","12",7.66,16.3,0.14,0,"50774","93485","744","<10",10.66,19.63,0.16,0
2021-03-05,697128,1371937,9744,8.36,16.46,0.12,0,"161464",333906,"1830","11",6.31,13.04,0.07,0,"104816","190235","1327","<10",7.39,13.41,0.09,0,"199015",367731,"2505","14",12.22,22.58,0.15,0,"179631",383209,"3327","12",7.97,17,0.15,0,"52202","96856","755","<10",10.96,20.34,0.16,0
2021-03-06,717944,1415348,9971,8.61,16.98,0.12,0,"166021",344406,"1867","11",6.49,13.45,0.07,0,"109281","196336","1366","<10",7.71,13.84,0.1,0,"203283",378959,"2553","16",12.48,23.27,0.16,0,"185713",396529,"3423","12",8.24,17.59,0.15,0,"53646","99118","762","<10",11.27,20.82,0.16,0
