"DATE","CITY_COUNT_FULLY_CUMULATIVE","CITY_COUNT_1PLUS_CUMULATIVE","CITY_COUNT_ADDITIONAL_CUMULATIVE","CITY_PERC_FULLY","CITY_PERC_1PLUS","CITY_PERC_ADDITIONAL","CITY_PERC_BIVALENT_ADDITIONAL","BK_COUNT_FULLY_CUMULATIVE","BK_COUNT_1PLUS_CUMULATIVE","BK_COUNT_ADDITIONAL_CUMULATIVE","BK_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","BK_PERC_FULLY","BK_PERC_1PLUS","BK_PERC_ADDITIONAL","BK_PERC_BIVALENT_ADDITIONAL","BX_COUNT_FULLY_CUMULATIVE","BX_COUNT_1PLUS_CUMULATIVE","BX_COUNT_ADDITIONAL_CUMULATIVE","BX_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","BX_PERC_FULLY","BX_PERC_1PLUS","BX_PERC_ADDITIONAL","BX_PERC_BIVALENT_ADDITIONAL","MH_COUNT_FULLY_CUMULATIVE","MH_COUNT_1PLUS_CUMULATIVE","MH_COUNT_ADDITIONAL_CUMULATIVE","MH_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","MH_PERC_FULLY","MH_PERC_1PLUS","MH_PERC_ADDITIONAL","MH_PERC_BIVALENT_ADDITIONAL","QS_COUNT_FULLY_CUMULATIVE","QS_COUNT_1PLUS_CUMULATIVE","QS_COUNT_ADDITIONAL_CUMULATIVE","QS_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","QS_PERC_FULLY","QS_PERC_1PLUS","QS_PERC_ADDITIONAL","QS_PERC_BIVALENT_ADDITIONAL","SI_COUNT_FULLY_CUMULATIVE","SI_COUNT_1PLUS_CUMULATIVE","SI_COUNT_ADDITIONAL_CUMULATIVE","SI_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","SI_PERC_FULLY","SI_PERC_1PLUS","SI_PERC_ADDITIONAL","SI_PERC_BIVALENT_ADDITIONAL"
2021-07-06,4478849,4848854,47352,53.72,58.16,0.57,0,"1203585",1306272,"11376","43",47.02,51.03,0.44,0,"627025","692903","6713","12",44.21,48.86,0.47,0,"1061434",1136083,"10195","61",65.17,69.75,0.63,0,"1348361",1457659,"16408","29",59.82,64.67,0.73,0,"238444","255937","2660","<10",50.08,53.75,0.56,0
2021-07-07,4491393,4858884,47512,53.87,58.28,0.57,0,"1207023",1308949,"11422","43",47.15,51.13,0.45,0,"629743","694830","6742","12",44.4,48.99,0.48,0,"1063517",1137922,"10225","61",65.3,69.87,0.63,0,"1352125",1460785,"16451","29",59.99,64.81,0.73,0,"238985","256398","2672","<10",50.19,53.85,0.56,0
2021-07-08,4502785,4868388,47647,54.01,58.4,0.57,0,"1210242",1311579,"11453","43",47.28,51.24,0.45,0,"632127","696622","6767","12",44.57,49.12,0.48,0,"1065453",1139765,"10251","61",65.42,69.98,0.63,0,"1355476",1463575,"16483","29",60.14,64.94,0.73,0,"239487","256847","2693","<10",50.3,53.94,0.57,0
2021-07-09,4515039,4878137,47755,54.16,58.51,0.57,0,"1213598",1314234,"11476","43",47.41,51.34,0.45,0,"634595","698405","6783","12",44.75,49.25,0.48,0,"1067603",1141707,"10285","61",65.55,70.1,0.63,0,"1359203",1466473,"16510","29",60.31,65.07,0.73,0,"240040","257318","2701","<10",50.41,54.04,0.57,0
2021-07-10,4524919,4886354,47833,54.28,58.61,0.57,0,"1216285",1316408,"11491","43",47.51,51.42,0.45,0,"636132","699614","6796","12",44.85,49.33,0.48,0,"1069116",1143208,"10297","61",65.64,70.19,0.63,0,"1362876",1469408,"16538","29",60.47,65.2,0.73,0,"240510","257716","2711","<10",50.51,54.13,0.57,0
2021-07-11,4530190,4891147,47880,54.34,58.67,0.57,0,"1217689",1317732,"11501","43",47.57,51.48,0.45,0,"636811","700112","6801","12",44.9,49.37,0.48,0,"1069948",1144128,"10307","61",65.69,70.25,0.63,0,"1364931",1471201,"16550","29",60.56,65.27,0.73,0,"240811","257974","2721","<10",50.58,54.18,0.57,0
2021-07-12,4541201,4900813,47985,54.47,58.79,0.58,0,"1220729",1320198,"11529","43",47.69,51.57,0.45,0,"638928","701988","6819","12",45.05,49.5,0.48,0,"1071553",1145893,"10329","61",65.79,70.36,0.63,0,"1368659",1474241,"16578","29",60.73,65.41,0.74,0,"241332","258493","2730","<10",50.68,54.29,0.57,0
2021-07-13,4551753,4911346,48128,54.6,58.91,0.58,0,"1223691",1323091,"11569","43",47.8,51.69,0.45,0,"641134","704173","6850","12",45.21,49.65,0.48,0,"1073318",1147658,"10360","61",65.9,70.46,0.64,0,"1371725",1477336,"16605","29",60.86,65.55,0.74,0,"241885","259088","2744","<10",50.8,54.41,0.58,0
2021-07-14,4562327,4921351,48273,54.73,59.03,0.58,0,"1226728",1326016,"11600","43",47.92,51.8,0.45,0,"643261","706045","6877","12",45.36,49.78,0.48,0,"1075002",1149510,"10381","61",66,70.58,0.64,0,"1374968",1480152,"16650","29",61.01,65.67,0.74,0,"242368","259628","2765","<10",50.9,54.53,0.58,0
2021-07-15,4572603,4931129,48392,54.85,59.15,0.58,0,"1229569",1328788,"11630","44",48.03,51.91,0.45,0,"645453","707896","6903","12",45.51,49.91,0.49,0,"1076678",1151334,"10404","61",66.11,70.69,0.64,0,"1378047",1482868,"16683","29",61.14,65.79,0.74,0,"242856","260243","2772","<10",51,54.66,0.58,0
2021-07-16,4583452,4941365,48513,54.98,59.27,0.58,0,"1232555",1331648,"11654","44",48.15,52.02,0.46,0,"647601","709819","6924","12",45.66,50.05,0.49,0,"1078446",1153222,"10431","61",66.21,70.81,0.64,0,"1381513",1485904,"16717","29",61.3,65.93,0.74,0,"243337","260772","2787","<10",51.11,54.77,0.59,0
2021-07-17,4591812,4949108,48618,55.08,59.36,0.58,0,"1234909",1333768,"11684","44",48.24,52.1,0.46,0,"648943","711126","6940","12",45.76,50.14,0.49,0,"1079667",1154593,"10459","61",66.29,70.89,0.64,0,"1384521",1488445,"16736","29",61.43,66.04,0.74,0,"243772","261176","2799","<10",51.2,54.85,0.59,0
2021-07-18,4596781,4953864,48667,55.14,59.42,0.58,0,"1236328",1335008,"11691","44",48.3,52.15,0.46,0,"649568","711771","6945","12",45.8,50.19,0.49,0,"1080504",1155645,"10474","61",66.34,70.95,0.64,0,"1386294",1489971,"16752","29",61.51,66.11,0.74,0,"244087","261469","2805","<10",51.26,54.91,0.59,0
2021-07-19,4606451,4964012,48781,55.25,59.54,0.59,0,"1239028",1337762,"11722","44",48.4,52.26,0.46,0,"651412","713775","6963","12",45.93,50.33,0.49,0,"1082084",1157360,"10503","61",66.44,71.06,0.64,0,"1389337",1493125,"16784","29",61.64,66.25,0.74,0,"244590","261990","2809","<10",51.37,55.02,0.59,0
2021-07-20,4616356,4975711,48902,55.37,59.68,0.59,0,"1241842",1341077,"11746","44",48.51,52.39,0.46,0,"653599","716277","6988","13",46.09,50.51,0.49,0,"1083745",1159342,"10531","61",66.54,71.18,0.65,0,"1392181",1496452,"16821","29",61.77,66.4,0.75,0,"244989","262563","2816","<10",51.45,55.14,0.59,0
2021-07-21,4626257,4986780,49073,55.49,59.82,0.59,0,"1244695",1344071,"11792","44",48.62,52.5,0.46,0,"655543","718512","7011","13",46.22,50.66,0.49,0,"1085254",1161291,"10593","61",66.63,71.3,0.65,0,"1395313",1499704,"16854","29",61.91,66.54,0.75,0,"245452","263202","2823","<10",51.55,55.28,0.59,0
2021-07-22,4635970,4998526,49258,55.61,59.96,0.59,0,"1247325",1347442,"11851","44",48.73,52.64,0.46,0,"657546","720863","7039","13",46.36,50.83,0.5,0,"1086836",1163284,"10641","61",66.73,71.42,0.65,0,"1398220",1503025,"16895","29",62.04,66.69,0.75,0,"246043","263912","2832","<10",51.67,55.43,0.59,0
2021-07-23,4646010,5010826,49423,55.73,60.1,0.59,0,"1250004",1350826,"11902","44",48.83,52.77,0.46,0,"659567","723390","7059","13",46.51,51.01,0.5,0,"1088510",1165393,"10685","61",66.83,71.55,0.66,0,"1401412",1506738,"16938","29",62.18,66.85,0.75,0,"246517","264479","2839","<10",51.77,55.55,0.6,0
2021-07-24,4653604,5018913,49530,55.82,60.2,0.59,0,"1252301",1353153,"11934","44",48.92,52.86,0.47,0,"660668","724711","7066","13",46.58,51.1,0.5,0,"1089596",1166833,"10728","61",66.9,71.64,0.66,0,"1404060",1509303,"16959","29",62.3,66.97,0.75,0,"246979","264913","2843","<10",51.87,55.64,0.6,0
2021-07-25,4656260,5025006,49606,55.85,60.27,0.6,0,"1253120",1354996,"11955","44",48.95,52.93,0.47,0,"660912","725461","7069","13",46.6,51.15,0.5,0,"1090112",1167852,"10762","61",66.93,71.7,0.66,0,"1404974",1511374,"16972","29",62.34,67.06,0.75,0,"247142","265323","2848","<10",51.9,55.72,0.6,0
2021-07-26,4664240,5036722,49733,55.95,60.42,0.6,0,"1255546",1358367,"11990","44",49.05,53.06,0.47,0,"662276","727738","7091","13",46.7,51.31,0.5,0,"1091366",1169792,"10802","61",67.01,71.82,0.66,0,"1407451",1514813,"16997","30",62.45,67.21,0.75,0,"247601","266012","2853","<10",52,55.87,0.6,0
2021-07-27,4673800,5049673,49894,56.06,60.57,0.6,0,"1258256",1362000,"12032","44",49.15,53.21,0.47,0,"664319","730628","7117","14",46.84,51.52,0.5,0,"1092768",1171810,"10855","61",67.09,71.95,0.67,0,"1410372",1518542,"17033","30",62.58,67.38,0.76,0,"248085","266693","2857","<10",52.1,56.01,0.6,0
2021-07-28,4682895,5062560,50069,56.17,60.73,0.6,0,"1260873",1365488,"12074","44",49.25,53.34,0.47,0,"666150","733406","7146","14",46.97,51.71,0.5,0,"1094141",1173833,"10912","61",67.18,72.07,0.67,0,"1413204",1522407,"17070","30",62.7,67.55,0.76,0,"248527","267426","2867","<10",52.2,56.17,0.6,0
2021-07-29,4691370,5074442,50242,56.27,60.87,0.6,0,"1263310",1368737,"12117","44",49.35,53.47,0.47,0,"667830","735908","7168","14",47.09,51.89,0.51,0,"1095486",1175758,"10976","61",67.26,72.19,0.67,0,"1415752",1525924,"17104","30",62.81,67.7,0.76,0,"248992","268115","2877","<10",52.29,56.31,0.6,0
2021-07-30,4700758,5090448,50464,56.39,61.06,0.61,0,"1266035",1373283,"12174","44",49.46,53.65,0.48,0,"669677","739233","7207","14",47.22,52.12,0.51,0,"1096946",1178298,"11054","61",67.35,72.35,0.68,0,"1418612",1530668,"17141","30",62.94,67.91,0.76,0,"249488","268966","2888","<10",52.4,56.49,0.61,0
2021-07-31,4708057,5100848,50623,56.47,61.18,0.61,0,"1268112",1376371,"12212","44",49.54,53.77,0.48,0,"670778","740877","7226","14",47.3,52.24,0.51,0,"1097997",1179876,"11118","61",67.42,72.44,0.68,0,"1421301",1534135,"17175","30",63.06,68.07,0.76,0,"249869","269589","2892","<10",52.48,56.62,0.61,0
2021-08-01,4712104,5107961,50794,56.52,61.27,0.61,0,"1269286",1378365,"12255","44",49.58,53.84,0.48,0,"671114","741775","7250","14",47.32,52.3,0.51,0,"1098627",1180975,"11166","61",67.45,72.51,0.69,0,"1422934",1536720,"17217","30",63.13,68.18,0.76,0,"250143","270126","2906","<10",52.54,56.73,0.61,0
2021-08-02,4720303,5122232,51005,56.62,61.44,0.61,0,"1271579",1382498,"12309","44",49.67,54.01,0.48,0,"672611","744742","7270","14",47.43,52.51,0.51,0,"1099812",1183048,"11241","61",67.53,72.64,0.69,0,"1425723",1541125,"17270","30",63.26,68.38,0.77,0,"250578","270819","2915","<10",52.63,56.88,0.61,0
2021-08-03,4730164,5138571,51195,56.74,61.64,0.61,0,"1274493",1387212,"12348","44",49.79,54.19,0.48,0,"674634","748186","7302","14",47.57,52.76,0.51,0,"1101308",1185661,"11310","61",67.62,72.8,0.69,0,"1428671",1545834,"17311","30",63.39,68.59,0.77,0,"251058","271678","2924","<10",52.73,57.06,0.61,0
2021-08-04,4739814,5156927,51415,56.85,61.86,0.62,0,"1277320",1392538,"12409","44",49.9,54.4,0.48,0,"676698","752236","7331","14",47.72,53.04,0.52,0,"1102701",1188302,"11390","61",67.7,72.96,0.7,0,"1431478",1551083,"17352","30",63.51,68.82,0.77,0,"251617","272768","2933","<10",52.84,57.29,0.62,0
2021-08-05,4749197,5175939,51619,56.97,62.09,0.62,0,"1280107",1398133,"12462","44",50.01,54.62,0.49,0,"678593","756032","7350","14",47.85,53.31,0.52,0,"1104080",1191000,"11471","61",67.79,73.13,0.7,0,"1434200",1556763,"17393","30",63.63,69.07,0.77,0,"252217","274011","2943","<10",52.97,57.55,0.62,0
2021-08-06,4758967,5195272,51825,57.08,62.32,0.62,0,"1283011",1403778,"12518","44",50.12,54.84,0.49,0,"680449","760060","7375","14",47.98,53.59,0.52,0,"1105585",1193892,"11533","61",67.88,73.3,0.71,0,"1437217",1562448,"17444","30",63.77,69.32,0.77,0,"252705","275094","2955","<10",53.07,57.78,0.62,0
2021-08-07,4765930,5209558,51961,57.17,62.49,0.62,0,"1284975",1407735,"12545","44",50.2,54.99,0.49,0,"681627","762735","7391","14",48.06,53.78,0.52,0,"1106528",1195840,"11586","61",67.94,73.42,0.71,0,"1439703",1567289,"17478","30",63.88,69.54,0.78,0,"253097","275959","2961","<10",53.16,57.96,0.62,0
2021-08-08,4770189,5219178,52087,57.22,62.6,0.62,0,"1286148",1410623,"12572","44",50.24,55.1,0.49,0,"682165","764128","7409","14",48.1,53.88,0.52,0,"1107168",1197103,"11633","61",67.98,73.5,0.71,0,"1441352",1570705,"17504","30",63.95,69.69,0.78,0,"253356","276619","2969","<10",53.21,58.1,0.62,0
2021-08-09,4779776,5241465,52284,57.33,62.87,0.63,0,"1288943",1416713,"12611","44",50.35,55.34,0.49,0,"684172","769524","7444","14",48.24,54.26,0.52,0,"1108498",1199962,"11706","61",68.06,73.68,0.72,0,"1444283",1577595,"17545","30",64.08,70,0.78,0,"253880","277671","2978","<10",53.32,58.32,0.63,0
2021-08-10,4790156,5261209,52511,57.46,63.11,0.63,0,"1291899",1422167,"12663","44",50.47,55.56,0.49,0,"686478","774218","7469","14",48.4,54.59,0.53,0,"1110051",1202853,"11807","61",68.16,73.85,0.72,0,"1447211",1583171,"17590","30",64.21,70.24,0.78,0,"254517","278800","2982","<10",53.45,58.55,0.63,0
2021-08-11,4799448,5277537,52677,57.57,63.3,0.63,0,"1294490",1426854,"12709","45",50.57,55.74,0.5,0,"688404","777783","7497","15",48.54,54.84,0.53,0,"1111407",1205155,"11859","61",68.24,73.99,0.73,0,"1450101",1588094,"17622","30",64.34,70.46,0.78,0,"255046","279651","2990","<10",53.57,58.73,0.63,0
2021-08-12,4809482,5293482,52886,57.69,63.5,0.63,0,"1297414",1431383,"12755","45",50.68,55.92,0.5,0,"690427","781275","7526","15",48.68,55.09,0.53,0,"1112885",1207451,"11949","61",68.33,74.14,0.73,0,"1453043",1592577,"17661","30",64.47,70.66,0.78,0,"255713","280796","2995","<10",53.71,58.97,0.63,0
2021-08-13,4819742,5309336,53155,57.81,63.69,0.64,0,"1300407",1435847,"12815","45",50.8,56.09,0.5,0,"692465","784905","7557","15",48.83,55.34,0.53,0,"1114301",1209856,"12081","63",68.42,74.28,0.74,0,"1456343",1597045,"17700","30",64.62,70.86,0.79,0,"256226","281683","3002","<10",53.81,59.16,0.63,0
2021-08-14,4826877,5320290,53738,57.9,63.82,0.64,0,"1302506",1439025,"12910","45",50.88,56.21,0.5,0,"693671","786856","7596","15",48.91,55.48,0.54,0,"1115327",1211451,"12383","63",68.48,74.38,0.76,0,"1458776",1600573,"17812","30",64.72,71.01,0.79,0,"256597","282385","3037","<10",53.89,59.31,0.64,0
2021-08-15,4832199,5327512,54406,57.96,63.9,0.65,0,"1304230",1441317,"13016","45",50.95,56.3,0.51,0,"694293","787885","7620","15",48.96,55.56,0.54,0,"1115956",1212548,"12708","64",68.52,74.45,0.78,0,"1460692",1602814,"17972","30",64.81,71.11,0.8,0,"257028","282948","3090","<10",53.98,59.43,0.65,0
2021-08-16,4842744,5344164,55787,58.09,64.1,0.67,0,"1307403",1446197,"13234","45",51.07,56.49,0.52,0,"696391","791715","7715","15",49.1,55.83,0.54,0,"1117435",1214934,"13421","64",68.61,74.6,0.82,0,"1463907",1607586,"18236","30",64.95,71.33,0.81,0,"257608","283732","3181","<10",54.1,59.59,0.67,0
2021-08-17,4854658,5363046,57672,58.23,64.33,0.69,0,"1310953",1451643,"13540","45",51.21,56.71,0.53,0,"699037","796175","7873","15",49.29,56.14,0.56,0,"1119089",1217914,"14379","64",68.71,74.78,0.88,0,"1467317",1612569,"18602","30",65.1,71.55,0.83,0,"258262","284745","3278","<10",54.24,59.8,0.69,0
2021-08-18,4866326,5381514,59790,58.37,64.55,0.72,0,"1314254",1456830,"13912","45",51.34,56.91,0.54,0,"701573","800498","8017","16",49.47,56.44,0.57,0,"1120665",1220691,"15441","64",68.81,74.95,0.95,0,"1470878",1617687,"18998","30",65.26,71.77,0.84,0,"258956","285808","3422","<10",54.39,60.03,0.72,0
2021-08-19,4877200,5398818,61851,58.5,64.76,0.74,0,"1317295",1461859,"14234","46",51.46,57.11,0.56,0,"703915","804352","8142","16",49.63,56.72,0.57,0,"1122183",1223275,"16529","64",68.9,75.11,1.01,0,"1474167",1622366,"19389","30",65.41,71.98,0.86,0,"259640","286966","3557","<10",54.53,60.27,0.75,0
2021-08-20,4890038,5416138,63827,58.66,64.97,0.77,0,"1321089",1467016,"14558","46",51.61,57.31,0.57,0,"706580","808168","8306","16",49.82,56.99,0.59,0,"1124031",1225853,"17537","64",69.01,75.27,1.08,0,"1478009",1627259,"19765","30",65.58,72.2,0.88,0,"260329","287842","3661","<10",54.67,60.45,0.77,0
2021-08-21,4899073,5428160,65026,58.76,65.11,0.78,0,"1323679",1470359,"14749","46",51.71,57.44,0.58,0,"708020","810379","8381","16",49.92,57.14,0.59,0,"1125109",1227507,"18126","64",69.08,75.37,1.11,0,"1481327",1631367,"20035","30",65.72,72.38,0.89,0,"260938","288548","3735","<10",54.8,60.6,0.78,0
2021-08-22,4903368,5432511,65601,58.82,65.16,0.79,0,"1324891",1471593,"14839","46",51.76,57.49,0.58,0,"708504","810896","8409","16",49.96,57.18,0.59,0,"1125676",1228292,"18454","64",69.11,75.42,1.13,0,"1482972",1632870,"20142","30",65.8,72.45,0.89,0,"261325","288860","3757","<10",54.88,60.67,0.79,0
2021-08-23,4916322,5449024,67214,58.97,65.36,0.81,0,"1328562",1476210,"15104","46",51.9,57.67,0.59,0,"711218","814686","8548","16",50.15,57.44,0.6,0,"1127279",1230501,"19273","64",69.21,75.55,1.18,0,"1487200",1637759,"20424","30",65.98,72.66,0.91,0,"262063","289868","3865","<10",55.04,60.88,0.81,0
2021-08-24,4930008,5466734,68996,59.14,65.57,0.83,0,"1332577",1481085,"15383","46",52.06,57.86,0.6,0,"714068","819093","8700","16",50.35,57.76,0.61,0,"1129210",1233001,"20252","65",69.33,75.7,1.24,0,"1491234",1642707,"20720","30",66.16,72.88,0.92,0,"262919","290848","3941","<10",55.22,61.08,0.83,0
2021-08-25,4943536,5482312,70670,59.3,65.76,0.85,0,"1336532",1485477,"15668","46",52.21,58.03,0.61,0,"716961","822755","8860","16",50.55,58.01,0.62,0,"1131023",1235322,"21115","65",69.44,75.85,1.3,0,"1495313",1646977,"21003","30",66.34,73.07,0.93,0,"263707","291781","4024","<10",55.38,61.28,0.85,0
2021-08-26,4958640,5499209,72512,59.48,65.96,0.87,0,"1341031",1490230,"15962","46",52.39,58.21,0.62,0,"720147","826908","9000","16",50.78,58.31,0.63,0,"1132888",1237731,"22087","65",69.56,75.99,1.36,0,"1499955",1651590,"21362","30",66.55,73.28,0.95,0,"264619","292750","4101","<10",55.58,61.48,0.86,0
2021-08-27,4974463,5514874,74308,59.67,66.15,0.89,0,"1345782",1494817,"16256","46",52.57,58.39,0.64,0,"723365","830446","9124","16",51.01,58.56,0.64,0,"1134998",1240100,"23045","65",69.69,76.14,1.41,0,"1504795",1655912,"21695","31",66.77,73.47,0.96,0,"265523","293599","4188","<10",55.77,61.66,0.88,0
2021-08-28,4986980,5526314,75471,59.82,66.29,0.91,0,"1349336",1498219,"16449","46",52.71,58.53,0.64,0,"725678","832644","9181","16",51.17,58.71,0.65,0,"1136475",1241707,"23663","65",69.78,76.24,1.45,0,"1509155",1659458,"21950","31",66.96,73.63,0.97,0,"266336","294286","4228","<10",55.94,61.81,0.89,0
2021-08-29,4995018,5533917,76337,59.92,66.38,0.92,0,"1351835",1500434,"16579","46",52.81,58.61,0.65,0,"726626","833797","9223","16",51.24,58.79,0.65,0,"1137392",1242857,"24131","65",69.83,76.31,1.48,0,"1512283",1661874,"22144","31",67.1,73.73,0.98,0,"266882","294955","4260","<10",56.05,61.95,0.89,0
2021-08-30,5013198,5550554,78253,60.13,66.58,0.94,0,"1356921",1505132,"16868","46",53.01,58.8,0.66,0,"731058","837574","9379","16",51.55,59.06,0.66,0,"1139524",1245327,"25159","65",69.96,76.46,1.54,0,"1517824",1666617,"22518","31",67.34,73.95,1,0,"267871","295904","4329","<10",56.26,62.15,0.91,0
2021-08-31,5030188,5566773,80281,60.34,66.77,0.96,0,"1361713",1509769,"17224","46",53.19,58.98,0.67,0,"735110","841518","9532","17",51.83,59.34,0.67,0,"1141817",1247794,"26257","66",70.11,76.61,1.61,0,"1522703",1670908,"22873","31",67.56,74.14,1.01,0,"268845","296784","4395","<10",56.46,62.33,0.92,0
2021-09-01,5045341,5582504,82311,60.52,66.96,0.99,0,"1366148",1514370,"17553","46",53.37,59.16,0.69,0,"738622","845248","9723","17",52.08,59.6,0.69,0,"1143677",1249953,"27256","66",70.22,76.75,1.67,0,"1527193",1675288,"23269","31",67.76,74.33,1.03,0,"269701","297645","4510","<10",56.64,62.51,0.95,0
2021-09-02,5058779,5597617,84128,60.68,67.14,1.01,0,"1370169",1519129,"17859","46",53.52,59.34,0.7,0,"741410","848629","9852","17",52.28,59.84,0.69,0,"1145390",1252077,"28227","66",70.33,76.88,1.73,0,"1531085",1679210,"23606","31",67.93,74.5,1.05,0,"270725","298572","4584","<10",56.86,62.71,0.96,0
2021-09-03,5074232,5613341,86097,60.87,67.33,1.03,0,"1374840",1523963,"18207","46",53.71,59.53,0.71,0,"744893","852157","9972","18",52.52,60.09,0.7,0,"1147410",1254509,"29289","66",70.45,77.02,1.8,0,"1535484",1683354,"23948","32",68.13,74.69,1.06,0,"271605","299358","4681","<10",57.04,62.87,0.98,0
2021-09-04,5084467,5623518,87167,60.99,67.45,1.05,0,"1378045",1527012,"18358","46",53.83,59.65,0.72,0,"746760","854100","10025","18",52.66,60.22,0.71,0,"1148560",1255915,"29852","66",70.52,77.11,1.83,0,"1538809",1686544,"24217","32",68.27,74.83,1.07,0,"272293","299947","4715","<10",57.19,63,0.99,0
2021-09-05,5090550,5630644,87930,61.06,67.54,1.05,0,"1380060",1529196,"18494","46",53.91,59.74,0.72,0,"747571","855191","10069","18",52.71,60.3,0.71,0,"1149286",1256980,"30241","66",70.56,77.18,1.86,0,"1540762",1688820,"24379","32",68.36,74.93,1.08,0,"272871","300457","4747","<10",57.31,63.1,1,0
2021-09-06,5095477,5636089,88235,61.12,67.6,1.06,0,"1381581",1530777,"18558","46",53.97,59.8,0.72,0,"748429","856374","10092","18",52.77,60.38,0.71,0,"1149859",1257681,"30390","66",70.6,77.22,1.87,0,"1542465",1690499,"24443","32",68.44,75,1.08,0,"273143","300758","4752","<10",57.37,63.17,1,0
2021-09-07,5114101,5652248,89824,61.34,67.8,1.08,0,"1386771",1535575,"18797","46",54.17,59.99,0.73,0,"752956","860457","10239","19",53.09,60.67,0.72,0,"1152443",1260081,"31230","66",70.76,77.37,1.92,0,"1547768",1694479,"24745","32",68.67,75.18,1.1,0,"274163","301656","4813","<10",57.58,63.35,1.01,0
2021-09-08,5129881,5669034,91625,61.53,68,1.1,0,"1391122",1540512,"19082","47",54.34,60.18,0.75,0,"756828","864725","10383","19",53.37,60.97,0.73,0,"1154468",1262381,"32186","66",70.88,77.51,1.98,0,"1552422",1698950,"25097","32",68.88,75.38,1.11,0,"275041","302466","4877","<10",57.76,63.52,1.02,0
2021-09-09,5145753,5685893,93570,61.72,68.2,1.12,0,"1395920",1545792,"19402","47",54.53,60.38,0.76,0,"760596","868706","10563","19",53.63,61.25,0.74,0,"1156402",1264600,"33206","67",71,77.64,2.04,0,"1556793",1703223,"25451","32",69.07,75.57,1.13,0,"276042","303572","4948","<10",57.97,63.76,1.04,0
2021-09-10,5162332,5705088,95563,61.92,68.43,1.15,0,"1400967",1551710,"19712","47",54.73,60.62,0.77,0,"764432","873399","10708","19",53.9,61.58,0.76,0,"1158519",1267410,"34252","67",71.13,77.82,2.1,0,"1561484",1707945,"25863","32",69.28,75.78,1.15,0,"276930","304624","5028","<10",58.16,63.98,1.06,0
2021-09-11,5173796,5718545,96633,62.06,68.59,1.16,0,"1404330",1555729,"19904","47",54.86,60.77,0.78,0,"766616","876265","10797","19",54.06,61.79,0.76,0,"1159903",1269194,"34761","68",71.22,77.93,2.13,0,"1565250",1711893,"26101","32",69.45,75.95,1.16,0,"277697","305464","5070","<10",58.32,64.15,1.06,0
2021-09-12,5179670,5727781,97369,62.13,68.7,1.17,0,"1406081",1558601,"20036","47",54.93,60.89,0.78,0,"767537","878015","10843","19",54.12,61.91,0.76,0,"1160616",1270500,"35120","68",71.26,78.01,2.16,0,"1567292",1714578,"26276","32",69.54,76.07,1.17,0,"278144","306087","5094","<10",58.42,64.28,1.07,0
2021-09-13,5193688,5745471,99041,62.3,68.92,1.19,0,"1410217",1564189,"20345","47",55.09,61.1,0.79,0,"770793","882424","10985","19",54.35,62.22,0.77,0,"1162451",1273033,"35983","68",71.37,78.16,2.21,0,"1571341",1718846,"26574","32",69.72,76.26,1.18,0,"278886","306979","5154","<10",58.57,64.47,1.08,0
2021-09-14,5208355,5762361,100600,62.47,69.12,1.21,0,"1414399",1569361,"20590","47",55.25,61.31,0.8,0,"774477","886625","11164","19",54.61,62.52,0.79,0,"1164409",1275527,"36745","68",71.49,78.32,2.26,0,"1575331",1722921,"26888","32",69.89,76.44,1.19,0,"279739","307927","5213","<10",58.75,64.67,1.09,0
2021-09-15,5222029,5778294,102190,62.64,69.31,1.23,0,"1418215",1574240,"20861","47",55.4,61.5,0.81,0,"777841","890648","11309","19",54.85,62.8,0.8,0,"1166204",1277719,"37564","68",71.6,78.45,2.31,0,"1579231",1726875,"27185","32",70.07,76.62,1.21,0,"280538","308812","5271","<10",58.92,64.86,1.11,0
2021-09-16,5237085,5794474,103654,62.82,69.5,1.24,0,"1422524",1579121,"21097","47",55.57,61.69,0.82,0,"781606","894446","11455","19",55.11,63.07,0.81,0,"1168001",1279868,"38239","69",71.71,78.58,2.35,0,"1583427",1731244,"27453","32",70.25,76.81,1.22,0,"281527","309795","5410","<10",59.13,65.06,1.14,0
2021-09-17,5251915,5809483,105455,63,69.68,1.26,0,"1426990",1583707,"21373","48",55.74,61.87,0.83,0,"784975","898074","11580","19",55.35,63.32,0.82,0,"1169967",1282171,"39194","69",71.83,78.72,2.41,0,"1587616",1734960,"27829","33",70.44,76.98,1.23,0,"282367","310571","5479","<10",59.3,65.23,1.15,0
2021-09-18,5263040,5820219,106595,63.13,69.81,1.28,0,"1430414",1587141,"21539","48",55.88,62,0.84,0,"787035","900055","11670","19",55.5,63.46,0.82,0,"1171120",1283548,"39800","70",71.9,78.81,2.44,0,"1591382",1738208,"28058","33",70.61,77.12,1.24,0,"283089","311267","5528","<10",59.45,65.37,1.16,0
