"DATE","CITY_COUNT_FULLY_CUMULATIVE","CITY_COUNT_1PLUS_CUMULATIVE","CITY_COUNT_ADDITIONAL_CUMULATIVE","CITY_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","CITY_PERC_FULLY","CITY_PERC_1PLUS","CITY_PERC_ADDITIONAL","CITY_PERC_BIVALENT_ADDITIONAL","COUNT_FULLY_CUMULATIVE_AIAN","COUNT_1PLUS_CUMULATIVE_AIAN","COUNT_ADDITIONAL_CUMULATIVE_AIAN","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_AIAN","PERC_FULLY_AIAN","PERC_1PLUS_AIAN","PERC_ADDITIONAL_AIAN","PERC_BIVALENT_ADDITIONAL_AIAN","COUNT_FULLY_CUMULATIVE_ASIAN_NHPI","COUNT_1PLUS_CUMULATIVE_ASIAN_NHPI","COUNT_ADDITIONAL_CUMULATIVE_ASIAN_NHPI","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_ASIAN_NHPI","PERC_FULLY_ASIAN_NHPI","PERC_1PLUS_ASIAN_NHPI","PERC_ADDITIONAL_ASIAN_NHPI","PERC_BIVALENT_ADDITIONAL_ASIAN_NHPI","COUNT_FULLY_CUMULATIVE_BLACK","COUNT_1PLUS_CUMULATIVE_BLACK","COUNT_ADDITIONAL_CUMULATIVE_BLACK","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_BLACK","PERC_FULLY_BLACK","PERC_1PLUS_BLACK","PERC_ADDITIONAL_BLACK","PERC_BIVALENT_ADDITIONAL_BLACK","COUNT_FULLY_CUMULATIVE_HISP_LATINO","COUNT_1PLUS_CUMULATIVE_HISP_LATINO","COUNT_ADDITIONAL_CUMULATIVE_HISP_LATINO","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_HISP_LATINO","PERC_FULLY_HISP_LATINO","PERC_1PLUS_HISP_LATINO","PERC_ADDITIONAL_HISP_LATINO","PERC_BIVALENT_ADDITIONAL_HISP_LATINO","COUNT_FULLY_CUMULATIVE_WHITE","COUNT_1PLUS_CUMULATIVE_WHITE","COUNT_ADDITIONAL_CUMULATIVE_WHITE","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_WHITE","PERC_FULLY_WHITE","PERC_1PLUS_WHITE","PERC_ADDITIONAL_WHITE","PERC_BIVALENT_ADDITIONAL_WHITE","COUNT_FULLY_CUMULATIVE_OTHER","COUNT_1PLUS_CUMULATIVE_OTHER","COUNT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_FULLY_CUMULATIVE_UNKNOWN","COUNT_1PLUS_CUMULATIVE_UNKNOWN","COUNT_ADDITIONAL_CUMULATIVE_UNKNOWN","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_UNKNOWN"
2022-11-10,6703410,7476409,3360687,748384,80.41,89.68,40.31,8.98,"23121","25416","12928","2835",122.57,134.73,68.53,15.03,"1237726",1359190,"785397","141355",100.33,110.18,63.66,11.46,"1142267",1252373,"514834","81477",62.56,68.59,28.2,4.46,"1824652",2080224,"733389","104391",75.29,85.83,30.26,4.31,"1757208",1904275,"1100592","382399",65.52,71,41.04,14.26,"346418","411582","101588","14580","372018","443349","111959","21347"
2022-11-11,6704480,7477588,3360797,760827,80.42,89.69,40.31,9.13,"23122","25419","12928","2883",122.57,134.75,68.53,15.28,"1237985",1359464,"785415","144189",100.35,110.2,63.67,11.69,"1142363",1252476,"514857","82883",62.57,68.6,28.2,4.54,"1824822",2080468,"733440","106322",75.29,85.84,30.26,4.39,"1757661",1904636,"1100606","387997",65.54,71.02,41.04,14.47,"346458","411634","101591","14873","372069","443491","111960","21680"
2022-11-12,6704983,7478139,3360851,767243,80.43,89.7,40.31,9.2,"23125","25421","12928","2917",122.59,134.76,68.53,15.46,"1238182",1359646,"785438","146149",100.37,110.21,63.67,11.85,"1142417",1252520,"514864","83581",62.57,68.6,28.2,4.58,"1824900",2080579,"733455","107196",75.3,85.85,30.26,4.42,"1757798",1904778,"1100613","390602",65.54,71.02,41.04,14.56,"346469","411652","101592","14975","372092","443543","111961","21823"
2022-11-13,6705300,7478524,3360863,771061,80.43,89.7,40.31,9.25,"23125","25424","12928","2931",122.59,134.78,68.53,15.54,"1238282",1359764,"785444","147318",100.38,110.22,63.67,11.94,"1142433",1252549,"514869","83869",62.57,68.6,28.2,4.59,"1824938",2080627,"733455","107682",75.3,85.85,30.26,4.44,"1757946",1904883,"1100613","392303",65.55,71.03,41.04,14.63,"346476","411667","101592","15031","372100","443610","111962","21927"
2022-11-14,6706231,7479679,3360925,782120,80.44,89.72,40.31,9.38,"23127","25427","12928","2978",122.6,134.79,68.53,15.79,"1238453",1359981,"785455","149629",100.39,110.24,63.67,12.13,"1142563",1252679,"514880","85191",62.58,68.61,28.2,4.67,"1825097",2080876,"733480","109469",75.31,85.86,30.26,4.52,"1758336",1905224,"1100620","397337",65.56,71.04,41.04,14.82,"346495","411717","101592","15233","372160","443775","111970","22283"
2022-11-15,6707176,7480839,3361034,792553,80.45,89.73,40.32,9.51,"23129","25429","12928","3018",122.61,134.8,68.53,16,"1238638",1360199,"785474","151640",100.4,110.26,63.67,12.29,"1142668",1252800,"514908","86631",62.58,68.61,28.2,4.74,"1825283",2081132,"733518","111373",75.31,85.87,30.27,4.6,"1758719",1905575,"1100631","401793",65.58,71.05,41.04,14.98,"346525","411767","101594","15450","372214","443937","111981","22648"
2022-11-16,6708106,7482040,3361104,803431,80.46,89.75,40.32,9.64,"23130","25432","12928","3050",122.61,134.82,68.53,16.17,"1238829",1360396,"785482","153763",100.42,110.27,63.67,12.46,"1142788",1252922,"514919","88147",62.59,68.62,28.2,4.83,"1825431",2081413,"733551","113184",75.32,85.88,30.27,4.67,"1759103",1905916,"1100644","406559",65.59,71.06,41.04,15.16,"346559","411832","101595","15721","372266","444129","111985","23007"
2022-11-17,6709003,7483158,3361173,813511,80.47,89.76,40.32,9.76,"23133","25436","12928","3096",122.63,134.84,68.53,16.41,"1239026",1360593,"785497","155729",100.44,110.29,63.67,12.62,"1142893",1253033,"514936","89494",62.6,68.63,28.2,4.9,"1825605",2081695,"733569","115156",75.33,85.89,30.27,4.75,"1759442",1906214,"1100658","410769",65.6,71.07,41.04,15.32,"346596","411864","101597","15909","372308","444323","111988","23358"
2022-11-18,6710124,7484439,3361240,825357,80.49,89.78,40.32,9.9,"23137","25437","12928","3137",122.65,134.84,68.53,16.63,"1239271",1360836,"785503","158238",100.46,110.31,63.67,12.83,"1143006",1253170,"514959","90945",62.6,68.63,28.2,4.98,"1825804",2081944,"733596","117097",75.33,85.9,30.27,4.83,"1759900",1906607,"1100669","415995",65.62,71.09,41.04,15.51,"346625","411930","101597","16165","372381","444515","111988","23780"
2022-11-19,6710592,7484987,3361299,831283,80.49,89.78,40.32,9.97,"23138","25438","12928","3173",122.66,134.85,68.53,16.82,"1239456",1361014,"785526","159988",100.47,110.32,63.68,12.97,"1143051",1253210,"514971","91507",62.6,68.64,28.2,5.01,"1825887",2082045,"733608","117973",75.34,85.91,30.27,4.87,"1760025",1906737,"1100678","418450",65.62,71.09,41.04,15.6,"346640","411946","101598","16250","372395","444597","111990","23942"
2022-11-20,6710875,7485344,3361314,834745,80.5,89.79,40.32,10.01,"23138","25438","12928","3182",122.66,134.85,68.53,16.87,"1239552",1361103,"785531","160973",100.48,110.33,63.68,13.05,"1143084",1253238,"514971","91761",62.61,68.64,28.2,5.03,"1825927",2082108,"733613","118406",75.34,85.91,30.27,4.89,"1760128",1906850,"1100681","420093",65.63,71.1,41.04,15.66,"346648","411955","101598","16299","372398","444652","111992","24031"
2022-11-21,6711692,7486552,3361367,844580,80.51,89.8,40.32,10.13,"23141","25440","12928","3227",122.67,134.86,68.53,17.11,"1239742",1361361,"785539","162968",100.49,110.35,63.68,13.21,"1143175",1253358,"514984","92997",62.61,68.65,28.21,5.09,"1826074",2082362,"733631","120088",75.35,85.92,30.27,4.95,"1760444",1907197,"1100688","424409",65.64,71.11,41.04,15.82,"346672","411994","101601","16484","372444","444840","111996","24407"
2022-11-22,6712433,7487582,3361425,853418,80.52,89.81,40.32,10.24,"23141","25440","12928","3247",122.67,134.86,68.53,17.21,"1239915",1361549,"785547","164859",100.51,110.37,63.68,13.36,"1143252",1253455,"514995","94145",62.61,68.65,28.21,5.16,"1826230",2082635,"733662","121743",75.35,85.93,30.27,5.02,"1760709",1907446,"1100691","427993",65.65,71.12,41.04,15.96,"346688","412047","101602","16674","372498","445010","112000","24757"
2022-11-23,6713138,7488636,3361491,861825,80.52,89.83,40.32,10.34,"23145","25446","12928","3277",122.69,134.89,68.53,17.37,"1240095",1361834,"785561","167259",100.52,110.39,63.68,13.56,"1143336",1253532,"515005","95217",62.62,68.65,28.21,5.21,"1826391",2082923,"733689","123187",75.36,85.94,30.27,5.08,"1760928",1907679,"1100703","431007",65.66,71.13,41.04,16.07,"346705","412089","101603","16850","372538","445133","112002","25028"
2022-11-24,6713152,7488661,3361497,861935,80.52,89.83,40.32,10.34,"23145","25446","12928","3278",122.69,134.89,68.53,17.38,"1240098",1361841,"785561","167287",100.52,110.39,63.68,13.56,"1143337",1253533,"515005","95218",62.62,68.65,28.21,5.22,"1826392",2082930,"733690","123228",75.36,85.94,30.27,5.08,"1760935",1907685,"1100706","431038",65.66,71.13,41.04,16.07,"346706","412089","101603","16852","372539","445137","112004","25034"
2022-11-25,6713683,7489299,3361533,867728,80.53,89.83,40.32,10.41,"23148","25447","12928","3298",122.71,134.9,68.53,17.48,"1240220",1361985,"785569","168748",100.53,110.4,63.68,13.68,"1143429",1253602,"515014","95944",62.62,68.66,28.21,5.25,"1826475",2083081,"733703","124152",75.36,85.95,30.27,5.12,"1761112",1907835,"1100709","433385",65.66,71.14,41.04,16.16,"346719","412112","101603","16939","372580","445237","112007","25262"
2022-11-26,6714033,7489783,3361554,872647,80.53,89.84,40.32,10.47,"23149","25448","12928","3327",122.72,134.9,68.53,17.64,"1240378",1362152,"785578","170233",100.55,110.42,63.68,13.8,"1143456",1253627,"515018","96421",62.63,68.66,28.21,5.28,"1826531",2083175,"733710","124886",75.36,85.95,30.27,5.15,"1761204",1907946,"1100709","435373",65.67,71.14,41.04,16.23,"346723","412124","101603","17008","372592","445311","112008","25399"
2022-11-27,6714238,7490112,3361567,875758,80.54,89.84,40.32,10.5,"23150","25450","12928","3342",122.72,134.91,68.53,17.72,"1240446",1362247,"785582","171199",100.55,110.42,63.68,13.88,"1143471",1253650,"515021","96652",62.63,68.66,28.21,5.29,"1826561",2083248,"733711","125307",75.37,85.96,30.27,5.17,"1761290",1908029,"1100712","436721",65.67,71.14,41.04,16.28,"346725","412141","101604","17063","372595","445347","112009","25474"
2022-11-28,6714892,7490919,3361628,882419,80.55,89.85,40.32,10.58,"23152","25454","12928","3363",122.73,134.93,68.53,17.83,"1240600",1362409,"785588","172577",100.56,110.44,63.68,13.99,"1143565",1253733,"515041","97676",62.63,68.67,28.21,5.35,"1826694",2083448,"733734","126655",75.37,85.97,30.27,5.23,"1761481",1908224,"1100716","439206",65.68,71.15,41.04,16.38,"346747","412167","101607","17183","372653","445484","112014","25759"
2022-11-29,6715588,7491720,3361676,889063,80.55,89.86,40.32,10.66,"23153","25456","12928","3381",122.74,134.94,68.53,17.92,"1240725",1362550,"785596","173918",100.57,110.45,63.68,14.1,"1143661",1253824,"515051","98716",62.64,68.67,28.21,5.41,"1826855",2083673,"733747","128096",75.38,85.97,30.28,5.29,"1761728",1908425,"1100723","441627",65.69,71.16,41.04,16.47,"346766","412194","101608","17312","372700","445598","112023","26013"
2022-11-30,6716364,7492714,3361728,897348,80.56,89.87,40.32,10.76,"23153","25456","12928","3411",122.74,134.94,68.53,18.08,"1240887",1362732,"785601","175486",100.59,110.46,63.68,14.23,"1143785",1253952,"515065","99915",62.64,68.68,28.21,5.47,"1826986",2083891,"733768","129690",75.38,85.98,30.28,5.35,"1762023",1908704,"1100729","445010",65.7,71.17,41.04,16.59,"346793","412262","101611","17541","372737","445717","112026","26295"
2022-12-01,6717088,7493631,3361796,905409,80.57,89.89,40.32,10.86,"23158","25456","12928","3431",122.76,134.94,68.53,18.19,"1241016",1362899,"785615","177045",100.6,110.48,63.68,14.35,"1143868",1254037,"515082","100979",62.65,68.68,28.21,5.53,"1827130",2084149,"733782","131441",75.39,85.99,30.28,5.42,"1762297",1908917,"1100741","448211",65.71,71.18,41.04,16.71,"346826","412309","101613","17757","372793","445864","112035","26545"
2022-12-02,6718063,7494676,3361865,915259,80.58,89.9,40.33,10.98,"23160","25458","12928","3461",122.77,134.96,68.53,18.35,"1241225",1363116,"785629","179168",100.61,110.5,63.68,14.52,"1143983",1254151,"515104","102304",62.65,68.69,28.21,5.6,"1827312",2084399,"733794","133354",75.4,86,30.28,5.5,"1762671",1909201,"1100751","452142",65.72,71.19,41.04,16.86,"346856","412358","101617","17991","372856","445993","112042","26839"
2022-12-03,6718497,7495190,3361909,920174,80.59,89.9,40.33,11.04,"23160","25460","12928","3470",122.77,134.97,68.53,18.39,"1241391",1363276,"785646","180678",100.63,110.51,63.69,14.65,"1144017",1254199,"515108","102778",62.66,68.69,28.21,5.63,"1827377",2084508,"733808","134142",75.4,86.01,30.28,5.53,"1762800",1909308,"1100754","454049",65.73,71.19,41.04,16.93,"346871","412372","101619","18070","372881","446067","112046","26987"
2022-12-04,6718749,7495489,3361917,923343,80.59,89.91,40.33,11.08,"23160","25460","12928","3488",122.77,134.97,68.53,18.49,"1241494",1363364,"785647","181659",100.64,110.52,63.69,14.73,"1144040",1254217,"515108","103017",62.66,68.69,28.21,5.64,"1827407",2084557,"733812","134561",75.4,86.01,30.28,5.55,"1762884",1909394,"1100757","455444",65.73,71.19,41.04,16.98,"346877","412385","101619","18110","372887","446112","112046","27064"
2022-12-05,6719488,7496451,3361985,931557,80.6,89.92,40.33,11.17,"23161","25464","12928","3514",122.78,134.99,68.53,18.63,"1241650",1363520,"785656","183314",100.65,110.53,63.69,14.86,"1144157",1254327,"515121","104207",62.66,68.7,28.21,5.71,"1827560",2084809,"733843","136177",75.41,86.02,30.28,5.62,"1763135",1909650,"1100767","458694",65.74,71.2,41.04,17.1,"346895","412428","101622","18284","372930","446253","112048","27367"
2022-12-06,6720166,7497413,3362055,939228,80.61,89.93,40.33,11.27,"23162","25465","12928","3538",122.78,134.99,68.53,18.76,"1241794",1363679,"785669","184850",100.66,110.54,63.69,14.98,"1144257",1254423,"515136","105377",62.67,68.7,28.21,5.77,"1827690",2085070,"733877","137654",75.41,86.03,30.28,5.68,"1763369",1909922,"1100773","461701",65.75,71.21,41.04,17.21,"346913","412464","101623","18470","372981","446390","112049","27638"
2022-12-07,6720880,7498367,3362122,947105,80.62,89.94,40.33,11.36,"23163","25465","12928","3557",122.79,134.99,68.53,18.86,"1241931",1363858,"785679","186414",100.67,110.56,63.69,15.11,"1144372",1254533,"515148","106543",62.68,68.71,28.21,5.84,"1827836",2085308,"733911","139277",75.42,86.04,30.28,5.75,"1763613",1910175,"1100780","464702",65.76,71.22,41.04,17.33,"346937","412509","101623","18669","373028","446519","112053","27943"
2022-12-08,6721565,7499275,3362194,955326,80.63,89.95,40.33,11.46,"23164","25468","12928","3589",122.79,135.01,68.53,19.03,"1242052",1364017,"785691","187859",100.68,110.57,63.69,15.23,"1144478",1254639,"515168","107948",62.68,68.72,28.22,5.91,"1827978",2085552,"733928","140984",75.42,86.05,30.28,5.82,"1763863",1910398,"1100797","467870",65.77,71.23,41.04,17.44,"346959","412559","101625","18882","373071","446642","112057","28194"
2022-12-09,6722495,7500309,3362278,965308,80.64,89.97,40.33,11.58,"23168","25470","12928","3627",122.82,135.02,68.53,19.23,"1242272",1364217,"785707","189881",100.7,110.58,63.69,15.39,"1144624",1254763,"515183","109617",62.69,68.72,28.22,6,"1828143",2085800,"733968","143022",75.43,86.06,30.28,5.9,"1764175",1910646,"1100806","471552",65.78,71.24,41.04,17.58,"346976","412604","101626","19081","373137","446809","112060","28528"
2022-12-10,6722922,7500882,3362318,971426,80.64,89.97,40.33,11.65,"23168","25470","12928","3650",122.82,135.02,68.53,19.35,"1242450",1364388,"785725","191618",100.71,110.6,63.69,15.53,"1144663",1254814,"515190","110420",62.69,68.72,28.22,6.05,"1828204",2085931,"733976","144050",75.43,86.07,30.28,5.94,"1764299",1910780,"1100811","473840",65.78,71.25,41.04,17.67,"346985","412628","101626","19169","373153","446871","112062","28679"
2022-12-11,6723169,7501206,3362330,975011,80.64,89.98,40.33,11.7,"23170","25471","12928","3665",122.83,135.02,68.53,19.43,"1242518",1364490,"785733","192690",100.72,110.61,63.69,15.62,"1144696",1254831,"515191","110799",62.69,68.73,28.22,6.07,"1828232",2086001,"733978","144587",75.43,86.07,30.28,5.97,"1764402",1910855,"1100812","475300",65.79,71.25,41.04,17.72,"346989","412632","101626","19194","373162","446926","112062","28776"
2022-12-12,6723923,7502323,3362411,984444,80.65,89.99,40.33,11.81,"23171","25474","12928","3706",122.83,135.04,68.53,19.65,"1242669",1364705,"785740","194479",100.73,110.62,63.69,15.76,"1144802",1254956,"515205","112211",62.7,68.73,28.22,6.15,"1828359",2086263,"734011","146485",75.44,86.08,30.29,6.04,"1764680",1911141,"1100828","479031",65.8,71.26,41.05,17.86,"347020","412682","101626","19405","373222","447102","112073","29127"
2022-12-13,6724678,7503384,3362468,993661,80.66,90,40.33,11.92,"23174","25477","12928","3738",122.85,135.06,68.53,19.82,"1242821",1364898,"785747","196221",100.74,110.64,63.69,15.91,"1144906",1255079,"515218","113682",62.71,68.74,28.22,6.23,"1828522",2086517,"734032","148361",75.45,86.09,30.29,6.12,"1764939",1911443,"1100838","482589",65.81,71.27,41.05,17.99,"347037","412718","101628","19615","373279","447252","112077","29455"
2022-12-14,6725429,7504383,3362535,1002798,80.67,90.01,40.33,12.03,"23177","25481","12928","3771",122.86,135.08,68.53,19.99,"1242979",1365086,"785749","197875",100.76,110.65,63.69,16.04,"1145015",1255192,"515229","115223",62.71,68.75,28.22,6.31,"1828686",2086772,"734061","150228",75.45,86.1,30.29,6.2,"1765186",1911716,"1100853","486104",65.82,71.28,41.05,18.12,"347060","412765","101633","19865","373326","447371","112082","29732"
2022-12-15,6726051,7505381,3362604,1010794,80.68,90.03,40.33,12.12,"23181","25485","12930","3803",122.88,135.1,68.54,20.16,"1243118",1365274,"785759","199500",100.77,110.67,63.69,16.17,"1145097",1255303,"515240","116378",62.72,68.75,28.22,6.37,"1828800",2087007,"734082","151878",75.46,86.11,30.29,6.27,"1765404",1911977,"1100869","489157",65.82,71.29,41.05,18.24,"347088","412814","101635","20056","373363","447521","112089","30022"
2022-12-16,6726830,7506407,3362677,1019785,80.69,90.04,40.34,12.23,"23183","25485","12930","3850",122.9,135.1,68.54,20.41,"1243302",1365478,"785770","201437",100.78,110.69,63.7,16.33,"1145184",1255404,"515258","117639",62.72,68.76,28.22,6.44,"1828928",2087229,"734103","153617",75.46,86.12,30.29,6.34,"1765719",1912267,"1100881","492668",65.84,71.3,41.05,18.37,"347101","412864","101639","20242","373413","447680","112096","30332"
2022-12-17,6727291,7506964,3362706,1025591,80.69,90.05,40.34,12.3,"23184","25485","12930","3883",122.9,135.1,68.54,20.58,"1243469",1365681,"785782","203248",100.8,110.7,63.7,16.48,"1145221",1255453,"515265","118334",62.72,68.76,28.22,6.48,"1829013",2087329,"734111","154584",75.47,86.13,30.29,6.38,"1765866",1912376,"1100881","494727",65.84,71.3,41.05,18.45,"347109","412883","101639","20327","373429","447757","112098","30488"
2022-12-18,6727507,7507308,3362723,1028947,80.7,90.05,40.34,12.34,"23186","25486","12930","3909",122.91,135.1,68.54,20.72,"1243534",1365784,"785788","204329",100.8,110.71,63.7,16.56,"1145243",1255476,"515265","118644",62.72,68.76,28.22,6.5,"1829045",2087380,"734114","155044",75.47,86.13,30.29,6.4,"1765950",1912470,"1100885","496078",65.85,71.31,41.05,18.5,"347114","412896","101642","20369","373435","447816","112099","30574"
2022-12-19,6728190,7508349,3362788,1037488,80.7,90.06,40.34,12.44,"23186","25491","12930","3945",122.91,135.13,68.54,20.91,"1243727",1365977,"785791","206251",100.82,110.73,63.7,16.72,"1145311",1255595,"515283","119856",62.73,68.77,28.22,6.56,"1829192",2087668,"734140","156788",75.47,86.14,30.29,6.47,"1766168",1912717,"1100895","499258",65.85,71.32,41.05,18.62,"347132","412932","101647","20524","373474","447969","112102","30866"
2022-12-20,6728906,7509363,3362853,1045694,80.71,90.07,40.34,12.54,"23187","25493","12930","3973",122.92,135.14,68.54,21.06,"1243891",1366186,"785798","208077",100.83,110.74,63.7,16.87,"1145414",1255718,"515299","121175",62.73,68.77,28.22,6.64,"1829332",2087915,"734170","158452",75.48,86.15,30.29,6.54,"1766414",1912970,"1100903","502156",65.86,71.33,41.05,18.72,"347152","412967","101648","20696","373516","448114","112105","31165"
2022-12-21,6729536,7510299,3362915,1053629,80.72,90.09,40.34,12.64,"23187","25497","12931","4004",122.92,135.16,68.55,21.23,"1244062",1366408,"785803","209998",100.84,110.76,63.7,17.02,"1145496",1255817,"515308","122493",62.74,68.78,28.22,6.71,"1829443",2088137,"734202","160032",75.48,86.16,30.29,6.6,"1766611",1913193,"1100912","504798",65.87,71.34,41.05,18.82,"347172","413010","101652","20853","373565","448237","112107","31451"
2022-12-22,6730071,7511146,3362961,1060310,80.73,90.1,40.34,12.72,"23187","25500","12931","4032",122.92,135.18,68.55,21.37,"1244189",1366606,"785818","211634",100.85,110.78,63.7,17.16,"1145580",1255896,"515317","123547",62.74,68.78,28.22,6.77,"1829533",2088375,"734213","161436",75.49,86.17,30.29,6.66,"1766779",1913363,"1100919","506957",65.88,71.34,41.05,18.9,"347192","413046","101652","21000","373611","448360","112111","31704"
2022-12-23,6730541,7511847,3363005,1066047,80.73,90.1,40.34,12.79,"23188","25502","12931","4055",122.92,135.19,68.55,21.5,"1244336",1366815,"785828","213405",100.87,110.8,63.7,17.3,"1145640",1255957,"515324","124316",62.75,68.79,28.22,6.81,"1829618",2088552,"734231","162470",75.49,86.18,30.3,6.7,"1766912",1913507,"1100925","508789",65.88,71.35,41.05,18.97,"347210","413081","101652","21121","373637","448433","112114","31891"
2022-12-24,6730638,7512009,3363009,1067399,80.73,90.11,40.34,12.8,"23188","25502","12931","4059",122.92,135.19,68.55,21.52,"1244388",1366900,"785830","214109",100.87,110.8,63.7,17.36,"1145650",1255978,"515324","124467",62.75,68.79,28.22,6.82,"1829631",2088574,"734232","162618",75.49,86.18,30.3,6.71,"1766930",1913528,"1100926","509090",65.88,71.35,41.05,18.98,"347212","413086","101652","21149","373639","448441","112114","31907"
2022-12-25,6730642,7512016,3363011,1067430,80.73,90.11,40.34,12.8,"23188","25502","12931","4061",122.92,135.19,68.55,21.53,"1244389",1366901,"785832","214120",100.87,110.8,63.7,17.36,"1145650",1255978,"515324","124469",62.75,68.79,28.22,6.82,"1829631",2088574,"734232","162622",75.49,86.18,30.3,6.71,"1766931",1913530,"1100926","509097",65.88,71.35,41.05,18.98,"347212","413087","101652","21152","373641","448444","112114","31909"
2022-12-26,6730917,7512524,3363033,1070741,80.74,90.11,40.34,12.84,"23189","25503","12931","4075",122.93,135.19,68.55,21.6,"1244493",1367070,"785840","215486",100.88,110.82,63.7,17.47,"1145689",1256007,"515325","124802",62.75,68.79,28.22,6.84,"1829682",2088712,"734238","163178",75.49,86.18,30.3,6.73,"1766996",1913609,"1100930","509994",65.88,71.35,41.05,19.02,"347216","413101","101652","21188","373652","448522","112117","32018"
2022-12-27,6731499,7513478,3363094,1077938,80.74,90.12,40.34,12.93,"23190","25507","12931","4097",122.93,135.22,68.55,21.72,"1244660",1367323,"785845","217767",100.89,110.84,63.7,17.65,"1145776",1256117,"515349","125847",62.75,68.8,28.23,6.89,"1829830",2088999,"734264","164742",75.5,86.19,30.3,6.8,"1767130",1913759,"1100935","511899",65.89,71.36,41.05,19.09,"347230","413136","101652","21357","373683","448637","112118","32229"
2022-12-28,6732024,7514385,3363160,1084834,80.75,90.13,40.34,13.01,"23193","25508","12931","4125",122.95,135.22,68.55,21.87,"1244821",1367553,"785856","219916",100.91,110.85,63.7,17.83,"1145854",1256220,"515364","126936",62.76,68.8,28.23,6.95,"1829957",2089296,"734292","166270",75.51,86.21,30.3,6.86,"1767245",1913905,"1100944","513658",65.89,71.36,41.05,19.15,"347242","413183","101652","21505","373712","448720","112121","32424"
2022-12-29,6732563,7515259,3363211,1091264,80.76,90.15,40.34,13.09,"23195","25511","12931","4155",122.96,135.24,68.55,22.03,"1244979",1367773,"785862","221856",100.92,110.87,63.7,17.98,"1145931",1256311,"515378","127909",62.76,68.81,28.23,7.01,"1830090",2089572,"734309","167695",75.51,86.22,30.3,6.92,"1767365",1914038,"1100955","515347",65.9,71.37,41.05,19.22,"347255","413217","101653","21678","373748","448837","112123","32624"
2022-12-30,6733035,7516084,3363260,1097278,80.76,90.16,40.34,13.16,"23197","25515","12931","4182",122.97,135.26,68.55,22.17,"1245121",1368004,"785872","223874",100.93,110.89,63.7,18.15,"1146013",1256397,"515387","128875",62.77,68.81,28.23,7.06,"1830188",2089830,"734327","168880",75.52,86.23,30.3,6.97,"1767458",1914153,"1100965","516821",65.9,71.37,41.05,19.27,"347273","413240","101653","21829","373785","448945","112125","32817"
2022-12-31,6733184,7516337,3363276,1099071,80.76,90.16,40.34,13.18,"23197","25516","12931","4185",122.97,135.26,68.55,22.19,"1245212",1368108,"785877","224836",100.94,110.9,63.7,18.23,"1146030",1256414,"515393","129016",62.77,68.81,28.23,7.07,"1830207",2089900,"734332","169124",75.52,86.23,30.3,6.98,"1767473",1914183,"1100965","517194",65.9,71.37,41.05,19.28,"347278","413251","101653","21870","373787","448965","112125","32846"
2023-01-01,6733193,7516360,3363280,1099144,80.76,90.16,40.34,13.18,"23197","25516","12931","4186",122.97,135.26,68.55,22.19,"1245216",1368115,"785879","224857",100.94,110.9,63.7,18.23,"1146031",1256414,"515393","129022",62.77,68.81,28.23,7.07,"1830210",2089908,"734333","169139",75.52,86.23,30.3,6.98,"1767473",1914185,"1100966","517221",65.9,71.37,41.05,19.29,"347278","413251","101653","21872","373788","448971","112125","32847"
2023-01-02,6733531,7516960,3363298,1102739,80.77,90.17,40.34,13.23,"23203","25518","12931","4206",123,135.27,68.55,22.3,"1245334",1368288,"785887","226218",100.95,110.91,63.7,18.34,"1146083",1256471,"515395","129387",62.77,68.82,28.23,7.09,"1830256",2090079,"734337","169696",75.52,86.24,30.3,7,"1767558",1914285,"1100967","518331",65.91,71.38,41.05,19.33,"347289","413266","101653","21924","373808","449053","112128","32977"
2023-01-03,6734054,7517801,3363344,1107947,80.77,90.18,40.34,13.29,"23206","25521","12931","4221",123.02,135.29,68.55,22.38,"1245451",1368486,"785893","227639",100.96,110.93,63.71,18.45,"1146171",1256563,"515404","130154",62.77,68.82,28.23,7.13,"1830382",2090338,"734360","170941",75.52,86.25,30.3,7.05,"1767699",1914424,"1100971","519804",65.91,71.38,41.05,19.38,"347305","413311","101656","22036","373840","449158","112129","33152"
2023-01-04,6734669,7518758,3363395,1113802,80.78,90.19,40.34,13.36,"23207","25524","12931","4240",123.02,135.31,68.55,22.48,"1245597",1368719,"785901","229275",100.97,110.95,63.71,18.59,"1146270",1256684,"515410","131051",62.78,68.83,28.23,7.18,"1830534",2090597,"734382","172333",75.53,86.26,30.3,7.11,"1767842",1914601,"1100977","521355",65.92,71.39,41.05,19.44,"347335","413358","101659","22185","373884","449275","112135","33363"
