"DATE","CITY_COUNT_FULLY_CUMULATIVE","CITY_COUNT_1PLUS_CUMULATIVE","CITY_COUNT_ADDITIONAL_CUMULATIVE","CITY_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","CITY_PERC_FULLY","CITY_PERC_1PLUS","CITY_PERC_ADDITIONAL","CITY_PERC_BIVALENT_ADDITIONAL","COUNT_FULLY_CUMULATIVE_AIAN","COUNT_1PLUS_CUMULATIVE_AIAN","COUNT_ADDITIONAL_CUMULATIVE_AIAN","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_AIAN","PERC_FULLY_AIAN","PERC_1PLUS_AIAN","PERC_ADDITIONAL_AIAN","PERC_BIVALENT_ADDITIONAL_AIAN","COUNT_FULLY_CUMULATIVE_ASIAN_NHPI","COUNT_1PLUS_CUMULATIVE_ASIAN_NHPI","COUNT_ADDITIONAL_CUMULATIVE_ASIAN_NHPI","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_ASIAN_NHPI","PERC_FULLY_ASIAN_NHPI","PERC_1PLUS_ASIAN_NHPI","PERC_ADDITIONAL_ASIAN_NHPI","PERC_BIVALENT_ADDITIONAL_ASIAN_NHPI","COUNT_FULLY_CUMULATIVE_BLACK","COUNT_1PLUS_CUMULATIVE_BLACK","COUNT_ADDITIONAL_CUMULATIVE_BLACK","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_BLACK","PERC_FULLY_BLACK","PERC_1PLUS_BLACK","PERC_ADDITIONAL_BLACK","PERC_BIVALENT_ADDITIONAL_BLACK","COUNT_FULLY_CUMULATIVE_HISP_LATINO","COUNT_1PLUS_CUMULATIVE_HISP_LATINO","COUNT_ADDITIONAL_CUMULATIVE_HISP_LATINO","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_HISP_LATINO","PERC_FULLY_HISP_LATINO","PERC_1PLUS_HISP_LATINO","PERC_ADDITIONAL_HISP_LATINO","PERC_BIVALENT_ADDITIONAL_HISP_LATINO","COUNT_FULLY_CUMULATIVE_WHITE","COUNT_1PLUS_CUMULATIVE_WHITE","COUNT_ADDITIONAL_CUMULATIVE_WHITE","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_WHITE","PERC_FULLY_WHITE","PERC_1PLUS_WHITE","PERC_ADDITIONAL_WHITE","PERC_BIVALENT_ADDITIONAL_WHITE","COUNT_FULLY_CUMULATIVE_OTHER","COUNT_1PLUS_CUMULATIVE_OTHER","COUNT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_FULLY_CUMULATIVE_UNKNOWN","COUNT_1PLUS_CUMULATIVE_UNKNOWN","COUNT_ADDITIONAL_CUMULATIVE_UNKNOWN","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_UNKNOWN"
2020-12-14,17,100,0,0,0,0,0,0,"<10","<10","<10","<10",0,0,0,0,"<10",11,"<10","<10",0,0,0,0,"<10",13,"<10","<10",0,0,0,0,"<10",10,"<10","<10",0,0,0,0,"<10",54,"<10","<10",0,0,0,0,"<10","<10","<10","<10","<10","<10","<10","<10"
2020-12-15,42,1692,1,0,0,0.02,0,0,"<10","<10","<10","<10",0,0.04,0,0,"<10",296,"<10","<10",0,0.02,0,0,"<10",155,"<10","<10",0,0.01,0,0,"13",166,"<10","<10",0,0.01,0,0,"16",804,"<10","<10",0,0.03,0,0,"<10","95","<10","<10","<10","168","<10","<10"
2020-12-16,74,5224,2,0,0,0.06,0,0,"<10","21","<10","<10",0,0.11,0,0,"<10",965,"<10","<10",0,0.08,0,0,"10",494,"<10","<10",0,0.03,0,0,"19",513,"<10","<10",0,0.02,0,0,"33",2375,"<10","<10",0,0.09,0,0,"<10","313","<10","<10","<10","543","<10","<10"
2020-12-17,100,9159,3,0,0,0.11,0,0,"<10","33","<10","<10",0,0.17,0,0,"10",1807,"<10","<10",0,0.15,0,0,"14",876,"<10","<10",0,0.05,0,0,"22",905,"<10","<10",0,0.04,0,0,"47",4001,"<10","<10",0,0.15,0,0,"<10","563","<10","<10","<10","974","<10","<10"
2020-12-18,144,13991,6,1,0,0.17,0,0,"<10","48","<10","<10",0,0.25,0,0,"18",2889,"<10","<10",0,0.23,0,0,"22",1382,"<10","<10",0,0.08,0,0,"26",1366,"<10","<10",0,0.06,0,0,"69",5948,"<10","<10",0,0.22,0,0,"<10","900","<10","<10","<10","1458","<10","<10"
2020-12-19,157,15422,7,3,0,0.18,0,0,"<10","53","<10","<10",0,0.28,0,0,"21",3250,"<10","<10",0,0.26,0,0,"23",1513,"<10","<10",0,0.08,0,0,"27",1489,"<10","<10",0,0.06,0,0,"76",6524,"<10","<10",0,0.24,0,0,"<10","1003","<10","<10","<10","1590","<10","<10"
2020-12-20,167,16331,8,3,0,0.2,0,0,"<10","57","<10","<10",0,0.3,0,0,"24",3452,"<10","<10",0,0.28,0,0,"25",1597,"<10","<10",0,0.09,0,0,"29",1558,"<10","<10",0,0.06,0,0,"79",6944,"<10","<10",0,0.26,0,0,"<10","1049","<10","<10","<10","1674","<10","<10"
2020-12-21,199,21901,11,4,0,0.26,0,0,"<10","72","<10","<10",0,0.38,0,0,"28",4374,"<10","<10",0,0.35,0,0,"31",2235,"<10","<10",0,0.12,0,0,"36",2628,"<10","<10",0,0.11,0,0,"90",8932,"<10","<10",0,0.33,0,0,"<10","1527","<10","<10","<10","2133","<10","<10"
2020-12-22,239,29830,12,4,0,0.36,0,0,"<10","95","<10","<10",0,0.5,0,0,"36",5836,"<10","<10",0,0.47,0,0,"37",3182,"<10","<10",0,0.17,0,0,"41",3713,"<10","<10",0,0.15,0,0,"107",11840,"<10","<10",0,0.44,0,0,"<10","2297","<10","<10","11","2867","<10","<10"
2020-12-23,295,41055,14,5,0,0.49,0,0,"<10","125","<10","<10",0,0.66,0,0,"41",7743,"<10","<10",0,0.63,0,0,"47",4608,"<10","<10",0,0.25,0,0,"49",5315,"<10","<10",0,0.22,0,0,"133",16047,"<10","<10",0,0.6,0,0,"11","3318","<10","<10","14","3899","<10","<10"
2020-12-24,328,46642,15,5,0,0.56,0,0,"<10","149","<10","<10",0,0.79,0,0,"49",8971,"<10","<10",0,0.73,0,0,"50",5310,"<10","<10",0,0.29,0,0,"50",5982,"<10","<10",0,0.25,0,0,"146",18126,"<10","<10",0.01,0.68,0,0,"16","3747","<10","<10","17","4357","<10","<10"
2020-12-25,330,46858,17,5,0,0.56,0,0,"<10","152","<10","<10",0,0.81,0,0,"49",9023,"<10","<10",0,0.73,0,0,"50",5341,"<10","<10",0,0.29,0,0,"50",6002,"<10","<10",0,0.25,0,0,"148",18218,"<10","<10",0.01,0.68,0,0,"16","3751","<10","<10","17","4371","<10","<10"
2020-12-26,375,49945,18,5,0,0.6,0,0,"<10","159","<10","<10",0,0.84,0,0,"56",9771,"<10","<10",0,0.79,0,0,"58",5649,"<10","<10",0,0.31,0,0,"55",6373,"<10","<10",0,0.26,0,0,"162",19444,"<10","<10",0.01,0.72,0,0,"24","3985","<10","<10","20","4564","<10","<10"
2020-12-27,392,52540,18,5,0,0.63,0,0,"<10","168","<10","<10",0,0.89,0,0,"60",10240,"<10","<10",0,0.83,0,0,"60",5899,"<10","<10",0,0.32,0,0,"57",6655,"<10","<10",0,0.27,0,0,"170",20650,"<10","<10",0.01,0.77,0,0,"24","4181","<10","<10","21","4747","<10","<10"
2020-12-28,463,61256,22,6,0.01,0.73,0,0,"<10","203","<10","<10",0,1.08,0,0,"73",11725,"<10","<10",0.01,0.95,0,0,"66",7026,"<10","<10",0,0.38,0,0,"71",8487,"<10","<10",0,0.35,0,0,"198",23480,"<10","<10",0.01,0.88,0,0,"29","4842","<10","<10","26","5493","<10","<10"
2020-12-29,535,70249,27,6,0.01,0.84,0,0,"<10","235","<10","<10",0,1.25,0,0,"88",13190,"<10","<10",0.01,1.07,0,0,"77",8384,"<10","<10",0,0.46,0,0,"80",9808,"<10","<10",0,0.4,0,0,"227",26531,"<10","<10",0.01,0.99,0,0,"33","5817","<10","<10","30","6284","<10","<10"
2020-12-30,611,80656,27,6,0.01,0.97,0,0,"<10","255","<10","<10",0,1.35,0,0,"102",14921,"<10","<10",0.01,1.21,0,0,"92",9994,"<10","<10",0.01,0.55,0,0,"90",11282,"<10","<10",0,0.47,0,0,"259",29902,"<10","<10",0.01,1.11,0,0,"37","7036","<10","<10","31","7266","<10","<10"
2020-12-31,655,86748,28,6,0.01,1.04,0,0,"<10","279","<10","<10",0.01,1.48,0,0,"107",16010,"<10","<10",0.01,1.3,0,0,"99",10889,"<10","<10",0.01,0.6,0,0,"103",12336,"<10","<10",0,0.51,0,0,"275",31954,"10","<10",0.01,1.19,0,0,"37","7385","<10","<10","33","7895","<10","<10"
2021-01-01,771,87687,47,13,0.01,1.05,0,0,"<10","280","<10","<10",0.01,1.48,0,0,"130",16158,"<10","<10",0.01,1.31,0,0,"115",10992,"<10","<10",0.01,0.6,0,0,"125",12496,"11","<10",0.01,0.52,0,0,"322",32384,"20","<10",0.01,1.21,0,0,"40","7414","<10","<10","38","7963","<10","<10"
2021-01-02,796,90688,51,13,0.01,1.09,0,0,"<10","292","<10","<10",0.01,1.55,0,0,"136",16776,"<10","<10",0.01,1.36,0,0,"119",11351,"<10","<10",0.01,0.62,0,0,"130",12857,"11","<10",0.01,0.53,0,0,"329",33636,"22","<10",0.01,1.25,0,0,"41","7569","<10","<10","40","8207","<10","<10"
2021-01-03,836,93572,53,15,0.01,1.12,0,0,"<10","298","<10","<10",0.01,1.58,0,0,"144",17269,"<10","<10",0.01,1.4,0,0,"125",11694,"<10","<10",0.01,0.64,0,0,"135",13174,"11","<10",0.01,0.54,0,0,"345",34894,"23","<10",0.01,1.3,0,0,"45","7726","<10","<10","41","8517","<10","<10"
2021-01-04,1528,103872,60,16,0.02,1.25,0,0,"<10","346","<10","<10",0.02,1.83,0,0,"266",18889,"<10","<10",0.02,1.53,0,0,"174",13278,"<10","<10",0.01,0.73,0,0,"197",14732,"11","<10",0.01,0.61,0,0,"687",38439,"30","<10",0.03,1.43,0,0,"83","8497","<10","<10","118","9691","<10","<10"
2021-01-05,3279,115888,73,16,0.04,1.39,0,0,"12","387","<10","<10",0.06,2.05,0,0,"596",20563,"10","<10",0.05,1.67,0,0,"333",15190,"11","<10",0.02,0.83,0,0,"366",16700,"12","<10",0.02,0.69,0,0,"1484",42444,"34","<10",0.06,1.58,0,0,"202","9377","<10","<10","286","11227","<10","<10"
2021-01-06,6350,130851,97,17,0.08,1.57,0,0,"25","432","<10","<10",0.13,2.29,0,0,"1199",22778,"12","<10",0.1,1.85,0,0,"647",17679,"14","<10",0.04,0.97,0,0,"644",18988,"15","<10",0.03,0.78,0,0,"2796",47323,"48","<10",0.1,1.76,0,0,"397","10553","<10","<10","642","13098","<10","<10"
2021-01-07,10598,145203,139,19,0.13,1.74,0,0,"40","482","<10","<10",0.21,2.56,0,0,"2076",24980,"23","<10",0.17,2.02,0,0,"1062",19996,"20","<10",0.06,1.1,0,0,"1078",21366,"18","<10",0.04,0.88,0,0,"4626",52171,"66","<10",0.17,1.95,0,0,"667","11529","<10","<10","1049","14679","<10","<10"
2021-01-08,15094,159251,181,19,0.18,1.91,0,0,"53","539","<10","<10",0.28,2.86,0,0,"3101",27567,"35","<10",0.25,2.23,0,0,"1524",22061,"25","<10",0.08,1.21,0,0,"1500",23609,"21","<10",0.06,0.97,0,0,"6419",56862,"82","<10",0.24,2.12,0,0,"1001","12473","<10","<10","1496","16140","10","<10"
2021-01-09,16302,166068,190,22,0.2,1.99,0,0,"56","560","<10","<10",0.3,2.97,0,0,"3395",28936,"39","<10",0.28,2.35,0,0,"1649",22841,"26","<10",0.09,1.25,0,0,"1623",24490,"21","<10",0.07,1.01,0,0,"6913",59657,"86","<10",0.26,2.22,0,0,"1078","12841","<10","<10","1588","16743","10","<10"
2021-01-10,17132,172790,200,23,0.21,2.07,0,0,"60","580","<10","<10",0.32,3.07,0,0,"3590",30763,"41","<10",0.29,2.49,0,0,"1717",23431,"27","<10",0.09,1.28,0,0,"1700",25384,"23","<10",0.07,1.05,0,0,"7290",62403,"89","<10",0.27,2.33,0,0,"1113","13142","<10","<10","1662","17087","11","<10"
2021-01-11,23340,193035,259,23,0.28,2.32,0,0,"76","633","<10","<10",0.4,3.36,0,0,"4599",33403,"55","<10",0.37,2.71,0,0,"2421",25478,"35","<10",0.13,1.4,0,0,"2824",28380,"30","<10",0.12,1.17,0,0,"9568",71641,"112","<10",0.36,2.67,0,0,"1601","14218","15","<10","2251","19282","12","<10"
2021-01-12,29814,215790,305,23,0.36,2.59,0,0,"92","703","<10","<10",0.49,3.73,0,0,"5814",36609,"62","<10",0.47,2.97,0.01,0,"3199",27898,"45","<10",0.18,1.53,0,0,"3786",31513,"35","<10",0.16,1.3,0,0,"11877",82236,"132","<10",0.44,3.07,0,0,"2212","15365","18","<10","2834","21466","13","<10"
2021-01-13,37350,241678,357,23,0.45,2.9,0,0,"115","787","<10","<10",0.61,4.17,0,0,"7037",39966,"69","<10",0.57,3.24,0.01,0,"4270",30779,"62","<10",0.23,1.69,0,0,"4942",35309,"38","<10",0.2,1.46,0,0,"14470",94943,"149","<10",0.54,3.54,0.01,0,"3029","16583","26","<10","3487","23311","13","<10"
2021-01-14,41469,270150,393,23,0.5,3.24,0,0,"129","890","<10","<10",0.68,4.72,0,0,"7887",44008,"75","<10",0.64,3.57,0.01,0,"4812",33608,"68","<10",0.26,1.84,0,0,"5389",39306,"45","<10",0.22,1.62,0,0,"16062",109127,"164","<10",0.6,4.07,0.01,0,"3317","17873","28","<10","3873","25338","13","<10"
2021-01-15,44354,293338,427,24,0.53,3.52,0.01,0,"142","967","<10","<10",0.75,5.13,0,0,"8538",47582,"81","<10",0.69,3.86,0.01,0,"5217",36404,"75","<10",0.29,1.99,0,0,"5795",43066,"51","<10",0.24,1.78,0,0,"17025",119490,"178","<10",0.63,4.46,0.01,0,"3549","18945","29","<10","4088","26884","13","<10"
2021-01-16,46078,317193,456,25,0.55,3.8,0.01,0,"148","1044","<10","<10",0.78,5.53,0,0,"8941",51335,"89","<10",0.72,4.16,0.01,0,"5425",38689,"79","<10",0.3,2.12,0,0,"5998",46567,"52","<10",0.25,1.92,0,0,"17665",131936,"192","<10",0.66,4.92,0.01,0,"3717","19751","30","<10","4184","27871","14","<10"
2021-01-17,47212,335320,471,26,0.57,4.02,0.01,0,"154","1112","<10","<10",0.82,5.89,0,0,"9151",54401,"91","<10",0.74,4.41,0.01,0,"5545",40216,"80","<10",0.3,2.2,0,0,"6106",48695,"55","<10",0.25,2.01,0,0,"18180",142051,"200","<10",0.68,5.3,0.01,0,"3829","20384","31","<10","4247","28461","14","<10"
2021-01-18,49630,357491,522,26,0.6,4.29,0.01,0,"164","1187","<10","<10",0.87,6.29,0,0,"9409",57620,"96","<10",0.76,4.67,0.01,0,"5868",42383,"85","<10",0.32,2.32,0,0,"6881",51667,"66","<10",0.28,2.13,0,0,"18813",153889,"222","<10",0.7,5.74,0.01,0,"4038","21314","34","<10","4457","29431","19","<10"
2021-01-19,57588,384274,589,26,0.69,4.61,0.01,0,"187","1270","<10","<10",0.99,6.73,0.01,0,"10637",61624,"109","<10",0.86,5,0.01,0,"7181",45423,"96","<10",0.39,2.49,0.01,0,"8151",55476,"75","<10",0.34,2.29,0,0,"21388",167433,"248","<10",0.8,6.24,0.01,0,"4915","22374","38","<10","5129","30674","22","<10"
2021-01-20,65154,412347,652,27,0.78,4.95,0.01,0,"203","1368","<10","<10",1.08,7.25,0.01,0,"11871",65710,"118","<10",0.96,5.33,0.01,0,"8347",48265,"107","<10",0.46,2.64,0.01,0,"9060",59329,"92","<10",0.37,2.45,0,0,"23862",182309,"267","<10",0.89,6.8,0.01,0,"5886","23512","40","<10","5925","31854","27","<10"
2021-01-21,71419,432706,718,27,0.86,5.19,0.01,0,"223","1462","<10","<10",1.18,7.75,0.01,0,"12932",68160,"126","<10",1.05,5.53,0.01,0,"9161",50766,"115","<10",0.5,2.78,0.01,0,"10060",62434,"103","<10",0.42,2.58,0,0,"26372",192436,"303","<10",0.98,7.18,0.01,0,"6237","24378","42","<10","6434","33070","28","<10"
2021-01-22,74801,452409,761,28,0.9,5.43,0.01,0,"232","1534","<10","<10",1.23,8.13,0.01,0,"13622",70995,"132","<10",1.1,5.75,0.01,0,"9620",53155,"118","<10",0.53,2.91,0.01,0,"10529",65860,"108","<10",0.43,2.72,0,0,"27628",201588,"328","<10",1.03,7.52,0.01,0,"6471","25225","44","<10","6699","34052","30","<10"
2021-01-23,77229,464727,777,30,0.93,5.57,0.01,0,"237","1575","<10","<10",1.26,8.35,0.01,0,"14133",72814,"137","<10",1.15,5.9,0.01,0,"9884",54565,"119","<10",0.54,2.99,0.01,0,"10830",67873,"109","10",0.45,2.8,0,0,"28655",207398,"336","<10",1.07,7.73,0.01,0,"6604","25706","45","<10","6886","34796","30","<10"
2021-01-24,79781,469982,801,30,0.96,5.64,0.01,0,"243","1590","<10","<10",1.29,8.43,0.01,0,"14594",73894,"139","<10",1.18,5.99,0.01,0,"10105",55044,"122","<10",0.55,3.01,0.01,0,"11081",68418,"109","10",0.46,2.82,0,0,"29877",210039,"353","<10",1.11,7.83,0.01,0,"6732","25949","46","<10","7149","35048","31","<10"
2021-01-25,89200,481253,881,31,1.07,5.77,0.01,0,"277","1635","<10","<10",1.47,8.67,0.01,0,"16085",75595,"160","<10",1.3,6.13,0.01,0,"11573",56751,"133","<10",0.63,3.11,0.01,0,"12533",70116,"117","11",0.52,2.89,0,0,"33246",214984,"389","<10",1.24,8.02,0.01,0,"7467","26506","48","<10","8019","35666","33","<10"
2021-01-26,97907,494874,961,32,1.17,5.94,0.01,0,"305","1674","<10","<10",1.62,8.87,0.01,0,"17407",77520,"168","<10",1.41,6.28,0.01,0,"12983",58598,"151","<10",0.71,3.21,0.01,0,"13886",72265,"130","11",0.57,2.98,0.01,0,"36255",221109,"421","10",1.35,8.24,0.02,0,"8171","27167","56","<10","8900","36541","34","<10"
2021-01-27,108011,511860,1042,33,1.3,6.14,0.01,0,"336","1729","<10","<10",1.78,9.17,0.01,0,"18959",80184,"180","<10",1.54,6.5,0.01,0,"14632",60913,"173","<10",0.8,3.34,0.01,0,"15281",74782,"141","11",0.63,3.09,0.01,0,"39652",228820,"450","11",1.48,8.53,0.02,0,"9065","27915","61","<10","10086","37517","36","<10"
2021-01-28,117825,537501,1119,33,1.41,6.45,0.01,0,"376","1821","<10","<10",1.99,9.65,0.01,0,"20576",84400,"192","<10",1.67,6.84,0.02,0,"16113",63941,"181","<10",0.88,3.5,0.01,0,"16811",79063,"149","11",0.69,3.26,0.01,0,"43037",240582,"493","11",1.6,8.97,0.02,0,"9822","29076","64","<10","11090","38618","38","<10"
2021-01-29,126673,563515,1210,34,1.52,6.76,0.01,0,"411","1912","<10","<10",2.18,10.14,0.01,0,"22349",88885,"215","<10",1.81,7.21,0.02,0,"17315",67222,"197","<10",0.95,3.68,0.01,0,"18169",83505,"158","11",0.75,3.45,0.01,0,"45932",252064,"528","12",1.71,9.4,0.02,0,"10396","30182","68","<10","12101","39745","42","<10"
2021-01-30,130057,579226,1245,34,1.56,6.95,0.01,0,"420","1965","<10","<10",2.23,10.42,0.01,0,"23016",91442,"222","<10",1.87,7.41,0.02,0,"17753",69542,"205","<10",0.97,3.81,0.01,0,"18615",86754,"167","11",0.77,3.58,0.01,0,"47298",258072,"536","12",1.76,9.62,0.02,0,"10579","30929","69","<10","12376","40522","44","<10"
2021-01-31,132744,590067,1294,34,1.59,7.08,0.02,0,"429","1999","<10","<10",2.27,10.6,0.01,0,"23453",93479,"228","<10",1.9,7.58,0.02,0,"18098",71109,"212","<10",0.99,3.89,0.01,0,"18943",88272,"176","11",0.78,3.64,0.01,0,"48531",262870,"562","12",1.81,9.8,0.02,0,"10722","31361","70","<10","12568","40977","44","<10"
2021-02-01,138026,592060,1495,38,1.66,7.1,0.02,0,"448","2006","<10","<10",2.37,10.63,0.01,0,"24153",93688,"242","<10",1.96,7.59,0.02,0,"18839",71431,"235","<10",1.03,3.91,0.01,0,"19668",88594,"198","11",0.81,3.66,0.01,0,"50650",263720,"689","13",1.89,9.83,0.03,0,"11088","31510","76","<10","13180","41111","53","<10"
2021-02-02,146622,595175,1580,40,1.76,7.14,0.02,0,"482","2019","<10","<10",2.56,10.7,0.01,0,"25354",94287,"251","<10",2.06,7.64,0.02,0,"19934",71822,"251","<10",1.09,3.93,0.01,0,"20870",89091,"209","11",0.86,3.68,0.01,0,"54091",264974,"734","14",2.02,9.88,0.03,0,"11684","31677","79","<10","14207","41305","54","<10"
2021-02-03,164568,609105,1792,40,1.97,7.31,0.02,0,"544","2076","<10","<10",2.88,11.01,0.02,0,"27436",96386,"271","<10",2.22,7.81,0.02,0,"22620",74188,"281","<10",1.24,4.06,0.02,0,"23754",91622,"240","11",0.98,3.78,0.01,0,"61704",270319,"852","14",2.3,10.08,0.03,0,"12632","32321","84","<10","15878","42193","61","<10"
2021-02-04,181337,632949,2008,41,2.18,7.59,0.02,0,"597","2153","<10","<10",3.16,11.41,0.02,0,"29600",100427,"286","<10",2.4,8.14,0.02,0,"24816",77873,"307","<10",1.36,4.27,0.02,0,"26387",96060,"271","11",1.09,3.96,0.01,0,"69159",279942,"983","14",2.58,10.44,0.04,0,"13488","33198","89","<10","17290","43296","69","<10"
2021-02-05,197956,657580,2192,44,2.37,7.89,0.03,0,"655","2237","<10","<10",3.47,11.86,0.02,0,"31994",105015,"299","<10",2.59,8.51,0.02,0,"27148",81484,"340","<10",1.49,4.46,0.02,0,"29029",101138,"300","12",1.2,4.17,0.01,0,"76009",289021,"1081","15",2.83,10.78,0.04,0,"14425","34125","93","<10","18696","44560","75","<10"
2021-02-06,207001,678440,2294,44,2.48,8.14,0.03,0,"697","2317","<10","<10",3.69,12.28,0.02,0,"33538",108850,"312","<10",2.72,8.82,0.03,0,"28276",84632,"352","<10",1.55,4.64,0.02,0,"30342",105513,"314","12",1.25,4.35,0.01,0,"80028",296557,"1134","15",2.98,11.06,0.04,0,"14852","34874","96","<10","19268","45697","82","<10"
2021-02-07,213390,689142,2389,44,2.56,8.27,0.03,0,"721","2347","<10","<10",3.82,12.44,0.02,0,"34944",111158,"322","<10",2.83,9.01,0.03,0,"28771",85714,"361","<10",1.58,4.69,0.02,0,"31207",107622,"320","12",1.29,4.44,0.01,0,"83040",300893,"1194","15",3.1,11.22,0.04,0,"15170","35292","102","<10","19537","46116","86","<10"
2021-02-08,232001,704124,2605,44,2.78,8.45,0.03,0,"779","2407","<10","<10",4.13,12.76,0.03,0,"37163",113560,"338","<10",3.01,9.21,0.03,0,"31020",87839,"390","<10",1.7,4.81,0.02,0,"33786",110855,"350","12",1.39,4.57,0.01,0,"91664",306230,"1322","15",3.42,11.42,0.05,0,"16203","35858","107","<10","21386","47375","93","<10"
2021-02-09,253807,719400,2908,44,3.04,8.63,0.03,0,"837","2458","<10","<10",4.44,13.03,0.03,0,"40073",115921,"364","<10",3.25,9.4,0.03,0,"33582",90147,"438","<10",1.84,4.94,0.02,0,"36663",114387,"406","12",1.51,4.72,0.02,0,"102092",311448,"1466","15",3.81,11.61,0.05,0,"17179","36416","126","<10","23381","48623","102","<10"
2021-02-10,276907,736545,3150,45,3.32,8.83,0.04,0,"921","2525","<10","<10",4.88,13.39,0.03,0,"43228",118684,"385","<10",3.5,9.62,0.03,0,"36081",92975,"472","<10",1.98,5.09,0.03,0,"39879",118288,"431","12",1.65,4.88,0.02,0,"113634",316905,"1609","15",4.24,11.82,0.06,0,"18249","37188","139","<10","24915","49980","108","<10"
2021-02-11,302756,761453,3411,46,3.63,9.13,0.04,0,"1025","2614","<10","<10",5.43,13.86,0.04,0,"46598",123073,"410","<10",3.78,9.98,0.03,0,"38668",96286,"504","<10",2.12,5.27,0.03,0,"43760",123293,"474","12",1.81,5.09,0.02,0,"126740",326504,"1747","16",4.73,12.17,0.07,0,"19392","38214","149","<10","26573","51469","119","<10"
2021-02-12,326554,794361,3713,48,3.92,9.53,0.04,0,"1117","2743","11","<10",5.92,14.54,0.06,0,"49529",128183,"441","<10",4.01,10.39,0.04,0,"41231",101066,"539","<10",2.26,5.54,0.03,0,"47643",129643,"523","12",1.97,5.35,0.02,0,"138696",340289,"1915","16",5.17,12.69,0.07,0,"20399","39493","159","<10","27939","52944","125","<10"
2021-02-13,345703,817720,3952,49,4.15,9.81,0.05,0,"1169","2839","12","<10",6.2,15.05,0.06,0,"52254",133352,"466","<10",4.24,10.81,0.04,0,"43285",103807,"578","<10",2.37,5.69,0.03,0,"50679",134222,"558","13",2.09,5.54,0.02,0,"148286",349411,"2046","16",5.53,13.03,0.08,0,"21127","40327","163","<10","28903","53762","129","<10"
2021-02-14,364448,831558,4225,50,4.37,9.97,0.05,0,"1233","2895","15","<10",6.54,15.35,0.08,0,"55682",136438,"507","<10",4.51,11.06,0.04,0,"44594",105605,"599","<10",2.44,5.78,0.03,0,"52780",136811,"596","13",2.18,5.64,0.02,0,"159016",354650,"2201","16",5.93,13.22,0.08,0,"21749","40838","173","<10","29394","54321","134","<10"
2021-02-15,373095,842728,4453,50,4.48,10.11,0.05,0,"1256","2929","15","<10",6.66,15.53,0.08,0,"57035",138270,"526","<10",4.62,11.21,0.04,0,"45788",107101,"632","<10",2.51,5.87,0.03,0,"53908",138872,"625","13",2.22,5.73,0.03,0,"162898",359191,"2337","16",6.07,13.39,0.09,0,"22217","41385","178","<10","29993","54980","140","<10"
2021-02-16,393930,854876,4762,50,4.73,10.25,0.06,0,"1308","2972","16","<10",6.93,15.75,0.08,0,"59817",139881,"573","<10",4.85,11.34,0.05,0,"48465",108839,"674","<10",2.65,5.96,0.04,0,"57169",141494,"671","13",2.36,5.84,0.03,0,"172764",364119,"2497","16",6.44,13.58,0.09,0,"23247","41861","184","<10","31160","55710","147","<10"
2021-02-17,411436,868198,5042,50,4.94,10.41,0.06,0,"1375","3029","17","<10",7.29,16.06,0.09,0,"62059",141570,"619","<10",5.03,11.48,0.05,0,"50674",110772,"706","<10",2.78,6.07,0.04,0,"59918",144536,"707","13",2.47,5.96,0.03,0,"181269",369480,"2651","16",6.76,13.78,0.1,0,"24021","42311","189","<10","32120","56500","153","<10"
2021-02-18,432225,878526,5345,50,5.18,10.54,0.06,0,"1445","3055","17","<10",7.66,16.19,0.09,0,"65181",142999,"651","<10",5.28,11.59,0.05,0,"52945",112198,"746","<10",2.9,6.14,0.04,0,"63329",146718,"759","13",2.61,6.05,0.03,0,"191353",373719,"2816","16",7.13,13.93,0.1,0,"24993","42740","197","<10","32979","57097","159","<10"
2021-02-19,451880,889473,5642,50,5.42,10.67,0.07,0,"1534","3085","18","<10",8.13,16.35,0.1,0,"68669",144521,"689","<10",5.57,11.71,0.06,0,"55243",113879,"785","<10",3.03,6.24,0.04,0,"66808",149046,"802","13",2.76,6.15,0.03,0,"199982",378054,"2980","16",7.46,14.1,0.11,0,"25802","43168","202","<10","33842","57720","166","<10"
2021-02-20,473100,899195,5962,50,5.67,10.79,0.07,0,"1607","3132","18","<10",8.52,16.6,0.1,0,"72088",145939,"717","<10",5.84,11.83,0.06,0,"57244",115438,"826","<10",3.14,6.32,0.05,0,"70455",151211,"848","13",2.91,6.24,0.03,0,"210585",381664,"3173","16",7.85,14.23,0.12,0,"26584","43514","213","<10","34537","58297","167","<10"
2021-02-21,486971,904342,6274,53,5.84,10.85,0.08,0,"1651","3149","18","<10",8.75,16.69,0.1,0,"74609",146649,"750","<10",6.05,11.89,0.06,0,"58245",116214,"852","<10",3.19,6.36,0.05,0,"72019",152216,"894","13",2.97,6.28,0.04,0,"218535",383836,"3371","18",8.15,14.31,0.13,0,"26968","43693","219","<10","34944","58585","170","<10"
