"DATE","NEIGHBORHOOD_NAME","BOROUGH","MODZCTA","Label","AGE_GROUP","POP_DENOMINATOR","COUNT_PARTIALLY_CUMULATIVE","COUNT_FULLY_CUMULATIVE","COUNT_1PLUS_CUMULATIVE","PERC_PARTIALLY","PERC_FULLY","PERC_1PLUS"
2021-08-03,"Chelsea/NoMad/West Chelsea","Manhattan","10001","10001, 10118","18+",25536.66,3107,25354,28461,12.17,99.28,111.45
2021-08-03,"Chinatown/Lower East Side","Manhattan","10002","10002","18+",63973.22,3665,52086,55751,5.73,81.42,87.15
2021-08-03,"East Village/Gramercy/Greenwich Village","Manhattan","10003","10003","18+",50398.54,2180,35655,37835,4.33,70.75,75.07
2021-08-03,"Financial District","Manhattan","10004","10004","18+",2684.95,288,3175,3463,10.73,118.25,128.98
2021-08-03,"Financial District","Manhattan","10005","10005","18+",8169.56,528,6877,7405,6.46,84.18,90.64
2021-08-03,"Financial District","Manhattan","10006","10006","18+",3155.66,405,3477,3882,12.83,110.18,123.02
2021-08-03,"TriBeCa","Manhattan","10007","10007","18+",5573.4,447,5587,6034,8.02,100.24,108.26
2021-08-03,"Alphabet City/East Village/Stuyvesant Town-Cooper Village","Manhattan","10009","10009","18+",50563.97,2300,36585,38885,4.55,72.35,76.9
2021-08-03,"Flatiron/Gramercy/Kips Bay","Manhattan","10010","10010","18+",30671.32,1304,21608,22912,4.25,70.45,74.7
2021-08-03,"Chelsea","Manhattan","10011","10011","18+",45084.43,2251,35602,37853,4.99,78.97,83.96
2021-08-03,"Greenwich Village/SoHo","Manhattan","10012","10012","18+",20884.75,1003,15255,16258,4.8,73.04,77.85
2021-08-03,"Hudson Square/Little Italy/SoHo/TriBeCa","Manhattan","10013","10013","18+",24655.72,1487,20544,22031,6.03,83.32,89.35
2021-08-03,"Hudson Square/Meatpacking District/West Village","Manhattan","10014","10014","18+",27625.86,1426,21644,23070,5.16,78.35,83.51
2021-08-03,"Kips Bay/Murray Hill/NoMad","Manhattan","10016","10016","18+",47219.34,2623,40592,43215,5.55,85.96,91.52
2021-08-03,"East Midtown/Murray Hill","Manhattan","10017","10017","18+",14525.37,1317,13640,14957,9.07,93.9,102.97
2021-08-03,"Hell's Kitchen/Midtown Manhattan","Manhattan","10018","10018","18+",11074.47,2754,14718,17472,24.87,132.9,157.77
2021-08-03,"Hell's Kitchen/Midtown Manhattan","Manhattan","10019","10019, 10020","18+",40079.15,4203,39024,43227,10.49,97.37,107.85
2021-08-03,"Lenox Hill/Upper East Side","Manhattan","10021","10021","18+",39649.27,1566,30123,31689,3.95,75.97,79.92
2021-08-03,"East Midtown","Manhattan","10022","10022","18+",28093.47,1795,24538,26333,6.39,87.34,93.73
2021-08-03,"Lincoln Square","Manhattan","10023","10023","18+",53514.3,2560,43871,46431,4.78,81.98,86.76
2021-08-03,"Upper West Side","Manhattan","10024","10024","18+",48892.24,2075,39179,41254,4.24,80.13,84.38
2021-08-03,"Manhattan Valley/Morningside Heights/Upper West Side","Manhattan","10025","10025","18+",78357.64,3618,58776,62394,4.62,75.01,79.63
2021-08-03,"Central Harlem (South)","Manhattan","10026","10026","18+",31433.75,1539,17824,19363,4.9,56.7,61.6
2021-08-03,"Central Harlem (South)/Morningside Heights/West Harlem","Manhattan","10027","10027","18+",52767.1,2531,30801,33332,4.8,58.37,63.17
2021-08-03,"Upper East Side/Yorkville","Manhattan","10028","10028","18+",40085.88,1476,30209,31685,3.68,75.36,79.04
2021-08-03,"East Harlem","Manhattan","10029","10029","18+",62632.91,3416,38652,42068,5.45,61.71,67.17
2021-08-03,"Central Harlem (North)","Manhattan","10030","10030","18+",23158.57,1210,12118,13328,5.22,52.33,57.55
2021-08-03,"Hamilton Heights/West Harlem","Manhattan","10031","10031","18+",48898.28,2482,29747,32229,5.08,60.83,65.91
2021-08-03,"Washington Heights (South)","Manhattan","10032","10032","18+",52605.38,2639,33051,35690,5.02,62.83,67.84
2021-08-03,"Washington Heights (North)/Washington Heights (South)","Manhattan","10033","10033","18+",48322.89,2225,29547,31772,4.6,61.14,65.75
2021-08-03,"Inwood/Washington Heights (North)","Manhattan","10034","10034","18+",34453.5,1697,20401,22098,4.93,59.21,64.14
2021-08-03,"East Harlem","Manhattan","10035","10035","18+",28175.25,1862,18040,19902,6.61,64.03,70.64
2021-08-03,"Hell's Kitchen/Midtown Manhattan","Manhattan","10036","10036","18+",25289.35,3749,29830,33579,14.82,117.95,132.78
2021-08-03,"Central Harlem (North)/East Harlem","Manhattan","10037","10037","18+",17343.23,814,9457,10271,4.69,54.53,59.22
2021-08-03,"Chinatown/Financial District","Manhattan","10038","10038","18+",20421.84,1376,15537,16913,6.74,76.08,82.82
2021-08-03,"Central Harlem (North)/Washington Heights (South)","Manhattan","10039","10039","18+",20884.26,1202,10718,11920,5.76,51.32,57.08
2021-08-03,"Washington Heights (North)","Manhattan","10040","10040","18+",36148.6,1897,22463,24360,5.25,62.14,67.39
2021-08-03,"Roosevelt Island","Manhattan","10044","10044","18+",9832,388,7414,7802,3.95,75.41,79.35
2021-08-03,"Lenox Hill/Upper East Side","Manhattan","10065","10065","18+",24466.3,1184,19782,20966,4.84,80.85,85.69
2021-08-03,"Lincoln Square","Manhattan","10069","10069","18+",5375.84,238,4672,4910,4.43,86.91,91.33
2021-08-03,"Lenox Hill/Upper East Side","Manhattan","10075","10075, 10162","18+",19863.75,992,17642,18634,4.99,88.82,93.81
2021-08-03,"Upper East Side/Yorkville","Manhattan","10128","10128","18+",49297.99,1941,39252,41193,3.94,79.62,83.56
2021-08-03,"Battery Park City","Manhattan","10280","10280","18+",7517.17,295,5520,5815,3.92,73.43,77.36
2021-08-03,"Battery Park City","Manhattan","10282","10282","18+",4396.18,213,3114,3327,4.85,70.83,75.68
2021-08-03,"Silver Lake/St. George","Staten Island","10301","10301","18+",30789.03,1647,19736,21383,5.35,64.1,69.45
2021-08-03,"Elm Park","Staten Island","10302","10302","18+",13841.82,866,8428,9294,6.26,60.89,67.14
2021-08-03,"Graniteville/Mariner's Harbor/Port Ivory","Staten Island","10303","10303","18+",19271.57,1226,11311,12537,6.36,58.69,65.05
2021-08-03,"New Dorp/Todt Hill","Staten Island","10304","10304","18+",32365.49,2000,21059,23059,6.18,65.07,71.25
2021-08-03,"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze","Staten Island","10305","10305","18+",34316.79,1856,22885,24741,5.41,66.69,72.1
2021-08-03,"Lighthouse Hill/Midland Beach/New Dorp/Oakwood","Staten Island","10306","10306","18+",42372.41,2151,28603,30754,5.08,67.5,72.58
2021-08-03,"Tottenville","Staten Island","10307","10307","18+",11247.29,508,6084,6592,4.52,54.09,58.61
2021-08-03,"Great Kills","Staten Island","10308","10308","18+",23778.46,1021,13452,14473,4.29,56.57,60.87
2021-08-03,"Charleston/Prince's Bay/Woodrow","Staten Island","10309","10309","18+",25505.78,1173,14470,15643,4.6,56.73,61.33
2021-08-03,"Port Richmond/Randall Manor/West Brighton","Staten Island","10310","10310","18+",17381.07,1034,11619,12653,5.95,66.85,72.8
2021-08-03,"Annadale/Rossville","Staten Island","10312","10312","18+",48423.66,2114,29453,31567,4.37,60.82,65.19
2021-08-03,"Bloomfield/Freshkills Park","Staten Island","10314","10314","18+",73874.68,3175,45637,48812,4.3,61.78,66.07
2021-08-03,"Concourse/Melrose","Bronx","10451","10451","18+",35946.71,2326,22304,24630,6.47,62.05,68.52
2021-08-03,"Concourse/Highbridge","Bronx","10452","10452","18+",54805.81,3728,33611,37339,6.8,61.33,68.13
2021-08-03,"Morris Heights/Mount Hope/University Heights","Bronx","10453","10453","18+",57359.96,3994,32686,36680,6.96,56.98,63.95
2021-08-03,"Mott Haven/Port Morris","Bronx","10454","10454","18+",27397.39,1822,15352,17174,6.65,56.03,62.68
2021-08-03,"Mott Haven","Bronx","10455","10455","18+",30573.43,1959,17166,19125,6.41,56.15,62.55
2021-08-03,"Claremont/Morrisania","Bronx","10456","10456","18+",66839.64,4624,35565,40189,6.92,53.21,60.13
2021-08-03,"Belmont/Claremont/Mount Hope/Tremont","Bronx","10457","10457","18+",53117.58,4027,29343,33370,7.58,55.24,62.82
2021-08-03,"Belmont/Fordham University/Kingsbridge","Bronx","10458","10458","18+",60560.21,4012,33455,37467,6.62,55.24,61.87
2021-08-03,"Charlotte Gardens/Hunts Point","Bronx","10459","10459","18+",34636.24,2317,19668,21985,6.69,56.78,63.47
2021-08-03,"Charlotte Gardens/Tremont/Van Nest/West Farms","Bronx","10460","10460","18+",42448,2744,22583,25327,6.46,53.2,59.67
2021-08-03,"Morris Park/Pelham Bay/Westchester Square","Bronx","10461","10461","18+",38803.26,2158,28849,31007,5.56,74.35,79.91
2021-08-03,"Parkchester/Pelham Parkway/Van Nest/Westchester Square","Bronx","10462","10462","18+",58726.65,3937,39551,43488,6.7,67.35,74.05
2021-08-03,"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil","Bronx","10463","10463","18+",56284.98,3447,36711,40158,6.12,65.22,71.35
2021-08-03,"City Island","Bronx","10464","10464","18+",3510.49,170,2551,2721,4.84,72.67,77.51
2021-08-03,"Country Club/Throgs Neck","Bronx","10465","10465","18+",33825.65,1666,19972,21638,4.93,59.04,63.97
2021-08-03,"Edenwald/Wakefield","Bronx","10466","10466","18+",54731.54,2944,26343,29287,5.38,48.13,53.51
2021-08-03,"Allerton/Norwood/Pelham Parkway/Williamsbridge","Bronx","10467","10467","18+",77336.23,4555,43155,47710,5.89,55.8,61.69
2021-08-03,"Fordham/Kingsbridge/University Heights","Bronx","10468","10468","18+",58195.5,3778,33132,36910,6.49,56.93,63.42
2021-08-03,"Allerton/Baychester/Pelham Gardens/Williamsbridge","Bronx","10469","10469","18+",56415.64,3168,29532,32700,5.62,52.35,57.96
2021-08-03,"Wakefield/Woodlawn","Bronx","10470","10470","18+",11835.69,632,7139,7771,5.34,60.32,65.66
2021-08-03,"Fieldston/North Riverdale/Riverdale","Bronx","10471","10471","18+",17715.36,962,13189,14151,5.43,74.45,79.88
2021-08-03,"Soundview","Bronx","10472","10472","18+",50865.6,3339,29139,32478,6.56,57.29,63.85
2021-08-03,"Castle Hill/Clason Point/Soundview","Bronx","10473","10473","18+",45025.1,2518,25192,27710,5.59,55.95,61.54
2021-08-03,"Hunts Point","Bronx","10474","10474","18+",8716.2,498,4438,4936,5.71,50.92,56.63
2021-08-03,"Co-op City/Edenwald","Bronx","10475","10475","18+",36101.58,1622,20967,22589,4.49,58.08,62.57
2021-08-03,"Bellerose/Douglaston-Little Neck","Queens","11004","11004, 11005","18+",16322.92,707,11308,12015,4.33,69.28,73.61
2021-08-03,"Astoria (South)/Long Island City/Sunnyside","Queens","11101","11101","18+",30635.13,2256,28997,31253,7.36,94.65,102.02
2021-08-03,"Astoria (North)","Queens","11102","11102","18+",24950.08,1442,21227,22669,5.78,85.08,90.86
2021-08-03,"Astoria (North)/Astoria (South)","Queens","11103","11103","18+",29828.42,1598,22427,24025,5.36,75.19,80.54
2021-08-03,"Sunnyside","Queens","11104","11104","18+",21569.04,1093,17894,18987,5.07,82.96,88.03
2021-08-03,"Ditmars Steinway","Queens","11105","11105","18+",30844.19,1355,20858,22213,4.39,67.62,72.02
2021-08-03,"Astoria (South)","Queens","11106","11106","18+",31753.42,1765,24658,26423,5.56,77.65,83.21
2021-08-03,"Long Island City","Queens","11109","11109","18+",5343.22,253,4589,4842,4.73,85.88,90.62
2021-08-03,"Brooklyn Heights/DUMBO/Downtown Brooklyn","Brooklyn","11201","11201","18+",53066.26,2387,44110,46497,4.5,83.12,87.62
2021-08-03,"East Flatbush (North)/East Flatbush (South)","Brooklyn","11203","11203","18+",59978.9,3741,31232,34973,6.24,52.07,58.31
2021-08-03,"Bensonhurst/Mapleton","Brooklyn","11204","11204","18+",56436.82,2822,34794,37616,5,61.65,66.65
2021-08-03,"Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene","Brooklyn","11205","11205","18+",33743.15,1352,18570,19922,4.01,55.03,59.04
2021-08-03,"Williamsburg (South)","Brooklyn","11206","11206","18+",62134.07,3129,35658,38787,5.04,57.39,62.42
2021-08-03,"Cypress Hills/East New York","Brooklyn","11207","11207","18+",66642.05,4066,33730,37796,6.1,50.61,56.71
2021-08-03,"Cypress Hills/East New York","Brooklyn","11208","11208","18+",70401.64,4595,37952,42547,6.53,53.91,60.43
2021-08-03,"Bay Ridge/Fort Hamilton","Brooklyn","11209","11209","18+",54828.8,2550,38177,40727,4.65,69.63,74.28
2021-08-03,"Flatlands/Midwood","Brooklyn","11210","11210","18+",49548.95,2551,23029,25580,5.15,46.48,51.63
2021-08-03,"East Williamsburg/Williamsburg (North)/Williamsburg (South)","Brooklyn","11211","11211, 11249","18+",74916.07,3543,48602,52145,4.73,64.88,69.6
2021-08-03,"Ocean Hill-Brownsville","Brooklyn","11212","11212","18+",55341.02,3759,26986,30745,6.79,48.76,55.56
2021-08-03,"Crown Heights (East)","Brooklyn","11213","11213","18+",48644.6,2740,23399,26139,5.63,48.1,53.73
2021-08-03,"Bath Beach/Bensonhurst/Gravesend","Brooklyn","11214","11214","18+",73712.3,3953,47101,51054,5.36,63.9,69.26
2021-08-03,"Gowanus/Park Slope/Windsor Terrace","Brooklyn","11215","11215","18+",56922.08,1929,42396,44325,3.39,74.48,77.87
2021-08-03,"Bedford-Stuyvesant (West)/Crown Heights (West)","Brooklyn","11216","11216","18+",46042.94,2169,29259,31428,4.71,63.55,68.26
2021-08-03,"Boerum Hill/Park Slope","Brooklyn","11217","11217, 11243","18+",34613.85,1448,24358,25806,4.18,70.37,74.55
2021-08-03,"Kensington/Windsor Terrace","Brooklyn","11218","11218","18+",53726.25,2662,35528,38190,4.95,66.13,71.08
2021-08-03,"Borough Park","Brooklyn","11219","11219","18+",57912.51,3040,30842,33882,5.25,53.26,58.51
2021-08-03,"Sunset Park","Brooklyn","11220","11220","18+",72891.63,6212,63875,70087,8.52,87.63,96.15
2021-08-03,"Bedford-Stuyvesant (East)/Bushwick","Brooklyn","11221","11221","18+",64338.77,3872,39712,43584,6.02,61.72,67.74
2021-08-03,"Greenpoint","Brooklyn","11222","11222","18+",32062.1,1343,25160,26503,4.19,78.47,82.66
2021-08-03,"Gravesend/Homecrest","Brooklyn","11223","11223","18+",62432.22,3067,34231,37298,4.91,54.83,59.74
2021-08-03,"Brighton Beach/Coney Island/Seagate","Brooklyn","11224","11224","18+",37631.32,1836,17870,19706,4.88,47.49,52.37
2021-08-03,"Crown Heights (West)/Prospect Lefferts Gardens","Brooklyn","11225","11225","18+",45775.98,2231,27318,29549,4.87,59.68,64.55
2021-08-03,"Flatbush/Prospect Lefferts Gardens","Brooklyn","11226","11226","18+",77335.54,4794,44410,49204,6.2,57.43,63.62
2021-08-03,"Bath Beach/Dyker Heights","Brooklyn","11228","11228","18+",35510.23,1680,23851,25531,4.73,67.17,71.9
2021-08-03,"Gerritsen Beach/Homecrest/Sheepshead Bay","Brooklyn","11229","11229","18+",65554.74,2945,36377,39322,4.49,55.49,59.98
2021-08-03,"Midwood","Brooklyn","11230","11230","18+",64635.23,3462,32756,36218,5.36,50.68,56.03
2021-08-03,"Carroll Gardens/Cobble Hill/Red Hook","Brooklyn","11231","11231","18+",30285.65,1156,20434,21590,3.82,67.47,71.29
2021-08-03,"Sunset Park","Brooklyn","11232","11232","18+",21455.8,1259,14696,15955,5.87,68.49,74.36
2021-08-03,"Bedford-Stuyvesant (East)/Ocean Hill-Brownsville","Brooklyn","11233","11233","18+",56732.43,3007,25962,28969,5.3,45.76,51.06
2021-08-03,"Bergen Beach/Flatlands/Marine Park/Mill Basin","Brooklyn","11234","11234","18+",73346.64,3511,37229,40740,4.79,50.76,55.54
2021-08-03,"Brighton Beach/Manhattan Beach/Sheepshead Bay","Brooklyn","11235","11235","18+",65010.78,3465,35481,38946,5.33,54.58,59.91
